HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE20.hmm	249	fig|2005473.99.peg.1924	465	1.5e-77	3	248	97	354	0.983935742972
GH26.hmm	303	fig|2005473.99.peg.1967	570	1e-82	1	303	182	510	0.996699669967
GH24.hmm	137	fig|2005473.99.peg.2009	146	1.6e-45	2	137	4	138	0.985401459854
GH13_19.hmm	365	fig|2005473.99.peg.2043	1059	8.8e-127	1	364	176	564	0.994520547945
GT119.hmm	360	fig|2005473.99.peg.2146	487	3.6e-31	2	197	23	213	0.541666666667
GT119.hmm	360	fig|2005473.99.peg.2146	487	9.8e-50	137	358	248	480	0.613888888889
GH13_38.hmm	371	fig|2005473.99.peg.2148	598	1.4e-167	1	370	62	421	0.99460916442
GH53.hmm	342	fig|2005473.99.peg.2160	365	7.9e-91	3	313	56	340	0.906432748538
GH30_3.hmm	417	fig|2005473.99.peg.218	500	4.5e-155	4	417	76	500	0.990407673861
GH3.hmm	216	fig|2005473.99.peg.220	744	8.5e-66	4	214	63	281	0.972222222222
GT4.hmm	160	fig|2005473.99.peg.223	398	1.9e-19	6	159	207	365	0.95625
GH31.hmm	427	fig|2005473.99.peg.2233	804	7.8e-122	2	427	232	671	0.995316159251
PL12_3.hmm	144	fig|2005473.99.peg.224	613	3.5e-33	1	134	384	507	0.923611111111
GH13_42.hmm	400	fig|2005473.99.peg.2270	991	6e-157	1	400	66	510	0.9975
CBM26.hmm	75	fig|2005473.99.peg.2270	991	3.9e-16	3	71	837	906	0.906666666667
GT2.hmm	170	fig|2005473.99.peg.2272	250	5.9e-29	2	167	9	174	0.970588235294
GT2.hmm	170	fig|2005473.99.peg.2295	288	1.7e-36	1	127	11	135	0.741176470588
GT2.hmm	170	fig|2005473.99.peg.2296	324	4.3e-30	1	166	7	183	0.970588235294
GH94.hmm	1036	fig|2005473.99.peg.2435	812	1.1e-295	263	1036	2	809	0.746138996139
GH24.hmm	137	fig|2005473.99.peg.2614	114	4.1e-18	27	137	4	107	0.802919708029
CBM74.hmm	312	fig|2005473.99.peg.2626	404	8.6e-63	1	311	30	342	0.99358974359
GH25.hmm	177	fig|2005473.99.peg.265	240	2.7e-43	1	177	46	222	0.994350282486
GH171.hmm	355	fig|2005473.99.peg.32	414	1.3e-123	1	355	47	414	0.997183098592
CBM20.hmm	90	fig|2005473.99.peg.344	892	3.2e-17	11	85	140	217	0.822222222222
GH77.hmm	494	fig|2005473.99.peg.344	892	5.3e-150	1	490	244	888	0.98987854251
GH53.hmm	342	fig|2005473.99.peg.367	363	9.7e-92	3	312	35	328	0.90350877193
CBM26.hmm	75	fig|2005473.99.peg.370	777	7.5e-17	1	62	138	200	0.813333333333
GH13_37.hmm	314	fig|2005473.99.peg.370	777	6.8e-86	4	314	368	661	0.987261146497
GT2.hmm	170	fig|2005473.99.peg.4	331	3e-23	2	129	6	130	0.747058823529
CE11.hmm	271	fig|2005473.99.peg.409	460	5.4e-71	1	221	3	224	0.811808118081
GT3.hmm	637	fig|2005473.99.peg.418	559	3.8e-107	1	343	13	344	0.536891679749
GT35.hmm	674	fig|2005473.99.peg.419	851	1e-126	20	627	124	707	0.90059347181
CBM98.hmm	105	fig|2005473.99.peg.432	921	4.7e-21	6	105	33	130	0.942857142857
GH13_47.hmm	312	fig|2005473.99.peg.432	921	2.5e-98	4	311	408	706	0.983974358974
GT4.hmm	160	fig|2005473.99.peg.434	356	2.6e-32	10	158	174	322	0.925
GH13_28.hmm	287	fig|2005473.99.peg.435	479	2.4e-100	1	286	43	354	0.993031358885
GT4.hmm	160	fig|2005473.99.peg.453	379	3.1e-22	31	152	198	344	0.75625
GT2.hmm	170	fig|2005473.99.peg.467	272	1.3e-22	1	146	16	163	0.852941176471
GT4.hmm	160	fig|2005473.99.peg.471	389	5.4e-21	11	151	201	340	0.875
GT4.hmm	160	fig|2005473.99.peg.473	591	1.5e-26	7	148	426	558	0.88125
GT4.hmm	160	fig|2005473.99.peg.476	408	2.9e-24	11	157	224	377	0.9125
GT4.hmm	160	fig|2005473.99.peg.477	392	6.5e-26	6	159	213	366	0.95625
GT4.hmm	160	fig|2005473.99.peg.478	384	1.6e-27	6	159	209	355	0.95625
GT2.hmm	170	fig|2005473.99.peg.480	302	4e-21	1	137	5	136	0.8
GT30.hmm	177	fig|2005473.99.peg.51	426	1.1e-46	12	176	47	207	0.926553672316
GT19.hmm	354	fig|2005473.99.peg.530	391	9.4e-111	2	352	9	373	0.988700564972
GT4.hmm	160	fig|2005473.99.peg.531	549	1.2e-22	8	157	369	514	0.93125
GT2.hmm	170	fig|2005473.99.peg.538	272	8.8e-25	1	163	18	173	0.952941176471
GT2.hmm	170	fig|2005473.99.peg.565	323	1.1e-23	1	113	22	135	0.658823529412
GT14.hmm	250	fig|2005473.99.peg.604	278	1e-41	2	242	4	237	0.96
GH32.hmm	293	fig|2005473.99.peg.658	511	2e-42	3	281	55	343	0.948805460751
GH13_8.hmm	320	fig|2005473.99.peg.705	676	1.2e-164	2	320	194	514	0.99375
GH13_14.hmm	289	fig|2005473.99.peg.737	686	1.2e-119	1	289	213	537	0.996539792388
GH13_28.hmm	287	fig|2005473.99.peg.776	1014	6.7e-66	1	286	43	316	0.993031358885
CBM74.hmm	312	fig|2005473.99.peg.776	1014	3.2e-47	1	311	649	956	0.99358974359
GT2.hmm	170	fig|2005473.99.peg.843	324	6e-31	1	168	11	175	0.982352941176
CE1.hmm	227	fig|2005473.99.peg.944	707	1.7e-19	5	207	443	668	0.88986784141
GT2.hmm	170	fig|2005473.99.peg.972	266	1.7e-22	1	123	9	137	0.717647058824
GT2.hmm	170	fig|2005473.99.peg.973	301	2.5e-16	1	129	5	129	0.752941176471
GT4.hmm	160	fig|2005473.99.peg.977	379	1.8e-25	6	150	185	329	0.9
GT4.hmm	160	fig|2005473.99.peg.978	382	4.9e-21	12	152	199	340	0.875
GT4.hmm	160	fig|2005473.99.peg.980	371	5.2e-22	7	155	198	341	0.925
GT2.hmm	170	fig|2005473.99.peg.981	316	7.1e-34	1	118	3	116	0.688235294118
GT32.hmm	90	fig|2005473.99.peg.982	250	1.3e-18	3	87	20	96	0.933333333333
GT2.hmm	170	fig|2005473.99.peg.983	320	1.1e-36	1	165	9	168	0.964705882353
GT2.hmm	170	fig|2005473.99.peg.991	332	4.1e-34	1	125	7	129	0.729411764706
