Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
fig|2518495.5.peg.2322	-	GH57(6-325)	GH57_e10	GH57	N	3
fig|2518495.5.peg.2323	-	GH16_3(35-269)	GH16_e36	GH16_3	Y(1-22)	3
fig|2518495.5.peg.2330	-	GH28(115-486)	GH28_e80	GH28	Y(1-25)	3
fig|2518495.5.peg.2468	-	GH24(40-155)	GH24_e100	N	Y(1-24)	2
fig|2518495.5.peg.253	3.2.1.55|3.2.1.8|-	GH43_12(38-335)+CBM91(367-537)	GH43_e124+CBM91_e46	CBM91+GH43_12	N	3
fig|2518495.5.peg.2535	3.2.1.20	GH31_3(283-713)	GH31_e16	GH31_3	N	3
fig|2518495.5.peg.2536	-	GH141(22-581)	GH141_e0	GH141	Y(1-21)	3
fig|2518495.5.peg.2563	-	GH24(43-168)	GH24_e168	N	Y(1-21)	2
fig|2518495.5.peg.2611	3.2.1.37|3.2.1.8|3.2.1.55|-	GH43_29(23-316)+CBM6(340-454)	GH43_e45+CBM6_e0	CBM6+GH43_29	Y(1-21)	3
fig|2518495.5.peg.2619	N	GT116(1-209)	N	N	N	1
fig|2518495.5.peg.2620	N	GT122(30-334)	N	N	N	1
fig|2518495.5.peg.2682	3.2.1.-|3.2.1.68|3.2.1.41	GH13_14(198-522)	GH13_e95	GH13_14	Y(1-27)	3
fig|2518495.5.peg.2715	-	GT4(200-343)	GT4_e2089	GT4	N	3
fig|2518495.5.peg.2721	3.2.1.21|3.2.1.-	GH3(66-285)	GH3_e10	GH3	Y(1-22)	3
fig|2518495.5.peg.2722	3.2.1.23	GH2(26-635)	GH2_e127	GH2	Y(1-27)	3
fig|2518495.5.peg.2742	3.2.1.80|3.2.1.65|3.2.1.26|3.2.1.153|3.2.1.64|2.4.1.99	GH32(138-439)	GH32_e16	GH32	N	3
fig|2518495.5.peg.2749	3.2.1.55|3.2.1.37|-	GH43_10(55-327)+CBM91(361-574)	GH43_e0+CBM91_e10	CBM91+GH43_10	Y(1-36)	3
fig|2518495.5.peg.2750	-	CE8(30-305)	CE8_e86	CE8	Y(1-24)	3
fig|2518495.5.peg.2826	-	GT2(4-130)	GT2	GT2	N	3
fig|2518495.5.peg.2828	-	GT4(178-322)	GT4_e1825	GT4	N	3
fig|2518495.5.peg.2841	3.2.1.173	GH28(364-706)	GH28_e117	GH28	Y(1-16)	3
fig|2518495.5.peg.2842	-	PL1_2(75-275)	PL1_e46	PL1_2	Y(1-26)	3
fig|2518495.5.peg.2921	-	GH24(48-155)	GH24_e100	N	Y(1-25)	2
fig|2518495.5.peg.2925	-	GH73(12-144)	GH73_e221	GH73	N	3
fig|2518495.5.peg.2963	N	PL29(78-327)	N	N	N	1
fig|2518495.5.peg.2983	-	PL1_2(134-327)	PL1_e77	PL1_2	Y(1-23)	3
fig|2518495.5.peg.3047	-	GT2(5-143)	GT2	GT2	N	3
fig|2518495.5.peg.3048	-	GT14(5-274)	GT14_e48	GT14	N	3
fig|2518495.5.peg.3051	-	GT5(179-348)	GT4_e2480	GT4	N	3
fig|2518495.5.peg.3216	3.2.1.4	GH5_4(250-411)	GH5_e108	GH5_4	Y(1-21)	3
fig|2518495.5.peg.3286	3.2.1.4	GH5_4(9-154)	GH5_e108	N	N	2
fig|2518495.5.peg.340	-	GT2(25-167)	GT2	GT2	N	3
fig|2518495.5.peg.350	-	GH73(50-174)	GH73_e155	GH73	Y(1-20)	3
fig|2518495.5.peg.352	-	GT19(4-374)	GT19_e16	GT19	N	3
fig|2518495.5.peg.364	-	GT2(20-184)	GT2	GT2	N	3
fig|2518495.5.peg.40	-	CE8(27-299)	CE8_e86	CE8	Y(1-21)	3
fig|2518495.5.peg.427	3.2.1.20	GH13_38(33-396)	GH13_e113	GH13_38	N	3
fig|2518495.5.peg.45	-	GT2(6-103)	GT2	GT2	N	3
fig|2518495.5.peg.455	3.2.1.-|3.2.1.63	GH95(21-788)	GH95_e1	GH95	N	3
fig|2518495.5.peg.504	-	GT2(8-186)	GT2	GT2	N	3
fig|2518495.5.peg.533	-	GT2(5-126)	GT2	GT2	N	3
fig|2518495.5.peg.536	-	GT9(73-313)	GT9_e65	GT9	N	3
fig|2518495.5.peg.537	N	GT90(168-302)	N	N	N	1
fig|2518495.5.peg.540	-	GT30(50-215)	GT30_e38	GT30	N	3
fig|2518495.5.peg.554	3.2.1.55	GH51_1(41-516)	GH51_e19	GH51_1	Y(1-24)	3
fig|2518495.5.peg.555	-	GH2(62-921)	GH2_e30	GH2	Y(1-36)	3
fig|2518495.5.peg.585	-	CE20(98-226)+CE20(425-550)	CE20_e6	CE20	Y(1-21)	3
fig|2518495.5.peg.587	3.2.1.8|3.2.1.55	GH10(28-362)	GH10_e83	GH10	Y(1-21)	3
fig|2518495.5.peg.588	3.2.1.37|3.2.1.55	GH43_1(13-319)	GH43_e53	GH43_1	N	3
fig|2518495.5.peg.59	3.2.1.67	GH28(78-462)	GH28_e64	GH28	Y(1-24)	3
fig|2518495.5.peg.590	3.2.1.139|3.2.1.131|3.2.1.-	GH67(70-637)	GH67_e0	GH67	Y(1-22)	3
fig|2518495.5.peg.595	-	GT28(205-361)	GT28_e43	GT28	N	3
fig|2518495.5.peg.596	N	GT119(32-412)	N	GT119	N	2
fig|2518495.5.peg.615	-	CE2(152-355)	CE2_e31	CE2	N	3
fig|2518495.5.peg.635	-	GH78(78-572)	GH78_e14	GH78	Y(1-24)	3
fig|2518495.5.peg.639	-	CE20(95-356)	CE20_e34	CE20	N	3
fig|2518495.5.peg.643	-	GH106(325-1048)	GH106_e46	GH106	Y(1-28)	3
fig|2518495.5.peg.685	-	GT26(56-223)	GT26_e152	GT26	N	3
fig|2518495.5.peg.687	-	GT4(165-316)	GT4_e653	GT4	N	3
fig|2518495.5.peg.688	3.2.1.21	GH3(116-343)	GH3_e208	GH3	Y(1-19)	3
fig|2518495.5.peg.69	4.2.2.2|-	CE8(351-650)+PL1_2(798-1001)	CE8_e64+PL1_e60	CE8+PL1_2	Y(1-26)	3
fig|2518495.5.peg.717	-	GH25(42-211)	GH25_e77	GH25	Y(1-20)	3
fig|2518495.5.peg.718	-	GH28(70-424)	GH28_e111	GH28	Y(1-20)	3
fig|2518495.5.peg.719	-	GH28(61-402)	GH28_e18	GH28	N	3
fig|2518495.5.peg.720	3.2.1.172	GH105(60-375)	GH105_e17	GH105	Y(1-20)	3
fig|2518495.5.peg.721	3.2.1.174	GH106(32-932)	GH106_e0	GH106	Y(1-27)	3
fig|2518495.5.peg.725	-	CE12(27-262)	CE12_e30	CE12	Y(1-20)	3
fig|2518495.5.peg.777	4.2.2.2	PL1_2(81-267)	PL1_e60	PL1_2	Y(1-31)	3
fig|2518495.5.peg.778	4.2.2.2	PL1_2(80-269)	PL1_e60	PL1_2	Y(1-25)	3
fig|2518495.5.peg.869	-	GH28(76-464)	GH28_e101	GH28	Y(1-21)	3
fig|2518495.5.peg.872	-	CE7(132-428)	CE7_e20	CE7	N	3
fig|2518495.5.peg.932	-	PL1_2(374-567)	PL1_e64	PL1_2	Y(1-21)	3
fig|2518495.5.peg.955	-	GT5(5-231)	GT5_e28	GT5	N	3
fig|2518495.5.peg.966	-	GH2(23-609)	GH2_e151	GH2	N	3
fig|2518495.5.peg.1195	-	N	GT2	GT0	N	2
fig|2518495.5.peg.1577	-	N	GH2_e20+GH2_e20	GH2	N	2
fig|2518495.5.peg.1822	-	N	GT4_e2393	N	N	1
fig|2518495.5.peg.1823	-	N	GT2	N	N	1
fig|2518495.5.peg.192	-	N	GT2	GT2	N	2
fig|2518495.5.peg.2830	-	N	GT4_e2429	N	N	1
fig|2518495.5.peg.3098	-	N	GH24_e203	N	N	1
fig|2518495.5.peg.3155	-	N	GH24_e203	N	N	1
fig|2518495.5.peg.642	-	N	GH28_e19	GH0	N	2
fig|2518495.5.peg.654	-	N	GT4_e1660	GT4	N	2
fig|2518495.5.peg.775	-	N	CBM50_e871+CBM50_e871+CBM50_e871	CBM50	Y(1-26)	2
fig|2518495.5.peg.41	N	N	N	GT4	N	1
fig|2518495.5.peg.86	N	N	N	GT2	N	1
fig|2518495.5.peg.89	N	N	N	PL1_2	N	1
fig|2518495.5.peg.128	N	N	N	CBM48+GH13_8	N	1
fig|2518495.5.peg.194	N	N	N	GT2	N	1
fig|2518495.5.peg.205	N	N	N	GT9	N	1
fig|2518495.5.peg.238	N	N	N	GH28	N	1
fig|2518495.5.peg.247	N	N	N	GT2	N	1
fig|2518495.5.peg.252	N	N	N	GH131	N	1
fig|2518495.5.peg.261	N	N	N	GH43_3	N	1
fig|2518495.5.peg.268	N	N	N	GH101	N	1
fig|2518495.5.peg.371	N	N	N	CE4	N	1
fig|2518495.5.peg.445	N	N	N	CBM50	N	1
fig|2518495.5.peg.579	N	N	N	CBM57+CBM6	Y(1-21)	1
fig|2518495.5.peg.580	N	N	N	CBM2+CBM57	Y(1-26)	1
fig|2518495.5.peg.594	N	N	N	GT28	N	1
fig|2518495.5.peg.616	N	N	N	GH39	N	1
fig|2518495.5.peg.723	N	N	N	GH105+GH28	Y(1-28)	1
fig|2518495.5.peg.803	N	N	N	GT119	N	1
fig|2518495.5.peg.881	N	N	N	GH1	N	1
fig|2518495.5.peg.919	N	N	N	GT2	N	1
fig|2518495.5.peg.950	N	N	N	GT4	N	1
fig|2518495.5.peg.989	N	N	N	GH28	N	1
fig|2518495.5.peg.1033	N	N	N	GT1	N	1
fig|2518495.5.peg.1050	N	N	N	GH9	Y(1-21)	1
fig|2518495.5.peg.1084	N	N	N	GT2	N	1
fig|2518495.5.peg.1090	N	N	N	GT106	N	1
fig|2518495.5.peg.1142	N	N	N	GT2	N	1
fig|2518495.5.peg.1167	N	N	N	GH1	N	1
fig|2518495.5.peg.1212	N	N	N	GT1	N	1
fig|2518495.5.peg.1216	N	N	N	GT119	N	1
fig|2518495.5.peg.1261	N	N	N	GT1	N	1
fig|2518495.5.peg.1300	N	N	N	GH13_31	N	1
fig|2518495.5.peg.1363	N	N	N	GH23	N	1
fig|2518495.5.peg.1441	N	N	N	GH71	N	1
fig|2518495.5.peg.1512	N	N	N	GT2	N	1
fig|2518495.5.peg.1553	N	N	N	GH5_11	N	1
fig|2518495.5.peg.1570	N	N	N	GH13_30	N	1
fig|2518495.5.peg.1652	N	N	N	CBM9	Y(1-29)	1
fig|2518495.5.peg.1813	N	N	N	GT4	Y(1-31)	1
fig|2518495.5.peg.1916	N	N	N	GH13_48	N	1
fig|2518495.5.peg.1926	N	N	N	GH76	N	1
fig|2518495.5.peg.1962	N	N	N	GH13	N	1
fig|2518495.5.peg.2130	N	N	N	CE8	N	1
fig|2518495.5.peg.2139	N	N	N	GT2	N	1
fig|2518495.5.peg.2179	N	N	N	GT1	N	1
fig|2518495.5.peg.2212	N	N	N	GT4	N	1
fig|2518495.5.peg.2355	N	N	N	GH23	N	1
fig|2518495.5.peg.2426	N	N	N	CE19	N	1
fig|2518495.5.peg.2603	N	N	N	GH13_11	N	1
fig|2518495.5.peg.2745	N	N	N	GH35	Y(1-21)	1
fig|2518495.5.peg.2774	N	N	N	GH24	Y(1-33)	1
fig|2518495.5.peg.2824	N	N	N	GH23	N	1
fig|2518495.5.peg.2833	N	N	N	GT4	N	1
fig|2518495.5.peg.2879	N	N	N	GH24	N	1
fig|2518495.5.peg.2979	N	N	N	GH23	N	1
fig|2518495.5.peg.2981	N	N	N	GH24	Y(1-33)	1
