Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
fig|2005473.93.peg.1276	-	GH20(110-390)	-	-	Y(1-20)	1
fig|2005473.93.peg.1280	-	GH133(287-637)	-	-	N	1
fig|2005473.93.peg.1281	-	GT4(242-387)	-	-	N	1
fig|2005473.93.peg.1282	-	GH57(6-327)	-	-	N	1
fig|2005473.93.peg.1305	-	GH23(123-259)	-	-	Y(1-20)	1
fig|2005473.93.peg.1325	-	GH31_15(205-650)	-	-	Y(1-26)	1
fig|2005473.93.peg.1329	-	GH43_24(62-350)+GH16_3(393-642)	-	-	Y(1-33)	1
fig|2005473.93.peg.1338	-	GH163(195-448)	-	-	Y(1-22)	1
fig|2005473.93.peg.1353	-	GH97(20-699)	-	-	N	1
fig|2005473.93.peg.1372	-	GH31_16(187-615)	-	-	Y(1-23)	1
fig|2005473.93.peg.1394	-	GH32(144-446)	-	-	Y(1-26)	1
fig|2005473.93.peg.1399	-	GH32(33-324)	-	-	N	1
fig|2005473.93.peg.142	-	GT4(194-338)	-	-	N	1
fig|2005473.93.peg.1494	-	CE11(3-223)	-	-	N	1
fig|2005473.93.peg.1513	-	GH3(125-350)	-	-	Y(1-21)	1
fig|2005473.93.peg.1515	-	GH92(272-727)	-	-	Y(1-27)	1
fig|2005473.93.peg.1516	-	GH130_2(20-314)	-	-	N	1
fig|2005473.93.peg.1518	-	GH20(149-504)	-	-	Y(1-24)	1
fig|2005473.93.peg.1539	-	GH13_14(1-173)	-	-	N	1
fig|2005473.93.peg.1575	-	GH123(23-537)	-	-	Y(1-18)	1
fig|2005473.93.peg.1614	-	GT2(6-161)	-	-	N	1
fig|2005473.93.peg.1637	-	GT35(124-691)	-	-	N	1
fig|2005473.93.peg.1638	-	GT3(13-346)	-	-	N	1
fig|2005473.93.peg.168	-	GH2(9-601)	-	-	N	1
fig|2005473.93.peg.1731	-	GH3(232-451)	-	-	Y(1-46)	1
fig|2005473.93.peg.1740	-	CE20(101-366)	-	-	N	1
fig|2005473.93.peg.1790	-	GH89(60-700)	-	-	N	1
fig|2005473.93.peg.1791	-	GH95(34-828)	-	-	Y(1-29)	1
fig|2005473.93.peg.1797	-	GT51(64-245)	-	-	N	1
fig|2005473.93.peg.193	-	GH16_3(41-267)	-	-	Y(1-30)	1
fig|2005473.93.peg.1952	-	GH3(105-327)	-	-	N	1
fig|2005473.93.peg.1964	-	GT119(22-206)+GT119(267-482)	-	-	N	1
fig|2005473.93.peg.1983	-	GT2(6-122)	-	-	N	1
fig|2005473.93.peg.20	-	GT128(178-335)	-	-	N	1
fig|2005473.93.peg.2018	-	CE9(8-380)	-	-	N	1
fig|2005473.93.peg.2020	-	GT26(70-234)	-	-	N	1
fig|2005473.93.peg.2022	-	GT4(185-337)	-	-	N	1
fig|2005473.93.peg.2025	-	GT4(198-334)	-	-	N	1
fig|2005473.93.peg.2027	-	GT122(30-346)	-	-	N	1
fig|2005473.93.peg.2066	-	GH31(226-666)	-	-	Y(1-24)	1
fig|2005473.93.peg.2073	-	GH3(53-297)	-	-	N	1
fig|2005473.93.peg.2078	-	CE1(35-269)	-	-	Y(1-21)	1
fig|2005473.93.peg.2102	-	CE1(168-444)	-	-	Y(1-33)	1
fig|2005473.93.peg.2106	-	GT2(21-138)	-	-	N	1
fig|2005473.93.peg.22	-	GT4(194-334)	-	-	N	1
fig|2005473.93.peg.2203	-	GT2(5-170)	-	-	N	1
fig|2005473.93.peg.2348	-	GH36(27-714)	-	-	Y(1-19)	1
fig|2005473.93.peg.2381	-	GH110(33-582)	-	-	Y(1-26)	1
fig|2005473.93.peg.243	-	GH23(300-457)	-	-	Y(1-29)	1
fig|2005473.93.peg.2477	-	GT5(5-233)	-	-	N	1
fig|2005473.93.peg.2478	-	GH29(46-372)	-	-	N	1
fig|2005473.93.peg.2491	-	GH2(9-659)	-	-	N	1
fig|2005473.93.peg.2492	-	GH53(44-327)	-	-	Y(1-21)	1
fig|2005473.93.peg.2536	-	GH3(24-193)	-	-	N	1
fig|2005473.93.peg.2538	-	GH33(65-395)	-	-	N	1
fig|2005473.93.peg.2560	-	CE12(17-263)+CE8(1182-1410)	-	-	Y(1-30)	1
fig|2005473.93.peg.2571	-	GH53(47-377)	-	-	N	1
fig|2005473.93.peg.2576	-	GT2(3-171)	-	-	N	1
fig|2005473.93.peg.2582	-	GT2(7-137)	-	-	N	1
fig|2005473.93.peg.2583	-	GT2(7-118)	-	-	N	1
fig|2005473.93.peg.2584	-	GT2(18-194)	-	-	N	1
fig|2005473.93.peg.2585	-	GT8(3-252)	-	-	N	1
fig|2005473.93.peg.2586	-	GT8(6-255)	-	-	N	1
fig|2005473.93.peg.2593	-	GT4(207-353)	-	-	N	1
fig|2005473.93.peg.2601	-	GH13_8(194-514)	-	-	N	1
fig|2005473.93.peg.2609	-	GH2(73-506)	-	-	Y(1-22)	1
fig|2005473.93.peg.2651	-	GH33(308-644)	-	-	Y(1-19)	1
fig|2005473.93.peg.2678	-	GH3(108-336)	-	-	N	1
fig|2005473.93.peg.2758	-	GH13_28(42-353)	-	-	Y(1-29)	1
fig|2005473.93.peg.2828	-	CE1(3-117)	-	-	N	1
fig|2005473.93.peg.2838	-	CBM6(72-200)	-	-	N	1
fig|2005473.93.peg.301	-	GH2(37-524)	-	-	Y(1-22)	1
fig|2005473.93.peg.302	-	GH3(360-583)	-	-	N	1
fig|2005473.93.peg.303	-	GH3(58-266)	-	-	Y(1-23)	1
fig|2005473.93.peg.304	-	GH2(5-586)	-	-	N	1
fig|2005473.93.peg.306	-	GH84(177-471)	-	-	Y(1-27)	1
fig|2005473.93.peg.326	-	GH36(27-707)	-	-	Y(1-26)	1
fig|2005473.93.peg.329	-	GT2(10-160)	-	-	N	1
fig|2005473.93.peg.425	-	GH92(244-749)	-	-	Y(1-24)	1
fig|2005473.93.peg.431	-	GT30(47-207)	-	-	N	1
fig|2005473.93.peg.452	-	GH109(59-462)	-	-	Y(1-22)	1
fig|2005473.93.peg.466	-	CE4(34-146)	-	-	N	1
fig|2005473.93.peg.467	-	GT117(16-237)	-	-	N	1
fig|2005473.93.peg.494	-	CBM98(33-138)+GH13_47(335-646)	-	-	Y(1-27)	1
fig|2005473.93.peg.504	-	GT4(190-333)	-	-	N	1
fig|2005473.93.peg.508	-	GT9(79-330)	-	-	N	1
fig|2005473.93.peg.512	-	GH97(21-660)	-	-	N	1
fig|2005473.93.peg.513	-	GH13_48(65-359)	-	-	Y(1-34)	1
fig|2005473.93.peg.529	-	GT4(235-368)	-	-	N	1
fig|2005473.93.peg.556	-	CBM32(38-154)	-	-	N	1
fig|2005473.93.peg.557	-	GH43_28(49-310)	-	-	Y(1-30)	1
fig|2005473.93.peg.582	-	GT83(13-524)	-	-	N	1
fig|2005473.93.peg.587	-	GH33(120-489)	-	-	N	1
fig|2005473.93.peg.591	-	GH33(41-358)	-	-	N	1
fig|2005473.93.peg.623	-	GT19(4-357)	-	-	N	1
fig|2005473.93.peg.645	-	CE20(302-583)	-	-	Y(1-23)	1
fig|2005473.93.peg.646	-	CE3(4-202)	-	-	N	1
fig|2005473.93.peg.649	-	GH171(53-398)	-	-	Y(1-32)	1
fig|2005473.93.peg.698	-	GH28(76-473)	-	-	N	1
fig|2005473.93.peg.700	-	GH2(51-905)	-	-	Y(1-23)	1
fig|2005473.93.peg.720	-	PL1_2(77-264)	-	-	Y(1-17)	1
fig|2005473.93.peg.721	-	PL1_2(80-270)	-	-	Y(1-22)	1
fig|2005473.93.peg.722	-	CE8(754-1019)	-	-	Y(1-25)	1
fig|2005473.93.peg.724	-	GH3(59-304)	-	-	Y(1-24)	1
fig|2005473.93.peg.725	-	GH43_12(58-354)+CBM91(387-563)	-	-	Y(1-24)	1
fig|2005473.93.peg.740	-	GH25(54-224)	-	-	N	1
fig|2005473.93.peg.755	-	GH88(67-396)	-	-	Y(1-29)	1
fig|2005473.93.peg.763	-	GT2(200-345)	-	-	N	1
fig|2005473.93.peg.766	-	GH2(429-948)	-	-	N	1
fig|2005473.93.peg.767	-	GH2(238-978)	-	-	Y(1-27)	1
fig|2005473.93.peg.768	-	GH92(226-748)	-	-	Y(1-33)	1
fig|2005473.93.peg.815	-	GH13_38(34-397)	-	-	N	1
fig|2005473.93.peg.824	-	GH16_3(33-261)	-	-	Y(1-28)	1
fig|2005473.93.peg.85	-	GT4(202-346)	-	-	N	1
fig|2005473.93.peg.852	-	GH95(345-1130)	-	-	Y(1-24)	1
