Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
fig|2005473.94.peg.248	-	GT19(4-357)	-	-	N	1
fig|2005473.94.peg.2563	-	GH36(27-714)	-	-	Y(1-19)	1
fig|2005473.94.peg.2575	-	GH3(108-336)	-	-	N	1
fig|2005473.94.peg.2584	-	GH43_28(49-310)+CBM32(352-468)	-	-	Y(1-30)	1
fig|2005473.94.peg.2653	-	CE1(168-444)	-	-	Y(1-33)	1
fig|2005473.94.peg.2732	-	GH73(98-197)	-	-	N	1
fig|2005473.94.peg.280	-	GH33(39-358)	-	-	N	1
fig|2005473.94.peg.284	-	GH33(167-536)	-	-	Y(1-23)	1
fig|2005473.94.peg.288	-	GT83(13-524)	-	-	N	1
fig|2005473.94.peg.31	-	CE12(17-263)+CE8(1182-1489)	-	-	Y(1-30)	1
fig|2005473.94.peg.325	-	GH16_3(41-267)	-	-	Y(1-30)	1
fig|2005473.94.peg.343	-	GH2(9-601)	-	-	N	1
fig|2005473.94.peg.369	-	GT4(194-338)	-	-	N	1
fig|2005473.94.peg.385	-	GT119(45-423)	-	-	N	1
fig|2005473.94.peg.386	-	GT28(192-349)	-	-	N	1
fig|2005473.94.peg.448	-	GH28(68-439)+GH105(488-850)	-	-	Y(1-22)	1
fig|2005473.94.peg.449	-	CE12(415-649)	-	-	Y(1-23)	1
fig|2005473.94.peg.455	-	CE8(28-304)	-	-	N	1
fig|2005473.94.peg.456	-	GH43_10(40-312)+CBM91(346-541)	-	-	Y(1-23)	1
fig|2005473.94.peg.458	-	PL10_1(61-325)	-	-	Y(1-21)	1
fig|2005473.94.peg.480	-	GH31_16(210-641)	-	-	N	1
fig|2005473.94.peg.492	-	GH20(147-491)	-	-	N	1
fig|2005473.94.peg.513	-	GT2(6-161)	-	-	N	1
fig|2005473.94.peg.535	-	GT35(124-643)	-	-	N	1
fig|2005473.94.peg.536	-	GT3(13-346)	-	-	N	1
fig|2005473.94.peg.553	-	GT4(190-333)	-	-	N	1
fig|2005473.94.peg.557	-	GT9(79-330)	-	-	N	1
fig|2005473.94.peg.561	-	GH97(21-660)	-	-	N	1
fig|2005473.94.peg.562	-	GH13_48(65-359)	-	-	Y(1-34)	1
fig|2005473.94.peg.578	-	GT4(235-368)	-	-	N	1
fig|2005473.94.peg.608	-	GT2(8-176)	-	-	N	1
fig|2005473.94.peg.614	-	GT2(7-137)	-	-	N	1
fig|2005473.94.peg.615	-	GT2(7-118)	-	-	N	1
fig|2005473.94.peg.616	-	GT2(18-194)	-	-	N	1
fig|2005473.94.peg.617	-	GT8(3-252)	-	-	N	1
fig|2005473.94.peg.618	-	GT8(6-255)	-	-	N	1
fig|2005473.94.peg.619	-	GH43_2(248-533)	-	-	N	1
fig|2005473.94.peg.630	-	GT4(181-329)	-	-	N	1
fig|2005473.94.peg.638	-	GT128(178-335)	-	-	N	1
fig|2005473.94.peg.668	-	GT4(207-353)	-	-	N	1
fig|2005473.94.peg.698	-	GT2(6-121)	-	-	N	1
fig|2005473.94.peg.716	-	GT119(22-206)+GT119(267-482)	-	-	N	1
fig|2005473.94.peg.724	-	GH3(59-301)	-	-	Y(1-23)	1
fig|2005473.94.peg.725	-	GH33(65-395)	-	-	N	1
fig|2005473.94.peg.793	-	GH84(177-471)	-	-	Y(1-27)	1
fig|2005473.94.peg.795	-	GH2(5-608)	-	-	N	1
fig|2005473.94.peg.796	-	GH3(58-266)	-	-	Y(1-23)	1
fig|2005473.94.peg.797	-	GH3(360-583)	-	-	N	1
fig|2005473.94.peg.798	-	GH2(34-510)	-	-	Y(1-22)	1
fig|2005473.94.peg.854	-	GH23(300-457)	-	-	Y(1-29)	1
fig|2005473.94.peg.876	-	GH23(123-259)	-	-	Y(1-20)	1
fig|2005473.94.peg.901	-	GH57(6-327)	-	-	N	1
fig|2005473.94.peg.902	-	GT4(242-387)	-	-	N	1
fig|2005473.94.peg.903	-	GH133(287-637)	-	-	N	1
fig|2005473.94.peg.906	-	GH20(110-390)	-	-	Y(1-20)	1
fig|2005473.94.peg.907	-	CBM20(131-219)+GH77(245-885)	-	-	N	1
fig|2005473.94.peg.910	-	GH33(307-644)	-	-	Y(1-19)	1
fig|2005473.94.peg.927	-	GH2(73-506)	-	-	Y(1-26)	1
fig|2005473.94.peg.939	-	GH43_12(58-354)+CBM91(387-563)	-	-	Y(1-24)	1
fig|2005473.94.peg.940	-	GH3(59-304)	-	-	Y(1-24)	1
fig|2005473.94.peg.941	-	CE8(754-1019)	-	-	Y(1-25)	1
fig|2005473.94.peg.942	-	PL1_2(80-270)	-	-	Y(1-22)	1
fig|2005473.94.peg.943	-	PL1_2(77-264)	-	-	Y(1-17)	1
fig|2005473.94.peg.962	-	GH2(51-905)	-	-	Y(1-23)	1
fig|2005473.94.peg.963	-	GH28(76-260)	-	-	N	1
fig|2005473.94.peg.964	-	GH28(12-220)	-	-	N	1
fig|2005473.94.peg.98	-	GH13_38(34-397)	-	-	N	1
fig|2005473.94.peg.989	-	GH31(226-666)	-	-	Y(1-24)	1
fig|2005473.94.peg.994	-	GT2(4-148)	-	-	N	1
fig|2005473.94.peg.995	-	GT11(2-285)	-	-	N	1
fig|2005473.94.peg.996	-	GT6(2-224)	-	-	N	1
