feature_id	location	type	function	aliases	protein_md5
fig|2005473.94.peg.44	NODE_1_length_204107_cov_113.751_61608+1491	CDS	Acetyl-CoA hydrolase (EC 3.1.2.1)		1a9e4cda02bab0beb599aa60f4e5cb24
fig|2005473.94.peg.45	NODE_1_length_204107_cov_113.751_63649-195	CDS	hypothetical protein		16c49ad7a489f68906615e7cd31b759c
fig|2005473.94.peg.46	NODE_1_length_204107_cov_113.751_64792-1059	CDS	3-dehydroquinate synthase (EC 4.2.3.4)		406bacd3c0a141e0b184256022dfc2e3
fig|2005473.94.peg.47	NODE_1_length_204107_cov_113.751_65596-750	CDS	hypothetical protein		9425a3ae54f7ce63e4926b6359dff95f
fig|2005473.94.peg.48	NODE_1_length_204107_cov_113.751_69025-3429	CDS	hypothetical protein		652b86a87052489a9afa0a80b5d0db87
fig|2005473.94.peg.49	NODE_1_length_204107_cov_113.751_69828-798	CDS	hypothetical protein		c65376e6bb688116914f3582512c690f
fig|2005473.94.peg.50	NODE_1_length_204107_cov_113.751_71009-1002	CDS	hypothetical protein		d17396d205e44291c9b642c3ccca93ba
fig|2005473.94.peg.51	NODE_1_length_204107_cov_113.751_71740-684	CDS	hypothetical protein		775ed78cbb1860a5368ddccaadecdaeb
fig|2005473.94.peg.52	NODE_1_length_204107_cov_113.751_71765+114	CDS	hypothetical protein		3524e5259a3ea908f84de2d8c94880db
fig|2005473.94.peg.53	NODE_1_length_204107_cov_113.751_72526-555	CDS	hypothetical protein		940e7adeaf817fcb1b49b2189da98d37
fig|2005473.94.peg.54	NODE_1_length_204107_cov_113.751_73370-726	CDS	Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)		f4aa60316067dc323fc3bffaa48cbd89
fig|2005473.94.peg.55	NODE_1_length_204107_cov_113.751_73927-438	CDS	hypothetical protein		a01003bc2a522349350ee84bab7eeaf3
fig|2005473.94.peg.56	NODE_1_length_204107_cov_113.751_75329-1302	CDS	Dihydrofolate synthase (EC 6.3.2.12) @ Folylpolyglutamate synthase (EC 6.3.2.17)		49e0fdd566a55b044872c87d723efef3
fig|2005473.94.peg.57	NODE_1_length_204107_cov_113.751_75889-531	CDS	Chromate transport protein		a3630bccab1a36339711ad2ee73750c6
fig|2005473.94.peg.58	NODE_1_length_204107_cov_113.751_76536-651	CDS	Chromate transport protein		b321b946f38602c5830a13e804861c04
fig|2005473.94.peg.59	NODE_1_length_204107_cov_113.751_76666+1551	CDS	hypothetical protein		c05b018e55b68adc23d6e885c84c653f
fig|2005473.94.peg.60	NODE_1_length_204107_cov_113.751_79101-723	CDS	putative membrane-associated phospholipid phosphatase, PAP2 superfamily		b4c6303e3afe4a52a0819c827e3dbe93
fig|2005473.94.peg.61	NODE_1_length_204107_cov_113.751_80957-1860	CDS	Putative sulfatase		208fa26b98139e7a1ac5a5645e3b59ea
fig|2005473.94.peg.62	NODE_1_length_204107_cov_113.751_82573-1491	CDS	hypothetical protein		f17122b3cc75be84b6895d7d76dbfcd7
fig|2005473.94.peg.63	NODE_1_length_204107_cov_113.751_82697+1281	CDS	Transposase, Sph21_1677 family		690c20c0c152a471fb7e8764f0b046aa
fig|2005473.94.peg.64	NODE_1_length_204107_cov_113.751_85446-1380	CDS	hypothetical protein		6a352051338edba73c820a82c7f94ec7
fig|2005473.94.peg.65	NODE_1_length_204107_cov_113.751_86309-819	CDS	hypothetical protein		bd4ebd03a46217d4438dc3a8aa0dccd3
fig|2005473.94.peg.66	NODE_1_length_204107_cov_113.751_88172-1767	CDS	hypothetical protein		dea1279f25d53de9061b8d3b244076ae
fig|2005473.94.peg.67	NODE_1_length_204107_cov_113.751_88634-444	CDS	Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)		1c9063c0b6bd995cf809dc5574360c8a
fig|2005473.94.peg.68	NODE_1_length_204107_cov_113.751_90263-1392	CDS	Chromosomal replication initiator protein DnaA		b314c0258b20857987a01ad5d1d7d93f
fig|2005473.94.peg.69	NODE_1_length_204107_cov_113.751_90329+123	CDS	hypothetical protein		e2e89aaef2efdb8b032f84cc005b381a
fig|2005473.94.peg.70	NODE_1_length_204107_cov_113.751_90474+126	CDS	hypothetical protein		4313345806acc248feaccf098dffa8f4
fig|2005473.94.peg.71	NODE_1_length_204107_cov_113.751_91867-900	CDS	hypothetical protein		5c4ecf17791541655fa76a91c1d0d174
fig|2005473.94.peg.72	NODE_1_length_204107_cov_113.751_93100-1161	CDS	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)		d1918e383745910bc43b1fd9eb4ce53f
fig|2005473.94.peg.73	NODE_1_length_204107_cov_113.751_93239+1023	CDS	hypothetical protein		634a53ae51bde463d1bb365d8b5b028f
fig|2005473.94.peg.74	NODE_1_length_204107_cov_113.751_94400-135	CDS	hypothetical protein		b408b1aee252e03b3c340b20f4c5dabf
fig|2005473.94.peg.75	NODE_1_length_204107_cov_113.751_94408+207	CDS	hypothetical protein		7ad94d29d75664de35588ad31a02e7c5
fig|2005473.94.peg.76	NODE_1_length_204107_cov_113.751_94682+126	CDS	hypothetical protein		85e67b94d2658a60a0340b5a76b23710
fig|2005473.94.peg.77	NODE_1_length_204107_cov_113.751_94811+591	CDS	RNA polymerase ECF-type sigma factor		ae36e82470d923b5897e6231aa91d53f
fig|2005473.94.peg.78	NODE_1_length_204107_cov_113.751_96130-594	CDS	hypothetical protein		34481a2e64a9e02ea051d11c352b4ad0
fig|2005473.94.peg.79	NODE_1_length_204107_cov_113.751_96337-183	CDS	hypothetical protein		6db50be54c70bc009de62801c7ab09a5
fig|2005473.94.peg.80	NODE_1_length_204107_cov_113.751_96494+1461	CDS	Cytosol nonspecific dipeptidase (EC 3.4.13.18)		42ac94a48bcfbfb35eeb346ad78f8db3
fig|2005473.94.peg.81	NODE_1_length_204107_cov_113.751_98044+780	CDS	hypothetical protein		c005f53f1d0fbaa80eb3684f30d7be87
fig|2005473.94.peg.82	NODE_1_length_204107_cov_113.751_99712-750	CDS	Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1)		8058437c796c97618d1a9050916af522
fig|2005473.94.peg.83	NODE_1_length_204107_cov_113.751_101747-2013	CDS	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)		0cbe17b925479190ee06051dfad708ea
fig|2005473.94.peg.84	NODE_1_length_204107_cov_113.751_102755-999	CDS	Succinate dehydrogenase cytochrome b subunit		a02097703a3fe376f1be72321f0312eb
fig|2005473.94.peg.85	NODE_1_length_204107_cov_113.751_103147+99	CDS	hypothetical protein		909fee621a05857b1dd611063f45969b
fig|2005473.94.peg.86	NODE_1_length_204107_cov_113.751_103332+198	CDS	hypothetical protein		4b65733b1f6cb68f4d4d5f893f085a0c
fig|2005473.94.peg.87	NODE_1_length_204107_cov_113.751_104762-1203	CDS	hypothetical protein		fb3f2acee57541826ebfeb14fdd9e247
fig|2005473.94.peg.88	NODE_1_length_204107_cov_113.751_105113+876	CDS	hypothetical protein		c5f4e9ab2746f7d6bdd41a85458208db
fig|2005473.94.peg.89	NODE_1_length_204107_cov_113.751_106085+1179	CDS	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)		e1a1dcb8fe13c75ffcbdf2072d4d17cb
fig|2005473.94.peg.90	NODE_1_length_204107_cov_113.751_107268+1362	CDS	Membrane-associated zinc metalloprotease		82e8654ba8a5b06fa62d1940f062fc34
fig|2005473.94.peg.91	NODE_1_length_204107_cov_113.751_108652+1185	CDS	23S rRNA (cytosine(1962)-C(5))-methyltransferase (EC 2.1.1.191)		99f17e283c2e6ff9afd0e3e02c7a21e8
fig|2005473.94.peg.92	NODE_1_length_204107_cov_113.751_109870+2016	CDS	Dipeptidyl-peptidase III (EC 3.4.14.4)		9a97a595a2609c502756b7e9f4834cad
fig|2005473.94.peg.93	NODE_1_length_204107_cov_113.751_111941+1023	CDS	Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)		2740a5baef1aaa49ac1a4bdaa6d720e5
fig|2005473.94.peg.94	NODE_1_length_204107_cov_113.751_113052+681	CDS	Endonuclease III (EC 4.2.99.18)		75ae79bfa01cec43e3cbc59ba67cb682
fig|2005473.94.peg.95	NODE_1_length_204107_cov_113.751_113756+666	CDS	hypothetical protein		f0794786547f6e72218e3a800c7ba809
fig|2005473.94.peg.96	NODE_1_length_204107_cov_113.751_114433+456	CDS	hypothetical protein		263df4e7f6c9c1e957773873be0836d3
fig|2005473.94.peg.97	NODE_1_length_204107_cov_113.751_115068+795	CDS	hypothetical protein		58b7b8917523e0dbccf0f2a30810dee6
fig|2005473.94.peg.98	NODE_1_length_204107_cov_113.751_115859+1713	CDS	Glycosylase BF2339		12ca3b343aa9f93d46886f158095e8f0
fig|2005473.94.peg.99	NODE_1_length_204107_cov_113.751_117658+933	CDS	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)		6aa6f9f197473594aaf7531a8b2a9ffa
fig|2005473.94.peg.100	NODE_1_length_204107_cov_113.751_121867-3198	CDS	hypothetical protein		c97f7b0cd2cfbb44bf6dde67b642c821
fig|2005473.94.peg.101	NODE_1_length_204107_cov_113.751_122723-735	CDS	Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80)		2ff7b2b9a51a1f810e670179e286c88e
fig|2005473.94.peg.102	NODE_1_length_204107_cov_113.751_123879-1164	CDS	hypothetical protein		1fd7af37a1bdd7f50564d26003d30f33
fig|2005473.94.peg.103	NODE_1_length_204107_cov_113.751_123951+552	CDS	hypothetical protein		4054f84b7dc525fc9255103dfe3d938d
fig|2005473.94.peg.104	NODE_1_length_204107_cov_113.751_124575+453	CDS	tmRNA-binding protein SmpB		20d78e96a13e7aca7cf557b8b92c88f3
fig|2005473.94.rna.2	NODE_1_length_204107_cov_113.751_125157+87	rna	tRNA-Leu-TAA		
fig|2005473.94.peg.105	NODE_1_length_204107_cov_113.751_127161-1635	CDS	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family		62c5327514e01330423579993f7f400c
fig|2005473.94.peg.106	NODE_1_length_204107_cov_113.751_130317-3138	CDS	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family		ee6b49b44eec921e54450237e4aafc15
fig|2005473.94.peg.107	NODE_1_length_204107_cov_113.751_131174-798	CDS	Keratan-sulfate endo-1,4-beta-galactosidase (EC 3.2.1.103)		351eb75f28fc56aaf7a3af14f6faf5b3
fig|2005473.94.peg.108	NODE_1_length_204107_cov_113.751_131697-147	CDS	hypothetical protein		55f7f8e3338656ce704e5c1da121819f
fig|2005473.94.peg.109	NODE_1_length_204107_cov_113.751_132252-471	CDS	hypothetical protein		6bd7dcfd51e8571cfbd75173cb26e01a
fig|2005473.94.peg.110	NODE_1_length_204107_cov_113.751_132370+114	CDS	hypothetical protein		22d6b8deb6c8b8cf5452790700ef3fe2
fig|2005473.94.peg.111	NODE_1_length_204107_cov_113.751_132940-342	CDS	hypothetical protein		5e9a3968084410b77ac1a82206ef3e8c
fig|2005473.94.peg.112	NODE_1_length_204107_cov_113.751_133651-579	CDS	Predicted kinase		0f10d3f51f0e7a4303b1a3385ec8fd98
fig|2005473.94.peg.113	NODE_1_length_204107_cov_113.751_133877-216	CDS	hypothetical protein		a7a1a1f3375b90141c809c65d7c0c064
fig|2005473.94.peg.114	NODE_1_length_204107_cov_113.751_134123+117	CDS	hypothetical protein		06313013e8f5c4506d32c4e09d6b566b
fig|2005473.94.peg.115	NODE_1_length_204107_cov_113.751_134825-450	CDS	hypothetical protein		55f0b8f9ab2d025365b5efb83ec98445
fig|2005473.94.peg.116	NODE_1_length_204107_cov_113.751_136958-1908	CDS	Chaperone protein DnaK		0e39fdd3d1fa87c13a101a407a442f2f
fig|2005473.94.peg.117	NODE_1_length_204107_cov_113.751_137326+423	CDS	Methylmalonyl-CoA epimerase (EC 5.1.99.1)		4df7afa19b5cd3deb0f003924a00d89a
fig|2005473.94.peg.118	NODE_1_length_204107_cov_113.751_137795+1554	CDS	Methylmalonyl-CoA decarboxylase, alpha chain (EC 4.1.1.41)		25f362f6f9a2af6775478ea5244fb14d
fig|2005473.94.peg.119	NODE_1_length_204107_cov_113.751_139359+906	CDS	hypothetical protein		a265b7afe8e27f7c705bbc348f5ebaed
fig|2005473.94.peg.120	NODE_1_length_204107_cov_113.751_140302+438	CDS	Biotin carboxyl carrier protein => methylmalonyl-CoA decarboxylase		4df20f4c271683d264e8678f5f04cb68
fig|2005473.94.peg.121	NODE_1_length_204107_cov_113.751_140781+1170	CDS	Oxaloacetate decarboxylase Na(+) pump, beta chain (EC 4.1.1.3)		3ffe745d92ca4d957ff95a241f493bf2
fig|2005473.94.peg.122	NODE_1_length_204107_cov_113.751_142264+351	CDS	hypothetical protein		f4795c5f312dadce39b104188fe98b39
fig|2005473.94.peg.123	NODE_1_length_204107_cov_113.751_143728-858	CDS	hypothetical protein		245d996409f225aeec98d05f2a308cc8
fig|2005473.94.peg.124	NODE_1_length_204107_cov_113.751_144010+1764	CDS	Aspartyl-tRNA synthetase (EC 6.1.1.12)		1c8a6f2aff6ddf9aa2bbe107e062bcdb
fig|2005473.94.peg.125	NODE_1_length_204107_cov_113.751_145786+789	CDS	hypothetical protein		82944aee97e3c57ef2a5a7cedfc39e5e
fig|2005473.94.peg.126	NODE_1_length_204107_cov_113.751_146577+780	CDS	FIG137478: Hypothetical protein		7c216aa7de6623cb1fe84b85dfeb4024
fig|2005473.94.peg.127	NODE_1_length_204107_cov_113.751_147465+567	CDS	hypothetical protein		0544d6afe0aeb2604298de80a269dfc2
fig|2005473.94.peg.128	NODE_1_length_204107_cov_113.751_148074+1341	CDS	Methionine transporter MetT		6bb3f77ccd2a80576be137bcbd3d86dd
fig|2005473.94.peg.129	NODE_1_length_204107_cov_113.751_149422+2073	CDS	hypothetical protein		8eddba361a9fa55eab262e3473d4c564
fig|2005473.94.peg.130	NODE_1_length_204107_cov_113.751_151650-138	CDS	hypothetical protein		dd1dd6e954dfecd5cab61e7d9aecbafc
fig|2005473.94.peg.131	NODE_1_length_204107_cov_113.751_151739+192	CDS	SSU ribosomal protein S21p		515c897c78238c3cf7877f1ae24d408c
fig|2005473.94.peg.132	NODE_1_length_204107_cov_113.751_152050+915	CDS	hypothetical protein		b7af50adb76e1093e1bf8f950e8c43e4
fig|2005473.94.peg.133	NODE_1_length_204107_cov_113.751_152954+300	CDS	Ribosome hibernation promoting factor Hpf		354d4becc761ac7cd1819fc254e9d3b0
fig|2005473.94.peg.134	NODE_1_length_204107_cov_113.751_155646-2289	CDS	hypothetical protein		2a702c4ec86e710d6f7e07b0d44f4158
fig|2005473.94.peg.135	NODE_1_length_204107_cov_113.751_155820+3729	CDS	Putative large secreted protein SCO0341		680f1324fde59431177d907c62649494
fig|2005473.94.peg.136	NODE_1_length_204107_cov_113.751_160233-597	CDS	Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)		d8e17744592de7e3b19dcfe50d7259ef
fig|2005473.94.peg.137	NODE_1_length_204107_cov_113.751_161604-1362	CDS	Tryptophan synthase (indole-salvaging) (EC 4.2.1.122)		6ad7130e5f51074c5fa0de0db49902c1
fig|2005473.94.peg.138	NODE_1_length_204107_cov_113.751_161826-216	CDS	hypothetical protein		a2b15a9b8b9fb8dd8c071ca78b7c25f7
fig|2005473.94.peg.139	NODE_1_length_204107_cov_113.751_163231-1359	CDS	Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)		8bbad4bf82b94e64d1f7b8427294f1f4
fig|2005473.94.peg.140	NODE_1_length_204107_cov_113.751_163892-627	CDS	hypothetical protein		af391129ae36e4081e41ae266293f774
fig|2005473.94.peg.141	NODE_1_length_204107_cov_113.751_165748-1788	CDS	DEAD-box ATP-dependent RNA helicase DeaD (= CshA) (EC 3.6.4.13)		5bdc5689a7f801ac83fd07c49e3db3f9
fig|2005473.94.peg.142	NODE_1_length_204107_cov_113.751_167061-1317	CDS	GTP-binding protein EngA		9a1fbb411d28aed1ae068eb3265c74c9
fig|2005473.94.peg.143	NODE_1_length_204107_cov_113.751_167281+1311	CDS	hypothetical protein		297719f47036f758fe67177cf62c7989
fig|2005473.94.peg.144	NODE_1_length_204107_cov_113.751_168595+1374	CDS	Alkaline phosphatase (EC 3.1.3.1)		8e1a7f41625ecf3defa63cd52e52e1b5
fig|2005473.94.peg.145	NODE_1_length_204107_cov_113.751_171069-996	CDS	hypothetical protein		6738aef5902e5021d53f7d8ac30d8157
fig|2005473.94.peg.146	NODE_1_length_204107_cov_113.751_172419-1137	CDS	Serine/threonine kinase		8f3a4a56284a926166181834c816a0a7
fig|2005473.94.peg.147	NODE_1_length_204107_cov_113.751_173468-1014	CDS	hypothetical protein		8efe553cde2ed02de7bfeaae94143ad6
fig|2005473.94.peg.148	NODE_1_length_204107_cov_113.751_174424-918	CDS	hypothetical protein		0de1c840e7d5d62dfd87de514a93d50c
fig|2005473.94.peg.149	NODE_1_length_204107_cov_113.751_175647-1131	CDS	hypothetical protein		a07d31cb40cd18949092bfc82cc0197b
fig|2005473.94.peg.150	NODE_1_length_204107_cov_113.751_176382-678	CDS	hypothetical protein		c57f112f0bce1e2dd2c90651a6efaa42
fig|2005473.94.peg.151	NODE_1_length_204107_cov_113.751_179659-3213	CDS	hypothetical protein		eba38ccf14d00c91abd43935c7cb8363
fig|2005473.94.peg.152	NODE_1_length_204107_cov_113.751_180237-549	CDS	hypothetical protein		fe7b184cb4f7c56796bdae17fc933ed0
fig|2005473.94.peg.153	NODE_1_length_204107_cov_113.751_184176-3573	CDS	Pyruvate-flavodoxin oxidoreductase		0cc1cd227684f31add78ed6e29d4c056
fig|2005473.94.peg.154	NODE_1_length_204107_cov_113.751_184554-165	CDS	hypothetical protein		64ebd85550fa0879ee0e70203f9d9813
fig|2005473.94.peg.155	NODE_1_length_204107_cov_113.751_184773+1665	CDS	Anaerobic glycerol-3-phosphate dehydrogenase subunit A (EC 1.1.5.3)		fc1f9faf830a93e9df0f117800798ad0
fig|2005473.94.peg.156	NODE_1_length_204107_cov_113.751_186491+1269	CDS	hypothetical protein		21df0ba390a0ff959014bc07685e6d2f
fig|2005473.94.peg.157	NODE_1_length_204107_cov_113.751_187756+1299	CDS	Anaerobic glycerol-3-phosphate dehydrogenase subunit C (EC 1.1.5.3)		6b764d2a8e3589039738c9da6dc1ef2d
fig|2005473.94.peg.158	NODE_1_length_204107_cov_113.751_189180+1539	CDS	Glycerol-3-phosphate transporter		32b2687e93066d921bcc8dc6b594c2ec
fig|2005473.94.peg.159	NODE_1_length_204107_cov_113.751_190848+798	CDS	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)		24316b57a5b9fdf2db2821f96bca4184
fig|2005473.94.peg.160	NODE_1_length_204107_cov_113.751_191740+1227	CDS	Putative arylsulfatase regulatory protein		2b015c74dff2fee2e1f83584b044a191
fig|2005473.94.peg.161	NODE_1_length_204107_cov_113.751_193100+1503	CDS	arylsulfatase A precursor		7203fa4df39dbd37b3ef03629bc7c934
fig|2005473.94.peg.162	NODE_1_length_204107_cov_113.751_195085+3249	CDS	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family		0b8c3322f316ef4bde1dc6483c375d54
fig|2005473.94.peg.163	NODE_1_length_204107_cov_113.751_198362+1776	CDS	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family		0c33b1c914be78a69d5cd6ca85106d99
fig|2005473.94.peg.164	NODE_1_length_204107_cov_113.751_200259+3027	CDS	hypothetical protein		f18d02f38a6acea3e110b181b21e6a5d
fig|2005473.94.peg.165	NODE_1_length_204107_cov_113.751_203972-444	CDS	Transposase, Sph21_1677 family		ebfac1b5f17e32bbd410a46c9dbb8ddf
fig|2005473.94.peg.166	NODE_1_length_204107_cov_113.751_204106-72	CDS	hypothetical protein		990f53be1ea3578bf1509d112de90e5d
fig|2005473.94.peg.167	NODE_2_length_170247_cov_118.411_119-117	CDS	hypothetical protein		76ef9aa128ee890a2e14b56e53e544a8
fig|2005473.94.peg.168	NODE_2_length_170247_cov_118.411_219+2604	CDS	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family		ebbb28fc9a2b1461574b67407424e1c4
fig|2005473.94.peg.169	NODE_2_length_170247_cov_118.411_2844+1584	CDS	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family		8b6da66adb8bab6b53e2934860c44bdf
fig|2005473.94.peg.170	NODE_2_length_170247_cov_118.411_4458+963	CDS	hypothetical protein		ec020383e9927b72c6c2d17b3b62eb72
fig|2005473.94.peg.171	NODE_2_length_170247_cov_118.411_5510+1536	CDS	hypothetical protein		afb6c8a3454c82bd81be0b43be28fc26
