HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH32.hmm	293	fig|2005473.97.peg.788	953	1.5e-45	1	293	114	413	0.996587030717
GH97.hmm	631	fig|2005473.97.peg.8	713	3.9e-252	8	630	19	703	0.985736925515
GH32.hmm	293	fig|2005473.97.peg.805	494	8.9e-63	1	293	42	333	0.996587030717
GH53.hmm	342	fig|2005473.97.peg.806	447	2.2e-85	2	337	53	388	0.979532163743
GH13_6.hmm	286	fig|2005473.97.peg.834	734	2.2e-67	12	285	45	322	0.954545454545
GH2.hmm	752	fig|2005473.97.peg.838	818	1.6e-116	23	568	19	733	0.724734042553
GH13_14.hmm	289	fig|2005473.97.peg.873	686	1.2e-119	1	289	213	537	0.996539792388
GH27.hmm	229	fig|2005473.97.peg.9	471	8.5e-35	14	228	199	449	0.934497816594
GH13_28.hmm	287	fig|2005473.97.peg.912	1014	6.7e-66	1	286	43	316	0.993031358885
CBM74.hmm	312	fig|2005473.97.peg.912	1014	3.2e-47	1	311	649	956	0.99358974359
GH3.hmm	216	fig|2005473.97.peg.949	756	3.2e-64	4	215	96	324	0.976851851852
GH16_3.hmm	230	fig|2005473.97.peg.953	281	3.6e-58	3	229	46	277	0.982608695652
CE1.hmm	227	fig|2005473.97.peg.983	386	5e-17	7	211	39	268	0.898678414097
