feature_id	location	type	function	aliases	protein_md5
fig|2005473.97.peg.17	NODE_1_length_204484_cov_39.3853_27481-876	CDS	Electron transfer flavoprotein, beta subunit		d3bd8a983dbfd961c5e9f2e3d61f8292
fig|2005473.97.peg.18	NODE_1_length_204484_cov_39.3853_27848+3441	CDS	hypothetical protein		2ab6e10269a8ec114721654de3616c63
fig|2005473.97.peg.19	NODE_1_length_204484_cov_39.3853_31458+114	CDS	hypothetical protein		f16c0be5d60e734d7ee09107aae6610a
fig|2005473.97.peg.20	NODE_1_length_204484_cov_39.3853_31863-195	CDS	hypothetical protein		388c05ddcb52617870c0f3d9b4923e87
fig|2005473.97.peg.21	NODE_1_length_204484_cov_39.3853_35579-3708	CDS	Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3) / Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)		a585b8987d9325c90c68e4cb7eb9630c
fig|2005473.97.peg.22	NODE_1_length_204484_cov_39.3853_35906-294	CDS	hypothetical protein		b07a90fba3430a367e9a9ec7f62c20a0
fig|2005473.97.peg.23	NODE_1_length_204484_cov_39.3853_37577-1620	CDS	Bis-ABC ATPase YbiT		2b6e15e7d1ee48a24144a92b80ecda89
fig|2005473.97.peg.24	NODE_1_length_204484_cov_39.3853_39467-1680	CDS	hypothetical protein		c1d7c2810d5644d60df314f136b1aa18
fig|2005473.97.peg.25	NODE_1_length_204484_cov_39.3853_41193-1641	CDS	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family		17711e6d550a88e9e6737a754026e17e
fig|2005473.97.peg.26	NODE_1_length_204484_cov_39.3853_44471-3249	CDS	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family		898557fed5b729f47816a382949b3977
fig|2005473.97.peg.27	NODE_1_length_204484_cov_39.3853_44498+369	CDS	hypothetical protein		40e58ddd1cf6777d15ff07dc7ead7d65
fig|2005473.97.peg.28	NODE_1_length_204484_cov_39.3853_45066+126	CDS	hypothetical protein		e2fd0866a2b4c6f3fe8dcae85116b4c3
fig|2005473.97.peg.29	NODE_1_length_204484_cov_39.3853_45193+2232	CDS	hypothetical protein		2c87eff0a0627ec640c6965715cf68f3
fig|2005473.97.peg.30	NODE_1_length_204484_cov_39.3853_47640+1098	CDS	hypothetical protein		b879b75f38f18f901b29784fb8e65578
fig|2005473.97.peg.31	NODE_1_length_204484_cov_39.3853_48781+354	CDS	hypothetical protein		5baa8f899be7015553cffae2f29afb0e
fig|2005473.97.peg.32	NODE_1_length_204484_cov_39.3853_49550-255	CDS	LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-independent		f61a518a28ae6d72389f478cfd7a2dd9
fig|2005473.97.peg.33	NODE_1_length_204484_cov_39.3853_49778+1263	CDS	Aminopeptidase C (EC 3.4.22.40)		f83fa21a8c625a8a249158a6866f4e9c
fig|2005473.97.peg.34	NODE_1_length_204484_cov_39.3853_51124+2229	CDS	hypothetical protein		85f2f573d5a52d700617630dd927cb35
fig|2005473.97.peg.35	NODE_1_length_204484_cov_39.3853_53400+1866	CDS	Neopullulanase (EC 3.2.1.135)		ed0a9aefef91cc3f046954d20a9944da
fig|2005473.97.peg.36	NODE_1_length_204484_cov_39.3853_55285+504	CDS	hypothetical protein		92135f37574c8ad571a038bac5d4f294
fig|2005473.97.peg.37	NODE_1_length_204484_cov_39.3853_55797+507	CDS	hypothetical protein		022ba7a00159ddc338511ffb5b6f2745
fig|2005473.97.peg.38	NODE_1_length_204484_cov_39.3853_56664-222	CDS	hypothetical protein		cac29c0b9d8c9378475b7089182f49ff
fig|2005473.97.peg.39	NODE_1_length_204484_cov_39.3853_56957+1014	CDS	Ribosome small subunit biogenesis RbfA-release protein RsgA		62a8ae6a854bd25cba3c7b606ec7b8db
fig|2005473.97.peg.40	NODE_1_length_204484_cov_39.3853_59051-1071	CDS	hypothetical protein		7b29d34c680bdd9878e40e5c30cc4853
fig|2005473.97.peg.41	NODE_1_length_204484_cov_39.3853_59969-900	CDS	hypothetical protein		067200a77a8d09e009e5ad762aa40210
fig|2005473.97.peg.42	NODE_1_length_204484_cov_39.3853_60061+927	CDS	hypothetical protein		3cb03ccfa6dd13b567fbe6218e218f45
fig|2005473.97.peg.43	NODE_1_length_204484_cov_39.3853_60977+1317	CDS	ABC transporter, permease protein		9a0775d00a0446fe488ff9c36326cf51
fig|2005473.97.peg.44	NODE_1_length_204484_cov_39.3853_62522+258	CDS	LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-independent		368ec439796ea7813245f0a1a4af1d79
fig|2005473.97.peg.45	NODE_1_length_204484_cov_39.3853_62786+189	CDS	LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-independent		65af6a885d8f86498e651edf18a86472
fig|2005473.97.peg.46	NODE_1_length_204484_cov_39.3853_63003+150	CDS	Uncharacterized protein Fjoh_4981, DUF4295-containing		4a51c2824449ade2e94aa335277e6d08
fig|2005473.97.peg.47	NODE_1_length_204484_cov_39.3853_63491+1749	CDS	Signal peptide peptidase SppA (protease 4)		421451f4ab499bb7865448f2c659bb65
fig|2005473.97.peg.48	NODE_1_length_204484_cov_39.3853_65236+1089	CDS	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130)		c285d2a71fde5dc8c911442c8fa1d349
fig|2005473.97.peg.49	NODE_1_length_204484_cov_39.3853_66437+813	CDS	Purine nucleoside phosphorylase (EC 2.4.2.1) @ N-Ribosylnicotinamide phosphorylase (EC 2.4.2.1)		29a28b712570bb92e5ca0cb3072a59d9
fig|2005473.97.peg.50	NODE_1_length_204484_cov_39.3853_67271+1035	CDS	Thiamine-monophosphate kinase (EC 2.7.4.16)		a55f870da99cc0d5773ca29627da0cf9
fig|2005473.97.peg.51	NODE_1_length_204484_cov_39.3853_68369+198	CDS	hypothetical protein		23146924ac3b1e957e7dd7b7ef2017c2
fig|2005473.97.peg.52	NODE_1_length_204484_cov_39.3853_68666+1338	CDS	hypothetical protein		d8f51486441b89939a551b27851e2bf6
fig|2005473.97.peg.53	NODE_1_length_204484_cov_39.3853_70036+1164	CDS	hypothetical protein		ff0e491be2ab501594bc73713e6f671a
fig|2005473.97.peg.54	NODE_1_length_204484_cov_39.3853_71393+150	CDS	hypothetical protein		efb7efa2c3dfa5b8310bc160edd3abe8
fig|2005473.97.peg.55	NODE_1_length_204484_cov_39.3853_71544+1200	CDS	Aspartate aminotransferase (EC 2.6.1.1)		8411f00fca0ece147893ac5b297475a7
fig|2005473.97.peg.56	NODE_1_length_204484_cov_39.3853_73024+1914	CDS	Chaperone protein DnaK		3441de2daefea4c51bed06fce1acc576
fig|2005473.97.peg.57	NODE_1_length_204484_cov_39.3853_74954+177	CDS	hypothetical protein		627f19458c6e95fdfc5b12952b64eb26
fig|2005473.97.peg.58	NODE_1_length_204484_cov_39.3853_79831-4596	CDS	hypothetical protein		806e74801122747469dc3dea00df4cf6
fig|2005473.97.peg.59	NODE_1_length_204484_cov_39.3853_81759-1470	CDS	NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)		0d6c247fcc6a90b9b7b6839fa10de6b8
fig|2005473.97.peg.60	NODE_1_length_204484_cov_39.3853_83321-1518	CDS	NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)		08179b3d8dfec7fd8a94239842d27869
fig|2005473.97.peg.61	NODE_1_length_204484_cov_39.3853_85411-2031	CDS	NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)		c5f0f3d9d6b4f75330c196414d9e710f
fig|2005473.97.peg.62	NODE_1_length_204484_cov_39.3853_85731-312	CDS	NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)		ccf8317c94e7b1ccb3ecb4a9bc64bb0e
fig|2005473.97.peg.63	NODE_1_length_204484_cov_39.3853_86261-519	CDS	NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)		05eb41529699b5adc9f69e86fb3a5362
fig|2005473.97.peg.64	NODE_1_length_204484_cov_39.3853_87153-846	CDS	NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)		73f9499a354de3b250b5cb208ecb153a
fig|2005473.97.peg.65	NODE_1_length_204484_cov_39.3853_88072-873	CDS	hypothetical protein		4a5e265716d2c2c850ec579db5d52def
fig|2005473.97.peg.66	NODE_1_length_204484_cov_39.3853_89719-1575	CDS	ATP synthase alpha chain (EC 3.6.3.14)		1f8eea63e57473ee66b52f210878195b
fig|2005473.97.peg.67	NODE_1_length_204484_cov_39.3853_90329-567	CDS	hypothetical protein		7855637f7b4dab8ad0d680c606d2aa50
fig|2005473.97.peg.68	NODE_1_length_204484_cov_39.3853_90860-498	CDS	hypothetical protein		9f76b4fd7e350878ec0ca5f43dcaa184
fig|2005473.97.peg.69	NODE_1_length_204484_cov_39.3853_91230-246	CDS	ATP synthase F0 sector subunit c (EC 3.6.3.14)		53c359a36f0f16d5ea78ffd945f4fd02
fig|2005473.97.peg.70	NODE_1_length_204484_cov_39.3853_92472-1197	CDS	ATP synthase F0 sector subunit a (EC 3.6.3.14)		f32f0f341523e9ee74490ac86968a869
fig|2005473.97.peg.71	NODE_1_length_204484_cov_39.3853_92738-234	CDS	hypothetical protein		9b5dc10bb7e1362f9a7cf5199b1de10c
fig|2005473.97.peg.72	NODE_1_length_204484_cov_39.3853_94309-1503	CDS	ATP synthase beta chain (EC 3.6.3.14)		d18a091e755ba0d57fdd03a528696ef1
fig|2005473.97.peg.73	NODE_1_length_204484_cov_39.3853_95464-1107	CDS	NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)		2bf69f9a8627d70f863bde8291b3815e
fig|2005473.97.peg.74	NODE_1_length_204484_cov_39.3853_97152-1623	CDS	NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3) / NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)		58eb880bb7847792c8b37de62f1a2520
fig|2005473.97.peg.75	NODE_1_length_204484_cov_39.3853_97802-630	CDS	NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)		686ca23f3e3a3a5d0f5357f8bdd605fb
fig|2005473.97.peg.76	NODE_1_length_204484_cov_39.3853_98170-378	CDS	NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)		af11ca769ad8bc63dd9c8b300fadbfa7
fig|2005473.97.peg.77	NODE_1_length_204484_cov_39.3853_99507-1002	CDS	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)		55a5ef671ac8cbd68293cf865380d9d3
fig|2005473.97.peg.78	NODE_1_length_204484_cov_39.3853_101129-1590	CDS	COG1649 predicted glycoside hydrolase		38ef8870638eeeaf7bbb11097df1d5b9
fig|2005473.97.peg.79	NODE_1_length_204484_cov_39.3853_106852-5727	CDS	hypothetical protein		433be64d4bfed0a87be0d3cdb2630456
fig|2005473.97.peg.80	NODE_1_length_204484_cov_39.3853_107529-486	CDS	hypothetical protein		961fca69ca143223213b0476582b4687
fig|2005473.97.peg.81	NODE_1_length_204484_cov_39.3853_108009-435	CDS	hypothetical protein		31777ff28e39c4bb5762d7a75434105e
fig|2005473.97.peg.82	NODE_1_length_204484_cov_39.3853_108696-561	CDS	RNA polymerase ECF-type sigma factor		57ca78dc5de9993f699418dd27bb7c33
fig|2005473.97.peg.83	NODE_1_length_204484_cov_39.3853_108902+2268	CDS	TonB-dependent receptor		ae15ea29e4a9d5bfa126ef4666eb1594
fig|2005473.97.peg.84	NODE_1_length_204484_cov_39.3853_111199+852	CDS	hypothetical protein		8664c55049524dd93e03f78227392d06
fig|2005473.97.peg.85	NODE_1_length_204484_cov_39.3853_112185+1218	CDS	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)		ef8b7d2dbb674021a1d10beef0bb61ad
fig|2005473.97.peg.86	NODE_1_length_204484_cov_39.3853_113399+789	CDS	N-acylneuraminate cytidylyltransferase (EC 2.7.7.43)		7a746a53fa771967c28266bfec6447f9
fig|2005473.97.peg.87	NODE_1_length_204484_cov_39.3853_114209+1047	CDS	hypothetical protein		5f9da90b1157336233d41721188df03c
fig|2005473.97.peg.88	NODE_1_length_204484_cov_39.3853_115339+1314	CDS	GTP-binding protein Obg		78e29f0ccd0b5984261d3c8ed3e07f46
fig|2005473.97.peg.89	NODE_1_length_204484_cov_39.3853_116829+345	CDS	Single-stranded DNA-binding protein		048faa07f30be3375c7e029bbcf4df7c
fig|2005473.97.peg.90	NODE_1_length_204484_cov_39.3853_117195+2025	CDS	Oligopeptide transporter, OPT family		236054ce88c33228e055d20135a59c46
fig|2005473.97.peg.91	NODE_1_length_204484_cov_39.3853_119302+1302	CDS	DNA-damage-inducible protein F		7d4c737847c1a5c4da3e1f6a4b75bc68
fig|2005473.97.peg.92	NODE_1_length_204484_cov_39.3853_121432-816	CDS	hypothetical protein		09e0b15fac4479adbe1f0c4bc2cd9d1c
fig|2005473.97.peg.93	NODE_1_length_204484_cov_39.3853_122935-1479	CDS	hypothetical protein		c32e59d1275f7e0175279957f4b4e0d9
fig|2005473.97.peg.94	NODE_1_length_204484_cov_39.3853_123739-792	CDS	hypothetical protein		ee7e53f3423f90e972d240888edd9f55
fig|2005473.97.peg.95	NODE_1_length_204484_cov_39.3853_124805-1032	CDS	tRNA-dihydrouridine synthase DusB		6c493bdc529c63dac413ccdb3df37b38
fig|2005473.97.peg.96	NODE_1_length_204484_cov_39.3853_126176-1227	CDS	FIG007959: peptidase, M16 family		0b916de115b3cfbc6a4a9e412be59a3a
fig|2005473.97.peg.97	NODE_1_length_204484_cov_39.3853_127878-1662	CDS	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) (EC 1.17.7.3)		7ee6882e6cf75380a3d555206402e189
fig|2005473.97.peg.98	NODE_1_length_204484_cov_39.3853_128409-507	CDS	N5-carboxyaminoimidazole ribonucleotide mutase (EC 5.4.99.18)		ec6abe19eb93dac254390910a22b85d8
fig|2005473.97.peg.99	NODE_1_length_204484_cov_39.3853_129085-633	CDS	hypothetical protein		065fa6172d6d3386384ef90f7f66d015
fig|2005473.97.peg.100	NODE_1_length_204484_cov_39.3853_130617-1482	CDS	RNA polymerase sigma-54 factor RpoN		569f7e416bec998b667ccf6353e0c4a1
fig|2005473.97.peg.101	NODE_1_length_204484_cov_39.3853_133110-2430	CDS	3'-to-5' exoribonuclease RNase R		7915e596af1fd7442c901621b1fbc617
fig|2005473.97.peg.102	NODE_1_length_204484_cov_39.3853_135170-1977	CDS	DNA gyrase subunit B (EC 5.99.1.3)		a26d7f265f7405ce53b466f76918569c
fig|2005473.97.peg.103	NODE_1_length_204484_cov_39.3853_135966-504	CDS	hypothetical protein		d6c8835b86ce5c394aef2a64b9f0b2b1
fig|2005473.97.peg.104	NODE_1_length_204484_cov_39.3853_138191-2205	CDS	hypothetical protein		cd6af53718240d76c489d99897f2ee52
fig|2005473.97.peg.105	NODE_1_length_204484_cov_39.3853_139708-1488	CDS	hypothetical protein		5b592dba27a2cd634e63219a5ca89b74
fig|2005473.97.peg.106	NODE_1_length_204484_cov_39.3853_141497-1758	CDS	hypothetical protein		5b6bd5024f292342dd13866cdcf2e2a3
fig|2005473.97.peg.107	NODE_1_length_204484_cov_39.3853_141768+168	CDS	hypothetical protein		4e4f5fee32cbc3ebc5411d869cdc1f86
fig|2005473.97.peg.108	NODE_1_length_204484_cov_39.3853_143301-1281	CDS	3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12)(EC 2.4.99.13)		b20c1ca338a7dafb1840c657a3f75037
fig|2005473.97.peg.109	NODE_1_length_204484_cov_39.3853_144878-1518	CDS	Glutamyl-tRNA synthetase (EC 6.1.1.17)		17936c14942d6f4c0b05845e706ae74f
fig|2005473.97.peg.110	NODE_1_length_204484_cov_39.3853_146700-1650	CDS	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)		e8a664b7aa95c1d16e3ad635aeb9b549
fig|2005473.97.peg.111	NODE_1_length_204484_cov_39.3853_146892+1056	CDS	hypothetical protein		852886109ab8ab11a44d3aba0727aeff
fig|2005473.97.peg.112	NODE_1_length_204484_cov_39.3853_148465-432	CDS	hypothetical protein		ee4fb1a5a820f9f92a55316113a17607
fig|2005473.97.peg.113	NODE_1_length_204484_cov_39.3853_148671+1107	CDS	Alanine dehydrogenase (EC 1.4.1.1)		f941fd5c6044393a0ac5eeb138feaa76
fig|2005473.97.peg.114	NODE_1_length_204484_cov_39.3853_150075+1029	CDS	Branched-chain amino acid aminotransferase (EC 2.6.1.42)		a022ed1fc72bb1c8073792c2cbae0388
fig|2005473.97.peg.115	NODE_1_length_204484_cov_39.3853_151135+546	CDS	hypothetical protein		675aed44246d687fc8400cc86eada20d
fig|2005473.97.peg.116	NODE_1_length_204484_cov_39.3853_151895-180	CDS	hypothetical protein		4d8e31327f3899e19d7501e0970ac1f4
fig|2005473.97.peg.117	NODE_1_length_204484_cov_39.3853_152024+1728	CDS	Single-stranded-DNA-specific exonuclease RecJ		be681ef755a750eaff460623751ea328
fig|2005473.97.peg.118	NODE_1_length_204484_cov_39.3853_155667-1386	CDS	Tryptophan synthase (indole-salvaging) (EC 4.2.1.122)		2c1c5edde931589350c249a8bee264b4
fig|2005473.97.peg.119	NODE_1_length_204484_cov_39.3853_156203+327	CDS	hypothetical protein		83a7662fb932fdbf4469a58df14a790b
fig|2005473.97.peg.120	NODE_1_length_204484_cov_39.3853_157280-633	CDS	hypothetical protein		222534691c23b934f4ad1fd91ca6f286
fig|2005473.97.peg.121	NODE_1_length_204484_cov_39.3853_157679-357	CDS	hypothetical protein		fafbfa1f4ed6ddea1823144b69df377f
fig|2005473.97.peg.122	NODE_1_length_204484_cov_39.3853_157790+1164	CDS	hypothetical protein		b0f94e71a852ba15de000e8272513377
fig|2005473.97.peg.123	NODE_1_length_204484_cov_39.3853_158950+3057	CDS	Xanthan lyase		cbe094137f5389135bb1ff5418df9bbc
fig|2005473.97.peg.124	NODE_1_length_204484_cov_39.3853_162049+2307	CDS	putative glycosyltransferase - possibly involved in cell wall localization and side chain formation of rhamnose-glucose polysaccharide		8a393e9aeea7c0e9e3007dfa2ab369a7
fig|2005473.97.peg.125	NODE_1_length_204484_cov_39.3853_164352+1260	CDS	Amidase enhancer		9e28e2b0371cb3ac59fa80f8c9fde1b3
fig|2005473.97.peg.126	NODE_1_length_204484_cov_39.3853_165583+1311	CDS	AmpG permease		e6485aefdb94f584ae395e4eb48e467a
fig|2005473.97.peg.127	NODE_1_length_204484_cov_39.3853_166955+1245	CDS	Protein YzbB		fc52ecabd96a892e1574296a57a9ec8c
fig|2005473.97.peg.128	NODE_1_length_204484_cov_39.3853_168208+894	CDS	hypothetical protein		d1f3aac2bda9773a5c09b1123a77ae09
fig|2005473.97.peg.129	NODE_1_length_204484_cov_39.3853_170763-1179	CDS	hypothetical protein		6a191711f13c6a3f96eb1a587c209e72
fig|2005473.97.peg.130	NODE_1_length_204484_cov_39.3853_170776+129	CDS	hypothetical protein		12d7e3fb1e363f3ca735d8875824f663
fig|2005473.97.peg.131	NODE_1_length_204484_cov_39.3853_171085-129	CDS	hypothetical protein		d68c28050f260d9519e342f518c3e35c
fig|2005473.97.peg.132	NODE_1_length_204484_cov_39.3853_172312-1191	CDS	hypothetical protein		16407bfa9bdeaef189db5452cdba106e
fig|2005473.97.peg.133	NODE_1_length_204484_cov_39.3853_173914-1569	CDS	FIG00936880: hypothetical protein		3002f1a99dbb5845edcd81065ea6e12f
fig|2005473.97.peg.134	NODE_1_length_204484_cov_39.3853_174974-1008	CDS	hypothetical protein		e9c573f4d98d3ede659b4a550ceca5d4
fig|2005473.97.peg.135	NODE_1_length_204484_cov_39.3853_176489-1446	CDS	GldJ		3c49f37e8a2d52a8e9bcd47251153cd9
fig|2005473.97.peg.136	NODE_1_length_204484_cov_39.3853_177546-1002	CDS	hypothetical protein		f90ae1ed32689b9c3caaf6fdcf5db337
fig|2005473.97.peg.137	NODE_1_length_204484_cov_39.3853_178304-753	CDS	PorT protein		3c37f3105e7f316537960fd971379407
fig|2005473.97.peg.138	NODE_1_length_204484_cov_39.3853_178443+381	CDS	hypothetical protein		b96470f5eb581cac2db48cc7e2cdd768
fig|2005473.97.peg.139	NODE_1_length_204484_cov_39.3853_178895+729	CDS	Putative preQ0 transporter YhhQ		3847655af9c83e98bd4fb9ae2fbba80f
fig|2005473.97.peg.140	NODE_1_length_204484_cov_39.3853_179859+282	CDS	hypothetical protein		4edc981a020bbee7e87cd427549944f8
fig|2005473.97.peg.141	NODE_1_length_204484_cov_39.3853_180219+90	CDS	hypothetical protein		63327701742e28bd354edfec2c4b2d83
fig|2005473.97.peg.142	NODE_1_length_204484_cov_39.3853_180312+117	CDS	hypothetical protein		fbc8882abed3bcb3c11be69315202b10
fig|2005473.97.peg.143	NODE_1_length_204484_cov_39.3853_180481+1650	CDS	Ribonuclease G		bb8e1e638925f83f93e62ab08747f170
fig|2005473.97.peg.144	NODE_1_length_204484_cov_39.3853_182367+1524	CDS	GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)		d0cfaa388c85926c6670913024024209
fig|2005473.97.peg.145	NODE_1_length_204484_cov_39.3853_183962+975	CDS	hypothetical protein		4f9b0945d31597b54c8f8f628fd87008
fig|2005473.97.peg.146	NODE_1_length_204484_cov_39.3853_185096+1266	CDS	hypothetical protein		fe441bb5438424b9b3fe815eabbb8811
fig|2005473.97.peg.147	NODE_1_length_204484_cov_39.3853_186475+1365	CDS	hypothetical protein		81340dfe5806ff65d5a7afd470aefc62
fig|2005473.97.peg.148	NODE_1_length_204484_cov_39.3853_187876+894	CDS	hypothetical protein		fbece42ab6bec4587ebcccf1eea66ec3
fig|2005473.97.peg.149	NODE_1_length_204484_cov_39.3853_188822+1701	CDS	Membrane-bound lytic murein transglycosylase D		05936d919eafff64a413c8072088a7da
fig|2005473.97.peg.150	NODE_1_length_204484_cov_39.3853_190519+1233	CDS	Phosphoserine phosphatase (EC 3.1.3.3)		95b59905939753501e4daf284276d18c
fig|2005473.97.peg.151	NODE_1_length_204484_cov_39.3853_191792+1368	CDS	tRNA t(6)A37-methylthiotransferase (EC 2.8.4.5)		d6cc9ee04dcf9f41b6fa271c7c2e2a7b
fig|2005473.97.peg.152	NODE_1_length_204484_cov_39.3853_193255+1113	CDS	hypothetical protein		232bb84081d7ed2df3670adf9e1c796a
fig|2005473.97.peg.153	NODE_1_length_204484_cov_39.3853_194364+1020	CDS	hypothetical protein		c9a80a98c597821f2224b5186f7a2f2d
fig|2005473.97.peg.154	NODE_1_length_204484_cov_39.3853_195412+1530	CDS	hypothetical protein		9ed22d7cfdb1ad5300d7c4f27737ddb3
fig|2005473.97.peg.155	NODE_1_length_204484_cov_39.3853_196945+939	CDS	hypothetical protein		17a1aecf5b26d1193d2d104c04c71c4d
fig|2005473.97.peg.156	NODE_1_length_204484_cov_39.3853_197889+996	CDS	Glycosyltransferase		debe7b357728ecd58c2fb6c0e8c0526f
fig|2005473.97.peg.157	NODE_1_length_204484_cov_39.3853_198894+2259	CDS	POTASSIUM/PROTON ANTIPORTER ROSB		7cdad1f48e7fac9c364696fee14c0c11
fig|2005473.97.peg.158	NODE_1_length_204484_cov_39.3853_201185+147	CDS	hypothetical protein		e0fbc84d4182d7bf6776c54ba866bc81
fig|2005473.97.peg.159	NODE_1_length_204484_cov_39.3853_201468+1971	CDS	hypothetical protein		5ddc13aacca5ebf76f26258b8036f4b2
fig|2005473.97.peg.160	NODE_1_length_204484_cov_39.3853_204364-183	CDS	hypothetical protein		ae1d259075faa6c2d5a4498345ce0128
fig|2005473.97.peg.161	NODE_2_length_162350_cov_44.4235_121-120	CDS	hypothetical protein		4abc4dc037771ee00ecf52d6c045fc62
fig|2005473.97.peg.162	NODE_2_length_162350_cov_44.4235_261-138	CDS	hypothetical protein		025c03be8cefb83d872b154d3e21192e
fig|2005473.97.peg.163	NODE_2_length_162350_cov_44.4235_373+141	CDS	hypothetical protein		f2a639c5ec1c54ac0ecd83bab1002179
fig|2005473.97.peg.164	NODE_2_length_162350_cov_44.4235_506+1932	CDS	Threonyl-tRNA synthetase (EC 6.1.1.3)		eb1d68006ea1a435354120344c098347
fig|2005473.97.peg.165	NODE_2_length_162350_cov_44.4235_2804+549	CDS	Translation initiation factor 3		c4ae28d6134f955a9f5813c364bc500f
fig|2005473.97.peg.166	NODE_2_length_162350_cov_44.4235_3446+198	CDS	LSU ribosomal protein L35p		baff9faf02524a2d12acb387ca636e95
fig|2005473.97.peg.167	NODE_2_length_162350_cov_44.4235_3885+348	CDS	LSU ribosomal protein L20p		bb9196ecf3bb0cbc950eaadc2cfcde51
fig|2005473.97.peg.168	NODE_2_length_162350_cov_44.4235_4261+603	CDS	hypothetical protein		16973470eccea9cab059f01a9879232c
