Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
fig|2005473.95.peg.979	ASB36733.1|GH20	99.0	684	7	0	1	684	10	693	0.0e+00	1402.5
fig|2005473.95.peg.992	QQR09877.1|GH31_16	99.7	770	2	0	1	770	7	776	0.0e+00	1630.2
fig|2005473.95.peg.1010	ASB37555.1|GT4	100.0	359	0	0	1	359	1	359	8.7e-204	713.8
fig|2005473.95.peg.1018	ANU64342.1|GT128	95.3	425	20	0	1	425	1	425	6.4e-230	800.8
fig|2005473.95.peg.1020	AFL79244.1|GT4	52.6	363	171	1	1	363	1	362	5.5e-105	385.6
fig|2005473.95.peg.1075	ANU64711.2|GH2	98.5	204	3	0	1	204	1	204	3.0e-116	422.2
fig|2005473.95.peg.1095	ANU62654.1|CBM20|GH77	99.9	892	1	0	1	892	1	892	0.0e+00	1915.6
fig|2005473.95.peg.1096	ASB36858.1|GH20	100.0	610	0	0	1	610	1	610	0.0e+00	1296.6
fig|2005473.95.peg.1099	ASB36860.1|GH133	100.0	627	0	0	1	627	1	627	0.0e+00	1313.9
fig|2005473.95.peg.1100	QQR10013.1|GT4	100.0	415	0	0	1	415	5	419	7.8e-249	863.6
fig|2005473.95.peg.1101	QQR10014.1|GH57	99.8	500	1	0	1	500	1	500	8.8e-279	963.4
fig|2005473.95.peg.1117	QQR10029.1|GT2	98.5	402	6	0	1	402	1	402	5.1e-229	797.7
fig|2005473.95.peg.1124	ANU62627.1|CBM50|GH23	98.5	547	8	0	1	547	1	547	3.9e-256	888.3
fig|2005473.95.peg.1151	ANU62733.1|GT35	99.8	853	2	0	1	853	1	853	0.0e+00	1771.5
fig|2005473.95.peg.1152	ASB36772.1|GT3	100.0	550	0	0	1	550	1	550	0.0e+00	1135.2
fig|2005473.95.peg.1169	ASB36791.1|CBM0|GH29	99.2	600	5	0	1	600	1	600	0.0e+00	1239.2
fig|2005473.95.peg.1170	QQR09950.1|GT5	99.3	272	2	0	1	272	1	272	4.8e-154	548.1
fig|2005473.95.peg.1191	ANU62694.1|GT51	99.6	787	3	0	1	787	1	787	0.0e+00	1591.2
fig|2005473.95.peg.1200	7787|Pocchl1_GeneCatalog_proteins_20170916.aa.fasta|GH71	39.2	679	327	6	215	820	435	1100	4.4e-118	430.3
fig|2005473.95.peg.1208	ASB37407.1|GH92	99.6	750	3	0	1	750	1	750	0.0e+00	1556.6
fig|2005473.95.peg.1214	QQR08145.1|GT30	99.3	416	3	0	1	416	1	416	2.6e-244	848.6
fig|2005473.95.peg.1218	11468|Collup1_GeneCatalog_proteins_20180803.aa.fasta|GT2	59.9	344	137	1	4	346	1785	2128	6.0e-117	425.2
fig|2005473.95.peg.1233	ASB37430.1|GH109	99.4	480	3	0	1	480	1	480	4.4e-288	994.2
fig|2005473.95.peg.1247	QQR08174.1|CE4	100.0	217	0	0	1	217	1	217	3.0e-127	458.8
fig|2005473.95.peg.1287	QQR09216.1|GT2	99.7	334	0	1	1	333	1	334	9.5e-197	690.3
fig|2005473.95.peg.1296	AHC21644.1|GH1	47.6	517	268	1	4	520	8	521	7.1e-138	495.4
fig|2005473.95.peg.1301	ANU63438.1|GH20	99.5	776	4	0	1	776	1	776	0.0e+00	1505.3
fig|2005473.95.peg.1305	QQR09233.1|GH92	99.2	752	6	0	1	752	1	752	0.0e+00	1562.0
fig|2005473.95.peg.1309	ANU63430.1|CBM50	96.9	646	20	0	1	646	1	646	0.0e+00	1221.1
fig|2005473.95.peg.1310	ADY37157.1|PL10_1	51.6	353	170	1	40	391	373	725	2.4e-114	416.8
fig|2005473.95.peg.1323	WET87719.1|GT0	40.9	553	298	10	22	554	12	555	2.2e-116	424.1
fig|2005473.95.peg.1328	QQR08560.1|GH33	98.0	499	10	0	1	499	48	546	4.3e-294	1014.2
fig|2005473.95.peg.1332	ANU64080.1|GH33	96.2	319	12	0	56	374	1	319	7.7e-187	657.5
fig|2005473.95.peg.1350	CCO12868.1|GH1	44.3	1435	507	15	13	1404	7	1191	0.0e+00	1112.8
fig|2005473.95.peg.1363	ASB37800.1|GT19	99.5	379	2	0	1	379	1	379	2.2e-218	762.3
fig|2005473.95.peg.1391	CAG7911095.1|GH5_11	40.4	906	492	17	3	870	579	1474	4.9e-192	676.0
fig|2005473.95.peg.1414	ASB38309.1|GH32	97.3	483	13	0	1	483	1	483	7.9e-285	983.4
fig|2005473.95.peg.1416	AST56160.1|GH35	32.1	836	494	25	222	998	714	1534	2.1e-109	401.7
fig|2005473.95.peg.1418	ANU64796.2|GH32	98.9	616	7	0	1	616	1	616	0.0e+00	1270.8
fig|2005473.95.peg.1433	ANU64635.1|GT2	97.7	440	10	0	1	440	1	440	5.0e-254	880.9
fig|2005473.95.peg.1434	QUI94464.1|GT2	41.8	756	333	17	15	679	505	1244	1.3e-147	528.1
fig|2005473.95.peg.1436	ASB37257.1|GH2	99.4	1461	9	0	1	1461	1	1461	0.0e+00	3081.2
fig|2005473.95.peg.1437	QQR10405.1|GH2	98.9	1233	14	0	8	1240	1	1233	0.0e+00	2533.8
fig|2005473.95.peg.1438	ANU64887.2|GH92	99.6	764	3	0	1	764	1	764	0.0e+00	1607.4
fig|2005473.95.peg.1502	CAG7883609.1|GT1	57.3	900	351	6	2	899	171	1039	7.1e-287	991.1
fig|2005473.95.peg.1526	QQR09455.1|CE9	98.5	390	6	0	1	390	1	390	7.7e-222	773.9
fig|2005473.95.peg.1527	ASB38714.1|GT2	99.6	261	1	0	1	261	1	261	8.4e-148	527.3
fig|2005473.95.peg.1528	ASB38715.1|GT4	98.5	328	5	0	1	328	29	356	1.4e-187	659.8
fig|2005473.95.peg.1544	287449|Botdo1_1_GeneCatalog_proteins_20150128.aa.fasta|GT1	32.5	1142	613	24	11	1129	1072	2078	1.4e-162	578.6
fig|2005473.95.peg.1553	QQR08655.1|GH123_1	99.4	529	3	0	1	529	13	541	0.0e+00	1098.2
fig|2005473.95.peg.1611	CAN65674.1|GH28	43.2	546	280	7	100	641	111	630	2.6e-124	450.7
fig|2005473.95.peg.1612	13268|Pensub1_GeneCatalog_proteins_20160929.aa.fasta|GH131	46.5	520	255	9	5	501	17	536	9.0e-122	441.8
fig|2005473.95.peg.1613	UVO98466.1|GH0	34.3	1262	635	25	12	1246	10	1104	5.2e-195	686.4
fig|2005473.95.peg.1621	CAD7235639.1|GT2	43.2	544	297	7	10	550	135	669	1.2e-125	454.9
fig|2005473.95.peg.1623	ANU63685.1|GT2	99.7	332	1	0	1	332	1	332	3.3e-189	665.2
fig|2005473.95.peg.1642	QHI69093.1|CBM4	42.9	524	242	9	34	521	23	525	4.6e-113	412.9
fig|2005473.95.peg.1643	1161|Capcor1_GeneCatalog_proteins_20160826.aa.fasta|GH76	46.1	849	439	7	5	843	6	845	1.4e-199	701.0
fig|2005473.95.peg.1651	CUS04494.1|GH39	43.5	1303	642	22	7	1265	1	1253	4.1e-272	942.6
fig|2005473.95.peg.1672	QQR08349.1|GT4	99.2	379	3	0	1	379	1	379	1.5e-217	759.6
fig|2005473.95.peg.1683	AMJ20543.1|GH13_11	51.2	426	188	3	1	423	1	409	1.3e-118	431.0
fig|2005473.95.peg.1829	CAB4154472.1|GH23	29.2	2007	1000	57	551	2444	1315	3014	2.1e-130	473.4
fig|2005473.95.peg.1833	CAE6204650.1|GH28	50.2	600	291	3	2	594	745	1343	1.7e-172	610.5
fig|2005473.95.peg.1837	ANU64677.2|CE20	99.2	493	4	0	1	493	1	493	7.0e-297	1023.5
fig|2005473.95.peg.1895	1152625|Rusear1_GeneCatalog_proteins_20190529.aa.fasta|GT9	56.9	464	200	0	11	474	286	749	3.0e-151	539.7
fig|2005473.95.peg.1930	AGL64345.1|GT2	50.5	580	282	3	439	1014	277	855	5.6e-155	553.1
fig|2005473.95.peg.2062	QQR09367.1|GH110	100.0	605	0	0	1	605	1	605	0.0e+00	1234.9
fig|2005473.95.peg.2081	ASB36702.1|PL10	99.8	454	1	0	1	454	1	454	2.9e-273	944.9
fig|2005473.95.peg.2082	ANU62801.1|CBM91|GH43_10	99.4	544	3	0	1	544	1	544	0.0e+00	1174.1
fig|2005473.95.peg.2083	ANU62802.2|CE8	97.7	302	7	0	19	320	1	302	4.8e-145	518.5
fig|2005473.95.peg.2089	ASB36695.1|CE12	95.8	664	28	0	1	664	1	664	0.0e+00	1295.0
fig|2005473.95.peg.2090	ASB36694.1|GH105|GH28	99.1	873	8	0	1	873	1	873	0.0e+00	1808.5
fig|2005473.95.peg.2160	QYO62262.1|GH13	63.3	346	125	1	1	346	1	344	3.7e-113	413.3
fig|2005473.95.peg.2166	ASB38330.1|GH31_16	99.2	747	6	0	3	749	4	750	0.0e+00	1578.9
fig|2005473.95.peg.2193	AIF26613.1|GT119	68.7	514	157	2	79	592	1	510	1.7e-215	753.4
fig|2005473.95.peg.2194	ANU63014.1|GT119	99.6	489	2	0	1	489	1	489	3.2e-265	918.3
fig|2005473.95.peg.2211	QQR09664.1|GT2	93.5	307	20	0	1	307	1	307	8.0e-166	587.4
fig|2005473.95.peg.2215	2817|Capep1_GeneCatalog_proteins_20160826.aa.fasta|GT2	52.6	473	214	5	2	464	8	480	7.2e-134	481.9
fig|2005473.95.peg.2274	ANU64052.1|CBM50	100.0	312	0	0	1	312	1	312	1.5e-175	619.8
fig|2005473.95.peg.2275	ASB39086.1|GH43_28	97.2	564	16	0	2	565	1	564	0.0e+00	1169.8
fig|2005473.95.peg.2281	AWZ17133.1|GH13_30	34.1	1239	673	27	2	1178	404	1560	5.0e-187	659.8
fig|2005473.95.peg.2292	ASB36923.1|GH31_15	99.8	888	2	0	1	888	1	888	0.0e+00	1879.4
fig|2005473.95.peg.2296	QQR10084.1|GH16_3|GH43_24	96.5	636	22	0	9	644	1	636	0.0e+00	1335.5
fig|2005473.95.peg.2317	AGL63717.1|GT4	50.2	621	295	6	201	820	107	714	2.9e-168	597.0
fig|2005473.95.peg.2350	ANU63842.1|GH36	99.5	733	4	0	1	733	1	733	0.0e+00	1511.1
fig|2005473.95.peg.2352	ASB38069.1|GT2	99.4	317	2	0	1	317	1	317	2.2e-174	615.9
fig|2005473.95.peg.2353	XAQ46651.1|GT2	49.4	468	220	4	1	468	1	451	6.2e-128	462.2
fig|2005473.95.peg.2405	ANU62452.1|GH18	98.7	319	4	0	1	319	1	319	8.0e-193	677.2
fig|2005473.95.peg.2408	QQR10392.1|GH3	99.1	924	7	1	44	966	29	952	0.0e+00	1859.7
fig|2005473.95.peg.2417	QQR08789.1|GH84	99.8	850	2	0	1	850	4	853	0.0e+00	1748.4
fig|2005473.95.peg.2419	ANU63862.1|GH2	90.5	835	79	0	1	835	1	835	0.0e+00	1610.9
fig|2005473.95.peg.2420	QQR08786.1|GH3	96.9	819	25	0	1	819	1	819	0.0e+00	1608.2
fig|2005473.95.peg.2421	QQR08785.1|GH3	99.0	990	10	0	1	990	1	990	0.0e+00	1980.3
fig|2005473.95.peg.2422	QQR08784.1|GH2	98.0	602	12	0	1	602	1	602	0.0e+00	1224.5
fig|2005473.95.peg.2424	QDT68860.1|GH117	41.7	654	306	15	3	599	2	637	2.0e-123	447.6
fig|2005473.95.peg.2425	QQA30695.1|GH105	50.8	490	223	12	27	510	373	850	1.9e-140	503.8
fig|2005473.95.peg.2455	ASB37343.1|GH31	98.4	801	13	0	43	843	1	801	0.0e+00	1627.5
fig|2005473.95.peg.2461	QCD40374.1|GH3	50.3	841	274	5	8	705	15	854	6.6e-232	808.1
fig|2005473.95.peg.2472	ANU62687.1|GH95	99.7	862	3	0	1	862	1	862	0.0e+00	1769.6
fig|2005473.95.peg.2473	ANU62686.2|GH89	99.2	744	6	0	1	744	8	751	0.0e+00	1535.8
fig|2005473.95.peg.2505	CCO12112.1|GH13_31	66.6	419	139	1	3	420	4	422	6.0e-159	565.1
fig|2005473.95.peg.2536	118117|Volvo1_GeneCatalog_proteins_20130703.aa.fasta|CE4	42.5	710	387	13	1	696	1025	1727	1.5e-151	541.2
fig|2005473.95.peg.2602	ASB36988.1|GH3	97.6	992	24	0	1	992	1	992	0.0e+00	1929.5
fig|2005473.95.peg.2604	CAG7868751.1|GT106	51.8	529	247	2	4	532	30	550	2.1e-156	557.0
fig|2005473.95.peg.2608	QQR10140.1|GH18	100.0	338	0	0	1	338	1	338	1.8e-203	712.6
fig|2005473.95.peg.2657	QQR08509.1|CE20	98.7	693	9	0	1	693	1	693	0.0e+00	1441.4
fig|2005473.95.peg.2678	ASB37001.1|GH36	99.6	731	3	0	1	731	1	731	0.0e+00	1521.5
fig|2005473.95.peg.2688	ASB37284.1|GH25	99.2	252	2	0	1	252	1	252	3.2e-144	515.4
fig|2005473.95.peg.2698	CAD7252417.1|GH13_48	52.8	604	272	8	129	725	341	938	1.9e-160	570.9
fig|2005473.95.peg.2712	ANU63577.1|GH97	98.6	703	10	0	1	703	1	703	0.0e+00	1444.1
fig|2005473.95.peg.2772	ANU64240.2|GT119	100.0	454	0	0	1	454	53	506	3.0e-246	855.1
fig|2005473.95.peg.2773	QQR08394.1|GT28	97.5	366	9	0	1	366	1	366	8.9e-196	687.2
fig|2005473.95.peg.2786	WLT42588.1|GH53	100.0	353	0	0	1	353	1	353	2.6e-216	755.4
fig|2005473.95.peg.2787	WLT42587.1|GH2	100.0	809	0	0	1	809	1	809	0.0e+00	1698.3
fig|2005473.95.peg.2918	UML61172.1|GH3	68.2	311	97	2	5	315	545	853	1.6e-121	440.3
fig|2005473.95.peg.2919	ANU63021.2|GH33	98.4	382	6	0	1	382	25	406	4.3e-225	784.6
fig|2005473.95.peg.2963	ASB37537.1|GT2	98.6	345	5	0	1	345	1	345	2.0e-197	692.6
fig|2005473.95.peg.2968	AMJ20771.1|GH13_26	37.3	948	477	24	2	923	4	860	3.1e-165	587.0
fig|2005473.95.peg.3110	QQR08271.1|GT2	100.0	334	0	0	1	334	1	334	7.1e-192	674.1
fig|2005473.95.peg.3111	ASB37541.1|GT2	100.0	338	0	0	1	338	1	338	4.3e-197	691.4
fig|2005473.95.peg.3112	ANU64361.1|GT2	99.7	336	1	0	1	336	4	339	1.8e-195	686.0
fig|2005473.95.peg.3113	QQR08274.1|GT8	100.0	306	0	0	1	306	1	306	3.9e-181	638.3
fig|2005473.95.peg.3114	ANU64359.1|GT8	99.4	309	2	0	1	309	1	309	5.2e-181	637.9
fig|2005473.95.peg.3115	ANU64358.1|CBM6|GH43_2	96.2	771	29	0	1	771	1	771	0.0e+00	1580.5
fig|2005473.95.peg.3185	ANU63563.1|GH163	99.7	732	2	0	1	732	1	732	0.0e+00	1510.7
fig|2005473.95.peg.3196	WLT42593.1|GH53	100.0	375	0	0	1	375	126	500	5.1e-231	804.3
