dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host glycan, host glycan, host glycan	494	fig|2005473.95.peg.1305	752	3.9e-205	2	493	244	751	0.993927125506
CBM50_e871	CBM50:7	-	chitin, peptidoglycan	41	fig|2005473.95.peg.1309	646	3e-21	1	41	63	103	0.975609756098
CBM50_e871	CBM50:7	-	chitin, peptidoglycan	41	fig|2005473.95.peg.1309	646	9.9e-19	2	41	141	181	0.951219512195
CE19_e3	CE19:9	-	pectin	328	fig|2005473.95.peg.1310	394	2.6e-16	95	291	178	392	0.59756097561
GT83_e8	GT83:112	-	-	559	fig|2005473.95.peg.1323	578	3.3e-52	2	475	20	493	0.846153846154
GH33_e33	GH33:10	-	-	307	fig|2005473.95.peg.1332	375	1e-163	1	307	56	360	0.99674267101
GT19_e2	GT19:889	-	-	349	fig|2005473.95.peg.1363	379	1.7e-129	1	349	5	358	0.997134670487
GT2	GT2:65	-	-	132	fig|2005473.95.peg.1433	440	3.2e-62	1	132	201	332	0.992424242424
CE9_e7	CE9:187	-	-	374	fig|2005473.95.peg.1526	390	2.3e-176	2	374	7	381	0.994652406417
GT2	GT2:54	-	-	141	fig|2005473.95.peg.1527	261	2.5e-59	1	139	5	142	0.978723404255
GT4_e2704	GT4:51	-	-	138	fig|2005473.95.peg.1528	328	2.7e-46	2	135	156	288	0.963768115942
GT4_e375	GT4:8	-	-	138	fig|2005473.95.peg.1530	390	8.9e-23	2	134	209	339	0.95652173913
CBM48_e14	CBM48:1142|GH13_14:1124|CBM41:557|GH13_32:70|CBM25:49|GH13_41:25|GH13:12|CBM20:10|CBM68:8|GH13_42:1|CBM0:1	3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2	glycogen	92	fig|2005473.95.peg.162	673	2.3e-19	9	90	44	129	0.880434782609
GH13_e95	GH13_14:318|CBM48:209|CBM41:64|CBM68:5|GH13:2|GH133:1	3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	sucrose, starch, starch, starch	310	fig|2005473.95.peg.162	673	1.3e-140	1	310	205	529	0.996774193548
GT4_e2089	GT4:84	-	-	145	fig|2005473.95.peg.1672	379	6.1e-52	1	144	203	346	0.986206896552
CE20_e34	CE20:107	-	-	261	fig|2005473.95.peg.1837	493	1.9e-107	1	260	116	381	0.992337164751
GH92_e13	GH92:281	3.2.1.24:1	host glycan	487	fig|2005473.95.peg.185	742	2.9e-213	1	457	273	732	0.936344969199
PL10_e6	PL10_1:13|PL10:2	-	-	295	fig|2005473.95.peg.2081	454	2.2e-96	1	259	62	326	0.874576271186
CE8_e86	CE8:237|CE12:56|PL1_2:3|PL10_1:2|CBM13:1|GH105:1|CBM6:1	-	-	286	fig|2005473.95.peg.2083	320	9.8e-116	1	283	29	306	0.986013986014
GH28_e80	GH28:246|GH105:15|CE8:1	-	-	368	fig|2005473.95.peg.2090	873	6e-171	1	366	69	438	0.991847826087
GH105_e30	GH105:21|GH28:15	-	-	350	fig|2005473.95.peg.2090	873	5.2e-173	1	349	493	850	0.994285714286
CE11_e18	CE11:339	-	-	269	fig|2005473.95.peg.211	460	7e-117	2	268	5	296	0.988847583643
GH31_e8	GH31:38	-	-	430	fig|2005473.95.peg.2166	749	5.5e-244	1	430	187	615	0.997674418605
GT2	GT2:13	-	-	81	fig|2005473.95.peg.2209	274	1.3e-16	3	75	52	124	0.888888888889
GT2	GT2:5	-	-	266	fig|2005473.95.peg.2211	307	6.5e-38	1	133	7	118	0.496240601504
CBM50_e633	CBM50:16|GH73:16	-	chitin, peptidoglycan	41	fig|2005473.95.peg.2274	312	2e-18	1	41	272	312	0.975609756098
CBM35_e43	CBM35:52|GH74:1|PL11:1	-	xylan, beta-mannan, beta-galactan	103	fig|2005473.95.peg.231	897	1.8e-35	8	102	780	874	0.912621359223
GH36_e36	GH36:257|GH134:1|PL1_7:1	3.2.1.22:11	alpha-galactan	684	fig|2005473.95.peg.2350	733	1.4e-299	2	683	30	708	0.995614035088
GH18_e24	GH18:12|CBM32:1	-	-	182	fig|2005473.95.peg.2405	319	1e-110	1	182	58	239	0.994505494505
GH3_e88	GH3:482	3.2.1.37:15|3.2.1.55:3|3.2.1.21:1	xylan, arabinan, beta-glucan	228	fig|2005473.95.peg.2408	966	6.6e-70	3	224	214	432	0.969298245614
GH84_e9	GH84:335|CBM32:3	3.2.1.169:1	host glycan	294	fig|2005473.95.peg.2417	850	4e-138	1	293	175	468	0.993197278912
CBM32_e131	CBM32:19|GH84:19	-	host glycan	112	fig|2005473.95.peg.2417	850	9.4e-22	5	112	629	739	0.955357142857
GH3_e137	GH3:80|CBM35:1	-	-	209	fig|2005473.95.peg.2420	819	3.4e-104	1	209	59	267	0.995215311005
GH31_e76	GH31:163|CE0:1	2.4.1.161:1	starch	436	fig|2005473.95.peg.2455	843	3.6e-167	3	436	274	709	0.993119266055
GH95_e0	GH95:552|CBM51:45|CBM32:26|CBM13:1|CBM47:1	3.2.1.63:5|3.2.1.51:1	xyloglucan, host glycan, host glycan	726	fig|2005473.95.peg.2472	862	5.7e-241	4	722	38	828	0.988980716253
GH89_e5	GH89:72	-	-	660	fig|2005473.95.peg.2473	744	4.9e-293	2	640	62	701	0.966666666667
GH73_e10	GH73:59|CBM50:1	-	-	126	fig|2005473.95.peg.2567	224	9.6e-24	2	125	127	223	0.97619047619
CE20_e16	CE20:217|CE0:1|GH33:1|CE3:1	-	-	283	fig|2005473.95.peg.2657	693	2.3e-129	1	283	303	584	0.996466431095
GH36_e24	GH36:283|CBM51:3	3.2.1.22:2	alpha-galactan	680	fig|2005473.95.peg.2678	731	0	1	680	29	714	0.998529411765
GH97_e22	GH97:651	3.2.1.3:2|3.2.1.20:2	alpha-glucan, alpha-glucan	689	fig|2005473.95.peg.2712	703	0	11	688	24	699	0.982583454282
GH2_e137	GH2:343|CBM32:1|CBM67:1	3.2.1.23:2	beta-galactan	607	fig|2005473.95.peg.2787	809	7.3e-263	2	607	22	622	0.996705107084
GH24_e100	GH24:13	-	-	117	fig|2005473.95.peg.2867	162	1.4e-64	1	117	41	156	0.991452991453
GH33_e107	GH33:12	-	-	339	fig|2005473.95.peg.2919	382	5.9e-112	1	332	40	363	0.976401179941
GT2	GT2:15	-	-	167	fig|2005473.95.peg.2963	345	2.1e-49	1	166	9	176	0.988023952096
CBM6_e103	CBM6:12|GH43_2:8|GH43:4	-	beta-glucan, xylan, cellulose	135	fig|2005473.95.peg.3010	139	4e-16	67	135	15	81	0.503703703704
GH23_e762	GH23:8	-	-	158	fig|2005473.95.peg.309	462	9.6e-86	1	157	301	457	0.987341772152
GT2	GT2:78|GT4:1|GT32:1	-	-	163	fig|2005473.95.peg.3111	338	7.8e-37	1	116	8	124	0.705521472393
GT8_e243	GT8:32	-	-	253	fig|2005473.95.peg.3113	306	1.1e-99	1	252	3	251	0.99209486166
CBM6_e103	CBM6:12|GH43_2:8|GH43:4	-	beta-glucan, xylan, cellulose	135	fig|2005473.95.peg.3115	779	4.9e-39	1	133	73	201	0.977777777778
GH43_e327	GH43_2:71|CBM6:10|GH43:10|CBM42:1|GH43_34:1|CBM35:1|GH43_29:1	3.2.1.55:2	xylan	267	fig|2005473.95.peg.3115	779	7.5e-101	1	266	252	533	0.992509363296
CBM6_e103	CBM6:12|GH43_2:8|GH43:4	-	beta-glucan, xylan, cellulose	135	fig|2005473.95.peg.3115	779	7.2e-17	13	134	565	680	0.896296296296
CBM6_e103	CBM6:12|GH43_2:8|GH43:4	-	beta-glucan, xylan, cellulose	135	fig|2005473.95.peg.3115	779	3.2e-16	7	72	700	765	0.481481481481
GH13_e17	GH13_28:6	-	sucrose	290	fig|2005473.95.peg.520	478	2.8e-176	1	290	43	332	0.996551724138
GH13_e113	GH13_38:338|GH13:1	3.2.1.20:2	sucrose, starch	375	fig|2005473.95.peg.54	570	1.3e-166	1	375	33	397	0.997333333333
GH16_e6	GH16_3:20	3.2.1.6:2	beta-glucan	233	fig|2005473.95.peg.543	278	4.4e-121	1	233	45	277	0.995708154506
GH3_e208	GH3:174	3.2.1.21:4	beta-glucan	231	fig|2005473.95.peg.547	773	6.7e-113	2	231	114	343	0.991341991342
GT2	GT2:32	-	-	160	fig|2005473.95.peg.652	269	7.5e-72	1	160	5	164	0.99375
GT11_e40	GT11:171|GT6:2|GT2:1	2.4.1.69:1	-	283	fig|2005473.95.peg.653	290	1.1e-85	2	282	3	287	0.989399293286
GT6_e4	GT6:12	-	-	212	fig|2005473.95.peg.654	264	1.5e-103	1	211	3	218	0.990566037736
GH28_e64	GH28:285|CE12:17|PL9_1:2	3.2.1.67:1	pectin	396	fig|2005473.95.peg.672	227	2.9e-45	3	156	77	227	0.386363636364
PL1_e60	PL1_2:186|CE8:16|PL1:11|CBM6:4|CBM35:1|CBM88:1	4.2.2.2:3	pectin	184	fig|2005473.95.peg.696	700	1.7e-76	1	184	81	271	0.994565217391
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	xylan, arabinan, beta-glucan, beta-glucan	251	fig|2005473.95.peg.698	854	3.2e-107	4	246	59	307	0.964143426295
GH43_e124	GH43_12:138|GH10:7|GH43:1	3.2.1.55:7|3.2.1.8:1	xylan, xylan	295	fig|2005473.95.peg.699	565	2.5e-119	1	295	59	355	0.996610169492
CBM91_e1	CBM91:671|GH43_12:667|GH10:2|GH43_1:1|GH43:1	-	xylan	185	fig|2005473.95.peg.699	565	7.1e-46	2	184	388	563	0.983783783784
GH2_e137	GH2:343|CBM32:1|CBM67:1	3.2.1.23:2	beta-galactan	607	fig|2005473.95.peg.758	835	8.5e-299	2	606	24	631	0.995057660626
GH16_e155	GH16_3:29|GH16:1	-	-	229	fig|2005473.95.peg.777	270	9e-99	1	229	42	268	0.995633187773
GT9_e65	GT9:196	-	-	249	fig|2005473.95.peg.820	353	1.8e-97	1	249	81	331	0.995983935743
GH18_e152	GH18:40	3.2.1.96:1	host glycan	175	fig|2005473.95.peg.828	487	3.5e-63	1	173	207	385	0.982857142857
GT4_e1075	GT4:15	-	-	147	fig|2005473.95.peg.865	396	1.2e-58	2	145	215	358	0.972789115646
GH73_e10	GH73:59|CBM50:1	-	-	126	fig|2005473.95.peg.896	200	4.9e-23	2	125	103	199	0.97619047619
GH31_e8	GH31:38	-	-	430	fig|2005473.95.peg.992	770	8.8e-225	1	430	205	636	0.997674418605
GT4_e1470	GT4:8	-	-	147	fig|2005473.95.peg.1020	367	8.1e-21	2	126	196	320	0.843537414966
GH23_e330	GH23:202|CBM50:159	-	-	132	fig|2005473.95.peg.1124	547	1.7e-61	1	132	124	259	0.992424242424
CBM50_e954	CBM50:346|GH23:339	-	chitin, peptidoglycan	42	fig|2005473.95.peg.1124	547	1.4e-17	1	42	383	424	0.97619047619
GH29_e30	GH29:1257|CBM32:104|CBM0:3|GH33:3|CBM6:1|CBM9:1|CE3:1|GH136:1|GH0:1|CBM47:1|GT1:1	3.2.1.111:8|3.2.1.51:3	host glycan, host glycan	301	fig|2005473.95.peg.1169	600	9.9e-134	2	300	53	369	0.990033222591
GT51_e160	GT51:316	-	-	185	fig|2005473.95.peg.1191	787	2.8e-83	3	185	66	246	0.983783783784
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host glycan, host glycan, host glycan	494	fig|2005473.95.peg.1208	750	6.1e-193	3	492	245	749	0.98987854251
GH109_e5	GH109:463	-	-	399	fig|2005473.95.peg.1233	480	1.9e-197	1	398	59	463	0.994987468672
GT2	GT2:444	-	-	314	fig|2005473.95.peg.1287	333	1.4e-121	2	296	9	305	0.936305732484
GH33_e14	GH33:62	-	-	363	fig|2005473.95.peg.1328	499	1e-180	3	362	123	483	0.988980716253
GH32_e11	GH32:18|CBM38:5	-	-	283	fig|2005473.95.peg.1414	483	3.1e-134	1	282	34	320	0.992932862191
GH32_e16	GH32:1098|CBM66:301|CBM38:114	3.2.1.80:10|3.2.1.65:10|3.2.1.26:7|3.2.1.153:5|3.2.1.64:3|2.4.1.99:3	fructan, fructan, fructan, fructan, fructan, fructan	316	fig|2005473.95.peg.1418	616	1.8e-124	3	312	144	451	0.977848101266
GH2_e119	GH2:25	-	-	560	fig|2005473.95.peg.1436	1461	2.5e-299	2	560	428	987	0.996428571429
GH2_e5	GH2:23	-	-	770	fig|2005473.95.peg.1437	1240	0	1	769	239	1006	0.997402597403
GH92_e30	GH92:201	3.2.1.-:2	host glycan	521	fig|2005473.95.peg.1438	764	5.2e-263	2	521	230	749	0.996161228407
GH123_e16	GH123:156	3.2.1.53:2|3.2.1.-:1	host glycan, host glycan	534	fig|2005473.95.peg.1553	530	5.6e-193	2	533	12	525	0.994382022472
GT2	GT2:60	-	-	266	fig|2005473.95.peg.1623	332	6.7e-110	1	265	6	271	0.992481203008
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan, host glycan	351	fig|2005473.95.peg.182	782	1.5e-150	2	350	148	505	0.991452991453
GH130_e13	GH130:541	2.4.1.319:4|2.4.1.320:2	beta-mannan, beta-mannan	300	fig|2005473.95.peg.184	318	1.3e-150	1	299	21	314	0.993333333333
GH18_e370	GH18:7	-	-	233	fig|2005473.95.peg.189	361	1.3e-22	2	176	44	213	0.74678111588
GH18_e54	GH18:11	-	-	185	fig|2005473.95.peg.189	361	5e-48	57	185	167	318	0.691891891892
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan, beta-glucan	222	fig|2005473.95.peg.193	779	9.1e-82	1	221	126	350	0.990990990991
GH110_e1	GH110:39	3.2.1.22:1|3.2.1.-:1	host glycan, host glycan	554	fig|2005473.95.peg.2062	605	1.2e-262	2	553	35	582	0.994584837545
GH43_e0	GH43_10:1191|GH43_12:66|GH28:13|GH43:5	3.2.1.55:2|3.2.1.37:1	xylan, xylan	269	fig|2005473.95.peg.2082	544	2e-131	1	269	41	313	0.996282527881
CBM91_e10	CBM91:1294|GH43_10:1290|GH43:2|CBM6:1	-	xylan	195	fig|2005473.95.peg.2082	544	9.2e-77	1	194	347	542	0.989743589744
CE12_e30	CE12:134|CE8:55|CE0:21|PL10_1:1	-	-	211	fig|2005473.95.peg.2089	664	2e-90	1	210	416	649	0.990521327014
GH43_e85	GH43_28:18|CBM32:1|GH43:1	-	-	262	fig|2005473.95.peg.2275	565	1.8e-130	1	260	52	311	0.988549618321
CBM32_e190	CBM32:12|GH43_28:12	-	host glycan	116	fig|2005473.95.peg.2275	565	1.6e-29	2	113	355	468	0.956896551724
GH31_e65	GH31:78	-	-	431	fig|2005473.95.peg.2292	888	2.8e-194	1	431	206	651	0.997679814385
GH43_e236	GH43_24:328|GH16_3:32|CBM13:6|GH30_5:6|GH43_19:6|CBM66:1|GH105:1|GH16:1|GH35:1	-	-	288	fig|2005473.95.peg.2296	644	1.5e-120	3	287	65	350	0.986111111111
GH16_e36	GH16_3:51|GH43_24:33|GH16:7|GH154:1|GH105:1	-	-	249	fig|2005473.95.peg.2296	644	8.9e-117	2	249	395	644	0.991967871486
GT2	GT2:308	-	-	168	fig|2005473.95.peg.2352	317	1.5e-67	1	167	11	177	0.988095238095
GH2_e137	GH2:343|CBM32:1|CBM67:1	3.2.1.23:2	beta-galactan	607	fig|2005473.95.peg.2419	835	1.3e-276	2	606	21	625	0.995057660626
GH3_e27	GH3:41|GH2:1	-	-	224	fig|2005473.95.peg.2421	990	8e-131	1	224	361	584	0.995535714286
GH2_e139	GH2:45|GH3:1	3.2.1.31:1	beta-glucuronan	497	fig|2005473.95.peg.2422	602	4.7e-247	1	497	30	528	0.997987927565
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	xylan, arabinan, beta-glucan, beta-glucan	251	fig|2005473.95.peg.2461	705	2.2e-108	4	247	53	301	0.96812749004
CE1_e24	CE1:8|CBM4:3|GH11:1|CBM88:1|CBM9:1|CBM6:1|CBM35:1	3.1.1.72:1|3.2.1.8:1	xylan	151	fig|2005473.95.peg.2465	286	2.6e-16	2	145	35	191	0.94701986755
GH24_e100	GH24:13	-	-	117	fig|2005473.95.peg.2576	162	2.9e-66	1	116	40	155	0.982905982906
GH24_e100	GH24:13	-	-	117	fig|2005473.95.peg.2592	59	1.9e-25	6	63	1	58	0.487179487179
GH3_e57	GH3:182	3.2.1.-:1	beta-glucan	226	fig|2005473.95.peg.2602	992	5.8e-100	3	225	107	328	0.982300884956
GH18_e50	GH18:11	-	-	138	fig|2005473.95.peg.2608	338	3.1e-67	2	138	114	253	0.985507246377
GH25_e62	GH25:49	-	-	172	fig|2005473.95.peg.2688	252	5.4e-55	1	169	54	225	0.976744186047
CBM48_e32	CBM48:1020|GH13_8:992|GH13:3|GT4:2|GH28:2	2.4.1.18:166	glycogen	89	fig|2005473.95.peg.274	676	1.2e-23	1	89	52	136	0.988764044944
GH13_e20	GH13_8:470|CBM48:339|GH13:16|GT4:1|GH28:1	2.4.1.18:50	sucrose, alpha-glucan	293	fig|2005473.95.peg.274	676	2.6e-144	1	293	221	512	0.996587030717
GT28_e43	GT28:568	-	-	161	fig|2005473.95.peg.2773	366	1.2e-57	1	160	192	350	0.987577639752
GH53_e22	GH53:425|CBM61:12|GH35:1|CBM13:1|CBM10:1|CBM60:1|CBM32:1	3.2.1.89:3	arabinogalactan protein	284	fig|2005473.95.peg.2786	353	3.2e-112	1	282	47	330	0.989436619718
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	xylan, arabinan, beta-glucan, beta-glucan	251	fig|2005473.95.peg.2917	148	2.7e-51	26	156	15	148	0.517928286853
GT2	GT2:21	-	-	124	fig|2005473.95.peg.3110	334	2.5e-39	1	114	8	123	0.911290322581
GT2	GT2:10	-	-	131	fig|2005473.95.peg.3112	336	3.8e-57	1	131	19	149	0.992366412214
GT8_e167	GT8:5	-	-	248	fig|2005473.95.peg.3114	309	1.1e-122	1	248	7	256	0.995967741935
GH163_e7	GH163:34	3.2.1.-:1	host glycan	253	fig|2005473.95.peg.3185	732	2.8e-151	1	253	197	449	0.99604743083
GH53_e2	GH53:215|GH2:1	3.2.1.89:2	arabinogalactan protein	332	fig|2005473.95.peg.3196	375	2.8e-90	69	326	1	259	0.774096385542
GH171_e3	GH171:806|GH3:1	-	-	343	fig|2005473.95.peg.480	401	3.1e-129	1	343	54	399	0.997084548105
GH92_e18	GH92:769	3.2.1.113:6|3.2.1.-:1	host glycan, host glycan	509	fig|2005473.95.peg.536	761	2.1e-261	2	509	233	736	0.996070726916
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host glycan, host glycan, host glycan	494	fig|2005473.95.peg.537	740	7.1e-203	3	493	241	733	0.991902834008
CE8_e64	CE8:7|PL1_2:7	-	-	300	fig|2005473.95.peg.538	1294	1.2e-167	1	300	350	649	0.996666666667
PL1_e60	PL1_2:186|CE8:16|PL1:11|CBM6:4|CBM35:1|CBM88:1	4.2.2.2:3	pectin	184	fig|2005473.95.peg.538	1294	2.9e-62	1	184	796	999	0.994565217391
GT2	GT2:387	-	-	162	fig|2005473.95.peg.550	318	1.5e-79	1	161	5	166	0.987654320988
GT2	GT2:377	-	-	167	fig|2005473.95.peg.555	245	1.7e-82	1	166	9	173	0.988023952096
GT2	GT2:54	-	-	141	fig|2005473.95.peg.582	254	9.3e-54	1	137	5	139	0.964539007092
GT4_e3670	GT4:19	-	-	135	fig|2005473.95.peg.583	410	6.7e-50	2	132	238	368	0.962962962963
GT4_e1825	GT4:9	-	-	153	fig|2005473.95.peg.584	367	5.2e-67	1	153	186	338	0.993464052288
GT4_e1329	GT4:12	-	-	139	fig|2005473.95.peg.590	413	7e-48	2	137	236	375	0.971223021583
GH43_e327	GH43_2:71|CBM6:10|GH43:10|CBM42:1|GH43_34:1|CBM35:1|GH43_29:1	3.2.1.55:2	xylan	267	fig|2005473.95.peg.599	348	4.8e-130	1	267	47	321	0.996254681648
GH23_e461	GH23:8	-	-	132	fig|2005473.95.peg.620	309	2.1e-78	2	132	83	213	0.984848484848
GH16_e321	GH16_3:114|GH16:2|CBM16:1	3.2.1.-:1	carrageenan	227	fig|2005473.95.peg.63	265	5.4e-103	1	227	34	262	0.995594713656
GH2_e30	GH2:674|CBM51:7|CBM67:1	-	-	866	fig|2005473.95.peg.673	1034	0	5	865	56	907	0.993071593533
PL1_e60	PL1_2:186|CE8:16|PL1:11|CBM6:4|CBM35:1|CBM88:1	4.2.2.2:3	pectin	184	fig|2005473.95.peg.695	691	5.4e-74	1	184	78	265	0.994565217391
CE8_e65	CE8:10|CE12:3	-	-	301	fig|2005473.95.peg.697	1159	3.1e-56	11	300	750	1020	0.960132890365
GT4_e689	GT4:71	-	-	140	fig|2005473.95.peg.723	367	1.6e-55	2	139	196	334	0.978571428571
GT4_e1632	GT4:16	-	-	135	fig|2005473.95.peg.799	402	2.2e-54	1	132	235	367	0.97037037037
GH13_e194	GH13:24|CBM41:3|GH13_41:1	-	sucrose	280	fig|2005473.95.peg.815	481	4.2e-130	1	280	66	361	0.996428571429
GH97_e10	GH97:90|CBM20:3	3.2.1.20:1	alpha-glucan	656	fig|2005473.95.peg.816	665	0	4	655	18	660	0.99237804878
GT4_e3070	GT4:16	-	-	145	fig|2005473.95.peg.824	363	7.8e-51	2	144	192	334	0.979310344828
CBM48_e31	CBM48:153|GH13:152	-	glycogen	83	fig|2005473.95.peg.834	832	3.3e-19	6	83	180	259	0.927710843373
GH13_e156	GH13:242|CBM48:233|GH13_30:1	-	sucrose	313	fig|2005473.95.peg.834	832	2.6e-106	4	312	334	646	0.984025559105
GH95_e1	GH95:1763|CBM13:26|CBM2:14|CE6:11|CBM6:7|CBM32:5|CE8:2|GH29:1|CE12:1|CBM5:1|GH1:1	3.2.1.-:3|3.2.1.63:2	pectin, xylan, xyloglucan, host glycan	743	fig|2005473.95.peg.91	1242	1.5e-281	3	732	344	1132	0.981157469717
GT2	GT2:27|GT4:1	-	-	130	fig|2005473.95.peg.957	255	3.3e-44	1	129	7	135	0.984615384615
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan, host glycan	351	fig|2005473.95.peg.979	684	1.9e-148	2	349	145	491	0.988603988604
CBM32_e198	CBM32:19|GH20:19	-	host glycan	96	fig|2005473.95.peg.979	684	6.2e-20	2	94	577	671	0.958333333333
