feature_id	location	type	function	aliases	protein_md5
fig|2005473.102.peg.111	NODE_1_length_109849_cov_33.5251_88705-939	CDS	hypothetical protein		d70de8a3c029558368d00e30f883a880
fig|2005473.102.peg.112	NODE_1_length_109849_cov_33.5251_89709-990	CDS	UDP-glucose 4-epimerase (EC 5.1.3.2)		a682038e0c368a278331a4290cd825ac
fig|2005473.102.peg.113	NODE_1_length_109849_cov_33.5251_90189-474	CDS	hypothetical protein		e9a12ef3b7f0cc91382670ea251a8959
fig|2005473.102.peg.114	NODE_1_length_109849_cov_33.5251_91798-1572	CDS	hypothetical protein		fb74e6bdac5d2e22f7cee14df9d1dce3
fig|2005473.102.peg.115	NODE_1_length_109849_cov_33.5251_92733-939	CDS	Hemolysin A		b2df1a26384e7da469b0745986277a18
fig|2005473.102.peg.116	NODE_1_length_109849_cov_33.5251_93643-879	CDS	hypothetical protein		1cc33944c6514ecf514bc7701eb6c7b2
fig|2005473.102.peg.117	NODE_1_length_109849_cov_33.5251_93743+867	CDS	hypothetical protein		b53c2f63483486203c0add7d4a49e40c
fig|2005473.102.peg.118	NODE_1_length_109849_cov_33.5251_94684+594	CDS	FIG000605: protein co-occurring with transport systems (COG1739)		87e6d6185839a0822439ec5eaa411d95
fig|2005473.102.peg.119	NODE_1_length_109849_cov_33.5251_96106-783	CDS	hypothetical protein		cf872c659670e9756c4ea642025fcda1
fig|2005473.102.peg.120	NODE_1_length_109849_cov_33.5251_96654-522	CDS	hypothetical protein		a425a73583368fca1a401524070c88c1
fig|2005473.102.peg.121	NODE_1_length_109849_cov_33.5251_97709-1053	CDS	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17)		f41c14588247945ec015f2754e6822fb
fig|2005473.102.peg.122	NODE_1_length_109849_cov_33.5251_98632-846	CDS	tRNA pseudouridine(55) synthase (EC 5.4.99.25)		80afc4b9b5d441216f2921c0e5334008
fig|2005473.102.peg.123	NODE_1_length_109849_cov_33.5251_99542-894	CDS	Undecaprenyl-diphosphatase (EC 3.6.1.27)		5d358afff6f2c65b502a414fdeee7487
fig|2005473.102.peg.124	NODE_1_length_109849_cov_33.5251_99900-315	CDS	hypothetical protein		1bd3825f1be7f76496490beb770caaf0
fig|2005473.102.peg.125	NODE_1_length_109849_cov_33.5251_100812-873	CDS	Cell-division-associated, ABC-transporter-like signaling protein FtsX		7e0101bf99ac86208ada277d5e052ae8
fig|2005473.102.peg.126	NODE_1_length_109849_cov_33.5251_100851+123	CDS	hypothetical protein		b47e2c4fcce331682c01e3612fa2a97e
fig|2005473.102.peg.127	NODE_1_length_109849_cov_33.5251_102380-1338	CDS	tRNA-i(6)A37 methylthiotransferase (EC 2.8.4.3)		94f4c47878590f38fcccfbd4085e391f
fig|2005473.102.peg.128	NODE_1_length_109849_cov_33.5251_102568+351	CDS	hypothetical protein		0a7d4b4d900f863218e040f7d4663e26
fig|2005473.102.peg.129	NODE_1_length_109849_cov_33.5251_103018+1044	CDS	Acetyl-CoA hydrolase (EC 3.1.2.1)		40a5ac2ea5335653e555f85ccd4fe766
fig|2005473.102.peg.130	NODE_1_length_109849_cov_33.5251_104222+903	CDS	Putative sodium-dependent transporter		65c58dcd1d331cab4262ed20ec30ad03
fig|2005473.102.peg.131	NODE_1_length_109849_cov_33.5251_105170+747	CDS	hypothetical protein		24ee0a94a7116fd349968193b37f4b39
fig|2005473.102.peg.132	NODE_1_length_109849_cov_33.5251_106473+1197	CDS	hypothetical protein		811cfd0540d5c692037848dbcea01136
fig|2005473.102.peg.133	NODE_1_length_109849_cov_33.5251_108387-639	CDS	hypothetical protein		a019f761247afc0d9048a7be4c1c1a5f
fig|2005473.102.peg.134	NODE_1_length_109849_cov_33.5251_108553+321	CDS	PaaD-like protein (DUF59) involved in Fe-S cluster assembly		3d44132e4db321705a198f7023dc6766
fig|2005473.102.peg.135	NODE_1_length_109849_cov_33.5251_108908+780	CDS	hypothetical protein		0fb655dcddebfc5a703a2dd551a85636
fig|2005473.102.peg.136	NODE_2_length_107741_cov_37.8177_819-570	CDS	hypothetical protein		70c7e0f189c484fe38f577ad52e7d20c
fig|2005473.102.peg.137	NODE_2_length_107741_cov_37.8177_919+117	CDS	hypothetical protein		6ee501035c18d0c63e05819e74789b43
fig|2005473.102.peg.138	NODE_2_length_107741_cov_37.8177_2607-1536	CDS	hypothetical protein		7f5ae1be89a73404bbc41a09b849cb4a
fig|2005473.102.peg.139	NODE_2_length_107741_cov_37.8177_3713-1035	CDS	hypothetical protein		09792c7084c3766e13f4a05881386f8b
fig|2005473.102.peg.140	NODE_2_length_107741_cov_37.8177_4152-321	CDS	Transcriptional regulator, Xre family		b19f1e36c3e0f8190c71d20f0560acf5
fig|2005473.102.peg.141	NODE_2_length_107741_cov_37.8177_4684-432	CDS	hypothetical protein		f43aee8a555608e78793006748816fef
fig|2005473.102.peg.142	NODE_2_length_107741_cov_37.8177_5600-894	CDS	hypothetical protein		2272da8de4918a51b318933bbe052ee3
fig|2005473.102.peg.143	NODE_2_length_107741_cov_37.8177_6700-1062	CDS	hypothetical protein		e3aeda5149776e4c5f44f4ffd314d8d5
fig|2005473.102.peg.144	NODE_2_length_107741_cov_37.8177_7306-570	CDS	hypothetical protein		6e48c3ee7bb63ab5ffe5a4ec55e47e47
fig|2005473.102.peg.145	NODE_2_length_107741_cov_37.8177_8373-1062	CDS	Fic domain protein, BT_4222 type		9e052cbbb73ff02d416153d91ccafa79
fig|2005473.102.peg.146	NODE_2_length_107741_cov_37.8177_10187-1689	CDS	hypothetical protein		4fc0bb467f50c0439e8f8ef8a5b3b74f
fig|2005473.102.peg.147	NODE_2_length_107741_cov_37.8177_12989-2604	CDS	hypothetical protein		36731544f58f19e77d6115419126ddd7
fig|2005473.102.peg.148	NODE_2_length_107741_cov_37.8177_13789-513	CDS	hypothetical protein		f929b6850f58df88c32555aaf75a916f
fig|2005473.102.peg.149	NODE_2_length_107741_cov_37.8177_14466-681	CDS	hypothetical protein		f98b7cf703da3d131d0dacef0f03e62f
fig|2005473.102.peg.150	NODE_2_length_107741_cov_37.8177_15418-933	CDS	Mobilization protein BmgA		ef49266c0e9357a452aa2163d5a90f8c
fig|2005473.102.peg.151	NODE_2_length_107741_cov_37.8177_15806-366	CDS	hypothetical protein		8029c8750c59b12fcc67d676df2cdcd1
fig|2005473.102.peg.152	NODE_2_length_107741_cov_37.8177_16402-411	CDS	hypothetical protein		3b77ece0c13d074a3ba24c24f27ba348
fig|2005473.102.peg.153	NODE_2_length_107741_cov_37.8177_16900-393	CDS	hypothetical protein		43365ca819b2d6f5131fbbbf6bcb540b
fig|2005473.102.peg.154	NODE_2_length_107741_cov_37.8177_17531-645	CDS	hypothetical protein		8ea8a0f7f758b5fefd532aab0b787935
fig|2005473.102.peg.155	NODE_2_length_107741_cov_37.8177_18315-768	CDS	hypothetical protein		7affc38b4202fd2f853de4025f0a6a42
fig|2005473.102.peg.156	NODE_2_length_107741_cov_37.8177_18748-387	CDS	hypothetical protein		5de62e7f134e12796f228d3594939331
fig|2005473.102.peg.157	NODE_2_length_107741_cov_37.8177_19100+315	CDS	hypothetical protein		e5a7ee0aef4f67d558a78b5cd6749699
fig|2005473.102.peg.158	NODE_2_length_107741_cov_37.8177_19430+525	CDS	hypothetical protein		381060930e4c959b840c1bf675e31f9e
fig|2005473.102.peg.159	NODE_2_length_107741_cov_37.8177_21428-1404	CDS	hypothetical protein		898ac1eba9ab42a8952f5e2147349c2d
fig|2005473.102.peg.160	NODE_2_length_107741_cov_37.8177_22103-462	CDS	hypothetical protein		9592c620f2418c58b59d4f82651f027c
fig|2005473.102.peg.161	NODE_2_length_107741_cov_37.8177_22365-156	CDS	hypothetical protein		73b0ffee2b817a295d89a6b18b03bbd5
fig|2005473.102.peg.162	NODE_2_length_107741_cov_37.8177_23162-588	CDS	hypothetical protein		5e00ac3a633ce06aa1d0ab48c0f9c0d9
fig|2005473.102.peg.163	NODE_2_length_107741_cov_37.8177_23476-234	CDS	hypothetical protein		40505e8013d2467a650527c3d0f13306
fig|2005473.102.peg.164	NODE_2_length_107741_cov_37.8177_23626-138	CDS	hypothetical protein		e70819af48c9d73607951a04faa7cb45
fig|2005473.102.peg.165	NODE_2_length_107741_cov_37.8177_24532-402	CDS	Integrase		5509452cc140d2e6ed231bb4927290c6
fig|2005473.102.peg.166	NODE_2_length_107741_cov_37.8177_24584+1230	CDS	Integrase		75697a9705154db4a3cfbee08f2312af
fig|2005473.102.peg.167	NODE_2_length_107741_cov_37.8177_25827+1221	CDS	Integrase		cd27c128747e80ecdbfb41810a39adb4
fig|2005473.102.peg.168	NODE_2_length_107741_cov_37.8177_27069+375	CDS	putative lipoprotein		71a6c01a826d15780a1ada2de6335192
fig|2005473.102.peg.169	NODE_2_length_107741_cov_37.8177_28096-306	CDS	hypothetical protein		bfea903a85ebac2d8c892d04fd63bb94
fig|2005473.102.peg.170	NODE_2_length_107741_cov_37.8177_28454-312	CDS	hypothetical protein		1021f2f45fef88f1510a207c1036d742
fig|2005473.102.peg.171	NODE_2_length_107741_cov_37.8177_28669-159	CDS	hypothetical protein		3f1521fa1de16f1d3d4b849d2b154d9d
fig|2005473.102.peg.172	NODE_2_length_107741_cov_37.8177_28997+468	CDS	Similar to conjugative transposon protein TraB		fa65ae2a9d83f892f564f6b84a958ee9
fig|2005473.102.peg.173	NODE_2_length_107741_cov_37.8177_29745+435	CDS	hypothetical protein clusted with conjugative transposons, BF0131		bd073eacf00d5bf4486dd93bfa077420
fig|2005473.102.peg.174	NODE_2_length_107741_cov_37.8177_30187+123	CDS	hypothetical protein		3899884dc6696ad9e322d1eafbb19a2b
fig|2005473.102.peg.175	NODE_2_length_107741_cov_37.8177_30438+570	CDS	hypothetical protein		82c3c69bcb0a0e7f9f5ad79df3a52ff1
fig|2005473.102.peg.176	NODE_2_length_107741_cov_37.8177_31113+849	CDS	hypothetical protein		c630fb22f4a7753638fd41b7dd140764
fig|2005473.102.peg.177	NODE_2_length_107741_cov_37.8177_31990+2292	CDS	Outer membrane receptor proteins, mostly Fe transport		be54998b72443bd774627609ebf70cb2
fig|2005473.102.peg.178	NODE_2_length_107741_cov_37.8177_34294+255	CDS	hypothetical protein		44be246e8392eb9bfd56a2a53364fa3c
fig|2005473.102.peg.179	NODE_2_length_107741_cov_37.8177_34588+2310	CDS	CTnDOT two-component system sensor histidine kinase RteA		2b9b7e59fd7139a4019bc2a44f13cdbe
fig|2005473.102.peg.180	NODE_2_length_107741_cov_37.8177_36890+1323	CDS	CTnDOT two-component system response regulator and RteC activator, RteB		1ab9f543a9c3223bd3c669955ec81219
fig|2005473.102.peg.181	NODE_2_length_107741_cov_37.8177_39365-1011	CDS	Integrase		e8770cb6b6f41b4711ee084334f8821f
fig|2005473.102.peg.182	NODE_2_length_107741_cov_37.8177_40362-888	CDS	hypothetical protein		5907bbc0388fc932410b9e3624fc79aa
