HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH77.hmm	494	fig|2005473.102.peg.1450	902	3.8e-146	1	488	254	896	0.985829959514
GT30.hmm	177	fig|2005473.102.peg.1528	418	1.8e-46	9	176	37	207	0.943502824859
GT2.hmm	170	fig|2005473.102.peg.1577	314	4.2e-33	1	129	3	134	0.752941176471
GT2.hmm	170	fig|2005473.102.peg.1579	352	6.8e-26	1	132	6	136	0.770588235294
GT2.hmm	170	fig|2005473.102.peg.1580	318	3.4e-34	1	140	7	147	0.817647058824
GT32.hmm	90	fig|2005473.102.peg.1581	258	3.4e-19	2	89	19	97	0.966666666667
GT32.hmm	90	fig|2005473.102.peg.1582	178	3.6e-19	3	84	88	164	0.9
GT23.hmm	318	fig|2005473.102.peg.1658	287	5.5e-22	20	280	13	266	0.817610062893
GT9.hmm	225	fig|2005473.102.peg.1666	358	4e-33	3	215	82	332	0.942222222222
GH3.hmm	216	fig|2005473.102.peg.1673	752	3.1e-68	4	215	73	291	0.976851851852
GT51.hmm	177	fig|2005473.102.peg.1697	794	1.9e-60	2	177	71	253	0.988700564972
GH13_28.hmm	287	fig|2005473.102.peg.1747	854	1.2e-67	1	285	41	313	0.989547038328
GH31.hmm	427	fig|2005473.102.peg.1828	778	7.7e-118	1	426	204	644	0.995316159251
GT26.hmm	171	fig|2005473.102.peg.1835	232	1.4e-50	6	170	53	216	0.959064327485
GH144.hmm	404	fig|2005473.102.peg.1904	468	7.7e-190	3	404	47	458	0.992574257426
GH3.hmm	216	fig|2005473.102.peg.1905	774	3.5e-71	3	216	109	330	0.986111111111
GH66.hmm	556	fig|2005473.102.peg.1977	674	7.5e-157	2	554	120	673	0.992805755396
CBM62.hmm	131	fig|2005473.102.peg.2060	632	4.5e-16	2	131	28	160	0.984732824427
GH25.hmm	177	fig|2005473.102.peg.215	255	4.4e-44	1	177	55	227	0.994350282486
GT2.hmm	170	fig|2005473.102.peg.2189	325	8.3e-34	1	168	4	167	0.982352941176
CBM74.hmm	312	fig|2005473.102.peg.2208	537	4.7e-55	1	311	24	336	0.99358974359
GH13_42.hmm	400	fig|2005473.102.peg.225	884	4.6e-154	1	400	70	514	0.9975
GH24.hmm	137	fig|2005473.102.peg.2250	163	1.3e-16	25	137	51	156	0.817518248175
GT6.hmm	280	fig|2005473.102.peg.2295	246	1e-41	48	243	2	189	0.696428571429
GH27.hmm	229	fig|2005473.102.peg.232	471	4.8e-35	6	228	191	449	0.96943231441
GH97.hmm	631	fig|2005473.102.peg.233	703	2.3e-248	11	630	16	699	0.980982567353
CE1.hmm	227	fig|2005473.102.peg.2337	389	5e-55	3	222	150	385	0.964757709251
GT119.hmm	360	fig|2005473.102.peg.2348	495	1.6e-28	2	194	30	217	0.533333333333
GT119.hmm	360	fig|2005473.102.peg.2348	495	6.7e-49	175	357	306	486	0.505555555556
CE11.hmm	271	fig|2005473.102.peg.2350	460	1.1e-69	1	220	3	223	0.808118081181
GH13_14.hmm	289	fig|2005473.102.peg.2371	682	9.3e-119	1	289	209	533	0.996539792388
CBM26.hmm	75	fig|2005473.102.peg.2433	766	2.5e-16	1	63	126	189	0.826666666667
GH13_37.hmm	314	fig|2005473.102.peg.2433	766	5.2e-93	5	314	357	651	0.984076433121
GH108.hmm	86	fig|2005473.102.peg.2466	190	7.2e-23	3	86	9	99	0.96511627907
GT2.hmm	170	fig|2005473.102.peg.2650	319	7.7e-22	2	142	10	162	0.823529411765
GT11.hmm	276	fig|2005473.102.peg.270	278	4.6e-21	1	256	1	262	0.923913043478
GT4.hmm	160	fig|2005473.102.peg.2745	432	1.3e-21	12	157	265	408	0.90625
GH105.hmm	332	fig|2005473.102.peg.2748	392	5.9e-21	57	324	119	379	0.80421686747
GT2.hmm	170	fig|2005473.102.peg.2750	323	5.6e-31	1	130	3	126	0.758823529412
GT4.hmm	160	fig|2005473.102.peg.2751	380	3.4e-28	7	152	208	351	0.90625
GT4.hmm	160	fig|2005473.102.peg.2752	381	2e-30	12	154	212	351	0.8875
GT3.hmm	637	fig|2005473.102.peg.2763	556	5.2e-108	1	347	13	348	0.5431711146
GT35.hmm	674	fig|2005473.102.peg.2764	851	4.6e-127	20	563	124	642	0.805637982196
GH81.hmm	622	fig|2005473.102.peg.2770	1026	1.4e-118	8	613	39	658	0.972668810289
GT4.hmm	160	fig|2005473.102.peg.2843	400	1.2e-23	10	157	231	375	0.91875
GT2.hmm	170	fig|2005473.102.peg.2844	352	3e-31	1	141	4	146	0.823529411765
GT4.hmm	160	fig|2005473.102.peg.2846	388	9.4e-27	12	158	220	364	0.9125
GT32.hmm	90	fig|2005473.102.peg.2861	224	1e-19	9	87	2	71	0.866666666667
GT122.hmm	327	fig|2005473.102.peg.2862	372	1.1e-17	22	321	70	368	0.914373088685
GT2.hmm	170	fig|2005473.102.peg.2863	92	1.3e-22	3	80	6	83	0.452941176471
GT2.hmm	170	fig|2005473.102.peg.2865	299	1.2e-24	1	110	5	113	0.641176470588
GT4.hmm	160	fig|2005473.102.peg.2866	362	1.1e-27	9	156	192	338	0.91875
GT4.hmm	160	fig|2005473.102.peg.2867	317	3.3e-26	7	117	200	308	0.6875
CBM98.hmm	105	fig|2005473.102.peg.2894	840	1.2e-26	8	104	37	136	0.914285714286
GH13_47.hmm	312	fig|2005473.102.peg.2894	840	5.1e-101	3	311	329	639	0.987179487179
GT4.hmm	160	fig|2005473.102.peg.2964	381	3.6e-33	8	157	199	348	0.93125
GH16_3.hmm	230	fig|2005473.102.peg.316	292	5.4e-58	3	229	57	288	0.982608695652
GH3.hmm	216	fig|2005473.102.peg.320	768	8.5e-65	4	215	108	336	0.976851851852
GT117.hmm	245	fig|2005473.102.peg.521	1162	3.1e-36	2	203	16	236	0.820408163265
CE4.hmm	130	fig|2005473.102.peg.522	206	2.5e-24	7	119	26	134	0.861538461538
GH13_6.hmm	286	fig|2005473.102.peg.539	694	6.4e-68	13	285	64	336	0.951048951049
GT28.hmm	157	fig|2005473.102.peg.559	374	8.8e-46	2	155	192	356	0.974522292994
GT119.hmm	360	fig|2005473.102.peg.560	438	1.2e-47	1	358	28	405	0.991666666667
GH13_8.hmm	320	fig|2005473.102.peg.573	674	1.5e-165	2	320	191	511	0.99375
GT2.hmm	170	fig|2005473.102.peg.587	335	6.9e-34	1	167	6	171	0.976470588235
GT2.hmm	170	fig|2005473.102.peg.634	320	8.4e-38	1	124	12	133	0.723529411765
GT19.hmm	354	fig|2005473.102.peg.660	381	1.8e-104	2	352	7	362	0.988700564972
GH13_42.hmm	400	fig|2005473.102.peg.671	1005	6.5e-162	1	400	73	500	0.9975
GT4.hmm	160	fig|2005473.102.peg.673	384	1.2e-21	9	155	202	344	0.9125
GH133.hmm	372	fig|2005473.102.peg.684	647	5.9e-78	9	372	288	637	0.975806451613
GT4.hmm	160	fig|2005473.102.peg.685	415	3.1e-35	4	156	234	383	0.95
GH57.hmm	383	fig|2005473.102.peg.686	483	8.1e-61	2	310	6	323	0.804177545692
GT4.hmm	160	fig|2005473.102.peg.690	371	1.3e-31	12	153	197	339	0.88125
GH97.hmm	631	fig|2005473.102.peg.743	713	2.1e-238	8	630	8	709	0.985736925515
GH13_48.hmm	283	fig|2005473.102.peg.744	492	1.1e-121	2	282	60	357	0.989399293286
GH43_28.hmm	265	fig|2005473.102.peg.751	703	1.5e-108	2	264	174	441	0.988679245283
CBM32.hmm	124	fig|2005473.102.peg.751	703	4.8e-20	11	107	483	593	0.774193548387
GT4.hmm	160	fig|2005473.102.peg.791	355	1.9e-23	12	148	179	317	0.85
GH13_46.hmm	322	fig|2005473.102.peg.838	629	2.7e-136	1	320	173	493	0.990683229814
GH13_38.hmm	371	fig|2005473.102.peg.922	598	2.5e-166	1	370	56	415	0.99460916442
CE1.hmm	227	fig|2005473.102.peg.944	278	1e-20	8	215	26	212	0.911894273128
CBM98.hmm	105	fig|2005473.102.peg.950	1191	4.3e-21	2	104	157	258	0.971428571429
GH31.hmm	427	fig|2005473.102.peg.950	1191	4.2e-115	1	427	486	919	0.997658079625
GH32.hmm	293	fig|2005473.102.peg.962	794	3.1e-61	1	293	267	573	0.996587030717
GH32.hmm	293	fig|2005473.102.peg.999	614	3.7e-90	1	290	145	447	0.986348122867
