Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
fig|2005473.96.peg.1780	-	GT4(231-390)	-	-	N	1
fig|2005473.96.peg.1781	-	GT2(11-140)	-	-	N	1
fig|2005473.96.peg.1782	-	GT2(9-148)	-	-	N	1
fig|2005473.96.peg.1793	-	GH97(9-641)	-	-	Y(1-19)	1
fig|2005473.96.peg.180	-	GH51_1(26-509)	-	-	Y(1-19)	1
fig|2005473.96.peg.1808	-	GT2(11-172)	-	-	N	1
fig|2005473.96.peg.181	-	GH51_2(198-656)	-	-	Y(1-22)	1
fig|2005473.96.peg.182	-	GH43_4(55-379)	-	-	Y(1-32)	1
fig|2005473.96.peg.1851	-	CE1(94-277)	-	-	Y(1-25)	1
fig|2005473.96.peg.1880	-	GH13_8(192-512)	-	-	N	1
fig|2005473.96.peg.1892	-	CBM67(344-517)+GH78(545-1090)	-	-	Y(1-24)	1
fig|2005473.96.peg.1899	-	GH2(53-922)	-	-	N	1
fig|2005473.96.peg.190	-	GH43_4(196-555)	-	-	N	1
fig|2005473.96.peg.193	-	GH2(49-898)	-	-	Y(1-20)	1
fig|2005473.96.peg.1935	-	GT2(201-323)	-	-	N	1
fig|2005473.96.peg.1939	-	GH51_2(239-848)	-	-	Y(1-22)	1
fig|2005473.96.peg.1992	-	GH2(20-698)	-	-	Y(1-21)	1
fig|2005473.96.peg.1996	-	GH43_7(29-299)	-	-	Y(1-24)	1
fig|2005473.96.peg.1998	-	CE1(142-374)	-	-	N	1
fig|2005473.96.peg.2000	-	GH43_29(44-332)	-	-	Y(1-27)	1
fig|2005473.96.peg.2001	-	GH43_2(25-302)+GH8(505-831)	-	-	Y(1-24)	1
fig|2005473.96.peg.2002	-	CE1(145-363)	-	-	Y(1-20)	1
fig|2005473.96.peg.2003	-	GT4(202-341)	-	-	N	1
fig|2005473.96.peg.2015	-	GT2(8-175)	-	-	N	1
fig|2005473.96.peg.2016	-	GT122(31-334)	-	-	N	1
fig|2005473.96.peg.2058	-	GH25(180-378)	-	-	N	1
fig|2005473.96.peg.2071	-	GT2(8-169)	-	-	N	1
fig|2005473.96.peg.2094	-	CE15(56-379)	-	-	Y(1-24)	1
fig|2005473.96.peg.2126	-	GT9(78-330)	-	-	N	1
fig|2005473.96.peg.2130	-	GT4(188-331)	-	-	N	1
fig|2005473.96.peg.2212	-	GH51_1(22-505)	-	-	N	1
fig|2005473.96.peg.2213	-	GH2(34-599)	-	-	Y(1-21)	1
fig|2005473.96.peg.2217	-	GH133(285-637)	-	-	N	1
fig|2005473.96.peg.2218	-	GT4(240-388)	-	-	N	1
fig|2005473.96.peg.2219	-	GH57(6-325)	-	-	N	1
fig|2005473.96.peg.2251	-	GT83(10-510)	-	-	N	1
fig|2005473.96.peg.2277	-	GT4(207-355)	-	-	N	1
fig|2005473.96.peg.2305	-	GH127(41-573)	-	-	N	1
fig|2005473.96.peg.2307	-	GH97(16-659)	-	-	Y(1-25)	1
fig|2005473.96.peg.2308	-	GH127(39-570)	-	-	Y(1-20)	1
fig|2005473.96.peg.2318	-	GT2(4-167)	-	-	N	1
fig|2005473.96.peg.2342	-	GH31_16(186-614)	-	-	Y(1-22)	1
fig|2005473.96.peg.2372	-	GH23(99-222)	-	-	Y(1-23)	1
fig|2005473.96.peg.242	-	GT19(4-358)	-	-	N	1
fig|2005473.96.peg.2438	-	CE1(34-268)	-	-	Y(1-22)	1
fig|2005473.96.peg.2459	-	GT119(2-183)+GT119(217-457)	-	-	N	1
fig|2005473.96.peg.2469	-	GH39(98-515)	-	-	Y(1-20)	1
fig|2005473.96.peg.247	-	GH115(30-834)	-	-	Y(1-17)	1
fig|2005473.96.peg.254	-	GT2(5-180)	-	-	N	1
fig|2005473.96.peg.2554	-	GH35(44-354)	-	-	Y(1-25)	1
fig|2005473.96.peg.2563	-	GH2(51-498)	-	-	Y(1-21)	1
fig|2005473.96.peg.2592	-	GT2(9-147)	-	-	N	1
fig|2005473.96.peg.2606	-	GH13_14(199-357)	-	-	N	1
fig|2005473.96.peg.2607	-	GH13_14(1-165)	-	-	N	1
fig|2005473.96.peg.2610	-	GH3(60-301)	-	-	N	1
fig|2005473.96.peg.269	-	GH43_24(47-337)+GH16_3(380-630)	-	-	Y(1-20)	1
fig|2005473.96.peg.325	-	GH13_28(44-354)	-	-	Y(1-29)	1
fig|2005473.96.peg.357	-	CBM20(3-84)+CBM20(137-219)+GH77(244-885)	-	-	N	1
fig|2005473.96.peg.358	-	GH16_3(357-628)	-	-	N	1
fig|2005473.96.peg.414	-	GH92(243-744)	-	-	Y(1-26)	1
fig|2005473.96.peg.452	-	GH2(23-592)+CBM57(690-850)	-	-	Y(1-23)	1
fig|2005473.96.peg.512	-	GT117(16-236)	-	-	N	1
fig|2005473.96.peg.513	-	CE4(22-132)	-	-	N	1
fig|2005473.96.peg.532	-	GT2(5-96)	-	-	N	1
fig|2005473.96.peg.533	-	GT4(167-311)	-	-	N	1
fig|2005473.96.peg.535	-	GT11(1-239)	-	-	N	1
fig|2005473.96.peg.549	-	GT119(38-402)	-	-	N	1
fig|2005473.96.peg.550	-	GT28(196-350)	-	-	N	1
fig|2005473.96.peg.573	-	GH31_3(20-427)	-	-	Y(1-20)	1
fig|2005473.96.peg.58	-	GT4(237-371)	-	-	N	1
fig|2005473.96.peg.587	-	GH3(103-315)	-	-	N	1
fig|2005473.96.peg.594	-	GH51_2(236-844)	-	-	Y(1-20)	1
fig|2005473.96.peg.60	-	GT4(195-339)	-	-	N	1
fig|2005473.96.peg.607	-	CBM98(33-130)+GH13_47(412-722)	-	-	Y(1-22)	1
fig|2005473.96.peg.625	-	GH29(17-430)	-	-	Y(1-20)	1
fig|2005473.96.peg.653	-	GH23(298-455)	-	-	Y(1-21)	1
fig|2005473.96.peg.706	-	CE1(509-719)	-	-	Y(1-22)	1
fig|2005473.96.peg.751	-	GH43_2(37-316)	-	-	Y(1-20)	1
fig|2005473.96.peg.752	-	GH92(220-738)	-	-	N	1
fig|2005473.96.peg.756	-	GH31_4(218-664)	-	-	Y(1-20)	1
fig|2005473.96.peg.762	-	GH43_28(46-304)+CBM32(346-462)	-	-	N	1
fig|2005473.96.peg.763	-	GH43_2(42-322)	-	-	Y(1-24)	1
fig|2005473.96.peg.764	-	GH3(47-294)	-	-	N	1
fig|2005473.96.peg.765	-	GH2(237-952)	-	-	Y(1-22)	1
fig|2005473.96.peg.766	-	CE20(103-369)	-	-	Y(1-22)	1
fig|2005473.96.peg.767	-	GH2(40-550)	-	-	N	1
fig|2005473.96.peg.768	-	GH43_2(243-517)	-	-	Y(1-27)	1
fig|2005473.96.peg.77	-	GH171(49-393)	-	-	N	1
fig|2005473.96.peg.777	-	GH51_2(256-864)	-	-	N	1
fig|2005473.96.peg.779	-	GH43_5(563-857)	-	-	Y(1-20)	1
fig|2005473.96.peg.784	-	GH2(20-607)	-	-	Y(1-27)	1
fig|2005473.96.peg.785	-	PL11_1(33-613)	-	-	Y(1-26)	1
fig|2005473.96.peg.786	-	CE12(65-284)+CE12(316-531)+CE12(690-895)	-	-	Y(1-23)	1
fig|2005473.96.peg.787	-	GH105(97-433)	-	-	Y(1-24)	1
fig|2005473.96.peg.793	-	GH97(13-699)	-	-	Y(1-25)	1
fig|2005473.96.peg.795	-	GH13_38(34-396)	-	-	N	1
fig|2005473.96.peg.8	-	CE1(153-363)	-	-	Y(1-24)	1
fig|2005473.96.peg.804	-	GH43_17(35-301)	-	-	Y(1-23)	1
fig|2005473.96.peg.806	-	GH43_24(46-302)	-	-	Y(1-22)	1
fig|2005473.96.peg.827	-	GH31_4(218-715)	-	-	Y(1-34)	1
fig|2005473.96.peg.830	-	GH3(101-324)	-	-	Y(1-34)	1
fig|2005473.96.peg.84	-	GH31(220-660)	-	-	Y(1-25)	1
fig|2005473.96.peg.840	-	GH115(33-668)	-	-	N	1
fig|2005473.96.peg.85	-	GH13_48(63-357)	-	-	Y(1-20)	1
fig|2005473.96.peg.854	-	GT2(6-162)	-	-	N	1
fig|2005473.96.peg.86	-	GH43_9(26-288)+CBM91(310-484)+GH43_19(537-777)	-	-	Y(1-20)	1
fig|2005473.96.peg.861	-	GH43_34(21-319)	-	-	Y(1-20)	1
fig|2005473.96.peg.884	-	GH97(13-718)	-	-	Y(1-23)	1
fig|2005473.96.peg.906	-	CE1(37-289)	-	-	Y(1-23)	1
fig|2005473.96.peg.908	-	GH5_21(43-326)+GH43_10(424-676)+CBM91(706-900)	-	-	N	1
fig|2005473.96.peg.909	-	GH43_10(53-320)+CBM91(347-553)	-	-	N	1
fig|2005473.96.peg.910	-	GH43_12(63-358)+CBM91(391-571)	-	-	N	1
fig|2005473.96.peg.916	-	GH10(473-726)	-	-	Y(1-20)	1
fig|2005473.96.peg.917	-	GH43_29(24-312)+CBM6(335-459)	-	-	Y(1-23)	1
fig|2005473.96.peg.918	-	CE6(92-201)	-	-	Y(1-22)	1
fig|2005473.96.peg.919	-	GH97(18-648)	-	-	Y(1-23)	1
fig|2005473.96.peg.920	-	GH95(27-760)	-	-	Y(1-28)	1
fig|2005473.96.peg.921	-	GH146(36-539)	-	-	Y(1-24)	1
fig|2005473.96.peg.924	-	GT30(47-207)	-	-	N	1
fig|2005473.96.peg.931	-	GH30_2(52-498)	-	-	Y(1-21)	1
fig|2005473.96.peg.941	-	CE1(437-662)	-	-	N	1
fig|2005473.96.peg.959	-	GT51(50-231)	-	-	N	1
fig|2005473.96.peg.965	-	GH3(106-328)	-	-	Y(1-29)	1
fig|2005473.96.peg.98	-	GH51_2(366-823)	-	-	N	1
fig|2005473.96.peg.99	-	PL42(48-340)	-	-	Y(1-29)	1
fig|2005473.96.peg.992	-	GH88(71-394)	-	-	Y(1-22)	1
fig|2005473.96.peg.993	-	GH43_10(36-306)+CBM91(341-548)	-	-	Y(1-22)	1
fig|2005473.96.peg.994	-	GH97(11-618)	-	-	Y(1-20)	1
fig|2005473.96.peg.995	-	GH28(193-452)	-	-	Y(1-28)	1
fig|2005473.96.peg.997	-	GH146(49-555)	-	-	Y(1-21)	1
