feature_id	location	type	function	aliases	protein_md5
fig|2005473.104.peg.24	NODE_1_length_197042_cov_62.2434_33121-2916	CDS	hypothetical protein		9b3f9ddd3f790f0491a2ab694b2edf04
fig|2005473.104.peg.25	NODE_1_length_197042_cov_62.2434_33353+2979	CDS	hypothetical protein		aa60dfd155bdaadeed75ac462c042575
fig|2005473.104.peg.26	NODE_1_length_197042_cov_62.2434_36328+1851	CDS	hypothetical protein		0c1bcf836b611e5152d5cd00e03109b5
fig|2005473.104.peg.27	NODE_1_length_197042_cov_62.2434_38241+2007	CDS	1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)		3526027a3b6548c9d3b48e9df555b557
fig|2005473.104.peg.28	NODE_1_length_197042_cov_62.2434_46478-6150	CDS	hypothetical protein		28e3b3a4605eaa6fb4ff0d166099f23d
fig|2005473.104.peg.29	NODE_1_length_197042_cov_62.2434_46712+138	CDS	hypothetical protein		a794f6ffdaf0b143a2364a10a81a0253
fig|2005473.104.peg.30	NODE_1_length_197042_cov_62.2434_46952+2043	CDS	Methionyl-tRNA synthetase (EC 6.1.1.10)		f2e3d5b53aca9ca1e201ddb4aca19bbe
fig|2005473.104.peg.31	NODE_1_length_197042_cov_62.2434_49009+1041	CDS	L-asparaginase I, cytoplasmic (EC 3.5.1.1)		2055f8fc6a8dc0dcf73a50bf63b3e1e8
fig|2005473.104.peg.32	NODE_1_length_197042_cov_62.2434_50242+273	CDS	hypothetical protein		e38c3b75034785486b3eed7966b5a971
fig|2005473.104.peg.33	NODE_1_length_197042_cov_62.2434_50585+90	CDS	hypothetical protein		c7b7e7d2cdd82ac7ec9a598676ef4c84
fig|2005473.104.peg.34	NODE_1_length_197042_cov_62.2434_50919+1623	CDS	Ribonuclease G		af8a2dee6082f904abd97d1aa623bab4
fig|2005473.104.peg.35	NODE_1_length_197042_cov_62.2434_54013-1386	CDS	hypothetical protein		62eeca1aa37f24508eeda3541c7610cd
fig|2005473.104.peg.36	NODE_1_length_197042_cov_62.2434_54182-120	CDS	hypothetical protein		13b612fe0460b8fc5f25d53b915848bd
fig|2005473.104.peg.37	NODE_1_length_197042_cov_62.2434_54416+1365	CDS	Tryptophan synthase (indole-salvaging) (EC 4.2.1.122)		3b95c1d6bf83d11497687b3e75d96efc
fig|2005473.104.peg.38	NODE_1_length_197042_cov_62.2434_55921+2475	CDS	alpha-L-arabinofuranosidase (EC 3.2.1.55)		3214fae66e445d09a9ca367af363f41d
fig|2005473.104.peg.39	NODE_1_length_197042_cov_62.2434_61317-2871	CDS	hypothetical protein		4c8a3d40f271484993147ff0f7eaa2c3
fig|2005473.104.peg.40	NODE_1_length_197042_cov_62.2434_61500+1419	CDS	hypothetical protein		baccfc794f2f3ba29b02c5700b2e5ea7
fig|2005473.104.peg.41	NODE_1_length_197042_cov_62.2434_62929+1140	CDS	RND efflux system, membrane fusion protein		4060faab93628e975f5dc9dccfa3cd1b
fig|2005473.104.peg.42	NODE_1_length_197042_cov_62.2434_64102+3162	CDS	RND efflux system, inner membrane transporter		402859ff61ebace585a907ea303cf0df
fig|2005473.104.peg.43	NODE_1_length_197042_cov_62.2434_68471-1104	CDS	GTP-binding and nucleic acid-binding protein YchF		799fe38df24ae600bf5d14ba03620340
fig|2005473.104.peg.44	NODE_1_length_197042_cov_62.2434_69616-996	CDS	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)		9932183c2d242b95d4f8bc1878ee23ee
fig|2005473.104.rna.2	NODE_1_length_197042_cov_62.2434_69884+72	rna	tRNA-Glu-CTC		
fig|2005473.104.rna.3	NODE_1_length_197042_cov_62.2434_70167-77	rna	tRNA-His-GTG		
fig|2005473.104.peg.45	NODE_1_length_197042_cov_62.2434_71345-1020	CDS	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)		1cdce59b518d61329bb545de64be3f8d
fig|2005473.104.peg.46	NODE_1_length_197042_cov_62.2434_71938-513	CDS	hypothetical protein		85a3a930715c758a936eb3e4209a224a
fig|2005473.104.peg.47	NODE_1_length_197042_cov_62.2434_72759-777	CDS	FIG137478: Hypothetical protein		c862f13329d25b3f4c09efcbb00e1e62
fig|2005473.104.peg.48	NODE_1_length_197042_cov_62.2434_73557-795	CDS	GTP cyclohydrolase 1 type 2 homolog YbgI		c26842696e2d97c5d0d2cc32f8b7b51f
fig|2005473.104.peg.49	NODE_1_length_197042_cov_62.2434_75317-1764	CDS	Aspartyl-tRNA synthetase (EC 6.1.1.12)		dccb12f0dff73280bcc40bdf5301613a
fig|2005473.104.peg.50	NODE_1_length_197042_cov_62.2434_75866-351	CDS	hypothetical protein		df27bb335115edd0d0d420f9f8ee927a
fig|2005473.104.peg.51	NODE_1_length_197042_cov_62.2434_77275-1158	CDS	Methylmalonyl-CoA decarboxylase, beta chain (EC 4.1.1.41); Oxaloacetate decarboxylase beta chain (EC 4.1.1.3)		ef50c6bafeac555906b95802bbaaeef5
fig|2005473.104.peg.52	NODE_1_length_197042_cov_62.2434_77762-435	CDS	Biotin carboxyl carrier protein => methylmalonyl-CoA decarboxylase		1f218e791d4d5744b423739331cb973e
fig|2005473.104.peg.53	NODE_1_length_197042_cov_62.2434_78742-933	CDS	hypothetical protein		c5d3efc1f257d8b761aedcf2b73cda03
fig|2005473.104.peg.54	NODE_1_length_197042_cov_62.2434_80317-1554	CDS	Methylmalonyl-CoA decarboxylase, alpha chain (EC 4.1.1.41)		2cd4d617b6ee03be8a6cc57d1aef1fb4
fig|2005473.104.peg.55	NODE_1_length_197042_cov_62.2434_80763-423	CDS	Methylmalonyl-CoA epimerase (EC 5.1.99.1)		88cd364c41bae39df2b40ab781d15f99
fig|2005473.104.peg.56	NODE_1_length_197042_cov_62.2434_80908+117	CDS	hypothetical protein		6696476f54707b5f8a024228b2fcb3bd
fig|2005473.104.peg.57	NODE_1_length_197042_cov_62.2434_81756-711	CDS	Putative periplasmic protein		809a72cfd036520ef2a2c9765f440e24
fig|2005473.104.peg.58	NODE_1_length_197042_cov_62.2434_82236-459	CDS	hypothetical protein		cb002545a3c789a44b51dded4c0a5d50
fig|2005473.104.peg.59	NODE_1_length_197042_cov_62.2434_83351-1119	CDS	Aminotransferase, DegT/DnrJ/EryC1/StrS family		98bbd1d2e0a71cf72971b731a9136722
fig|2005473.104.peg.60	NODE_1_length_197042_cov_62.2434_83770-417	CDS	Tlr1343 protein		cb87264b7ecb7b60c2c299d85a664890
fig|2005473.104.peg.61	NODE_1_length_197042_cov_62.2434_84121-186	CDS	hypothetical protein		19644d42d7b623264266ff52c8277150
fig|2005473.104.peg.62	NODE_1_length_197042_cov_62.2434_84294-150	CDS	hypothetical protein		97c165c2a1d468919925f2ac28ccb9fe
fig|2005473.104.peg.63	NODE_1_length_197042_cov_62.2434_84400+870	CDS	hypothetical protein		aee7ee873774090115c2000dea6bdb90
fig|2005473.104.peg.64	NODE_1_length_197042_cov_62.2434_85260+1134	CDS	conserved hypothetical protein, with a weak acyltransferase domain		77ab6c8e205517aec56bba68abd9de6d
fig|2005473.104.peg.65	NODE_1_length_197042_cov_62.2434_86536+1317	CDS	GTP-binding protein EngA		07d49337621eb166d6f32dc0d7bd4356
fig|2005473.104.peg.66	NODE_1_length_197042_cov_62.2434_87875+1758	CDS	DEAD-box ATP-dependent RNA helicase DeaD (= CshA) (EC 3.6.4.13)		df9214348c1e7cb8d728b0022bc5accf
fig|2005473.104.peg.67	NODE_1_length_197042_cov_62.2434_89629+663	CDS	hypothetical protein		27c1330efe6cb0d95085849da11d0823
fig|2005473.104.peg.68	NODE_1_length_197042_cov_62.2434_90310+1290	CDS	Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)		d75cf8781e16bcfd9587dc1b9c2ae44d
fig|2005473.104.peg.69	NODE_1_length_197042_cov_62.2434_91615+219	CDS	hypothetical protein		6f921f6f541c6d47463d286ac45c1618
fig|2005473.104.peg.70	NODE_1_length_197042_cov_62.2434_92102-273	CDS	hypothetical protein		9d977a3640702119f780c9de821e167d
fig|2005473.104.peg.71	NODE_1_length_197042_cov_62.2434_92140+1290	CDS	hypothetical protein		573eba97d86604459c21add4dc1bdca5
fig|2005473.104.peg.72	NODE_1_length_197042_cov_62.2434_93447+669	CDS	hypothetical protein		2236f20d240ce99b81f3b3af9c166890
fig|2005473.104.peg.73	NODE_1_length_197042_cov_62.2434_95925-1809	CDS	hypothetical protein		612d1e63f929353761491d92893f307f
fig|2005473.104.peg.74	NODE_1_length_197042_cov_62.2434_97980-1893	CDS	Amidophosphoribosyltransferase (EC 2.4.2.14)		63e501bc93d1217c1862b82a2385462f
fig|2005473.104.peg.75	NODE_1_length_197042_cov_62.2434_100232-2190	CDS	Glutamine synthetase type III, GlnN (EC 6.3.1.2)		f17191b4b766991ab0238ad348a67b37
fig|2005473.104.peg.76	NODE_1_length_197042_cov_62.2434_101511-1242	CDS	L,L-diaminopimelate aminotransferase (EC 2.6.1.83)		6d3049b2d0d579337c3d2c71fde3c4a3
fig|2005473.104.peg.77	NODE_1_length_197042_cov_62.2434_102461-903	CDS	Diaminopimelate epimerase (EC 5.1.1.7)		7e03c3c355fb19f48833db8c99117752
fig|2005473.104.peg.78	NODE_1_length_197042_cov_62.2434_102646+1455	CDS	Alpha-amylase (EC 3.2.1.1)		abac83ffa8b7912e9c8165f765496dca
fig|2005473.104.peg.79	NODE_1_length_197042_cov_62.2434_104860+762	CDS	hypothetical protein		169815b50df690c2079ae97c8397101d
fig|2005473.104.peg.80	NODE_1_length_197042_cov_62.2434_105638+591	CDS	Ribonuclease HII (EC 3.1.26.4)		0a5a05f716a1c3a9a09cf11163791cc2
fig|2005473.104.peg.81	NODE_1_length_197042_cov_62.2434_106308+675	CDS	tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228)		a15df612151b4d37902a1a62fa0ec14a
fig|2005473.104.peg.82	NODE_1_length_197042_cov_62.2434_107915-759	CDS	Demethylmenaquinone methyltransferase (EC 2.1.1.163)		2c1db8f43bdb992af313e3912f5f5b12
fig|2005473.104.peg.83	NODE_1_length_197042_cov_62.2434_108899-957	CDS	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)		1afe31e2aa6a40b628d76223c01d6495
fig|2005473.104.peg.84	NODE_1_length_197042_cov_62.2434_109888-963	CDS	Phosphate starvation-inducible protein PhoH, predicted ATPase		fb0289ffaaa009dcd7697ffe1737765e
fig|2005473.104.peg.85	NODE_1_length_197042_cov_62.2434_111044-1011	CDS	hypothetical protein		435e18973e22b325f106b060842170c7
fig|2005473.104.peg.86	NODE_1_length_197042_cov_62.2434_111192+549	CDS	Shikimate kinase I (EC 2.7.1.71)		4774811f4c18a013c9e02956fd39ee23
fig|2005473.104.peg.87	NODE_1_length_197042_cov_62.2434_111744+1170	CDS	hypothetical protein		fd0b38d3d246b8e921aa3614bff1a107
fig|2005473.104.peg.88	NODE_1_length_197042_cov_62.2434_112926+684	CDS	Ribonuclease HI-related protein 3		50e63c38927975f09057fbf9f1db9193
fig|2005473.104.peg.89	NODE_1_length_197042_cov_62.2434_115894-2235	CDS	hypothetical protein		cf29ea8845004207ad6cf613a52fa236
fig|2005473.104.peg.90	NODE_1_length_197042_cov_62.2434_117806-1884	CDS	hypothetical protein		1ed19c5b85d520f0df0025432fffb5b1
fig|2005473.104.peg.91	NODE_1_length_197042_cov_62.2434_118883-891	CDS	GTP-binding protein Era		c779ea7e4657b2c242c1bb12dc5c29ee
fig|2005473.104.peg.92	NODE_1_length_197042_cov_62.2434_120058-1095	CDS	Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13)		3822fe7a8b202c9defc4d402008145e0
fig|2005473.104.peg.93	NODE_1_length_197042_cov_62.2434_121383-1314	CDS	hypothetical protein		8a759f8c1f5092e4cce3ca3790e617a7
fig|2005473.104.peg.94	NODE_1_length_197042_cov_62.2434_122704-1335	CDS	hypothetical protein		52a61b92e18d00b0455b6ff03e5fe8c6
fig|2005473.104.peg.95	NODE_1_length_197042_cov_62.2434_123093+2040	CDS	hypothetical protein		88a970ebad499d54b57380e0a9daf7ec
fig|2005473.104.peg.96	NODE_1_length_197042_cov_62.2434_125175+1521	CDS	Ribosylnicotinamide kinase (EC 2.7.1.22) homolog / Unknown conserved in Flavobacteria		ce38f25326fe5ee94f4d25ba007260e5
fig|2005473.104.peg.97	NODE_1_length_197042_cov_62.2434_126829+1059	CDS	hypothetical protein		2fe4d7fec6770f09c954827624d6dbeb
fig|2005473.104.peg.98	NODE_1_length_197042_cov_62.2434_127898+444	CDS	Thioredoxin		0db3f8eb4441120009fbdf5ed2c2e638
fig|2005473.104.peg.99	NODE_1_length_197042_cov_62.2434_128396+1251	CDS	U32 family peptidase BT3072, annotated as collagenase		10173085645a5f9e43ed7f6b7a49c8f8
fig|2005473.104.peg.100	NODE_1_length_197042_cov_62.2434_131029-1383	CDS	Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps		bb9e04a80a254c89b78ace94c88a4f74
fig|2005473.104.peg.101	NODE_1_length_197042_cov_62.2434_131560-510	CDS	Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)		c4b7cb1afbdf9f5c588f5139ac1c3639
fig|2005473.104.peg.102	NODE_1_length_197042_cov_62.2434_131672+1350	CDS	Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2)		a61c86bba0ac0a73de3f1f6f43b50974
fig|2005473.104.peg.103	NODE_1_length_197042_cov_62.2434_133206-114	CDS	hypothetical protein		b9251a67c20b6dd65f5ffef1d0ab4235
fig|2005473.104.peg.104	NODE_1_length_197042_cov_62.2434_134373-1146	CDS	Lipid-A-disaccharide synthase (EC 2.4.1.182)		f98a648ab55b6d4be5b68f2f52ce2e6d
fig|2005473.104.peg.105	NODE_1_length_197042_cov_62.2434_135313-939	CDS	Cysteine synthase (EC 2.5.1.47)		8313e83cce9d3fe43fe9426965152f61
fig|2005473.104.peg.106	NODE_1_length_197042_cov_62.2434_136314-963	CDS	hypothetical protein		1664968d83c6a0e75a5253dfb4887e86
fig|2005473.104.peg.107	NODE_1_length_197042_cov_62.2434_137067-699	CDS	hypothetical protein		d28344b96a7ef5352f2a5d3c6ce227c7
fig|2005473.104.peg.108	NODE_1_length_197042_cov_62.2434_138235-1125	CDS	hypothetical protein		c5d71a2efb5bca92cbe9ef62b69d0521
fig|2005473.104.peg.109	NODE_1_length_197042_cov_62.2434_139740-1500	CDS	hypothetical protein		4b86f3e9a770d2ed92c94f40ff86e05b
fig|2005473.104.peg.110	NODE_1_length_197042_cov_62.2434_140721-960	CDS	hypothetical protein		e44af8442cd0d6d566b9d3dfc0e21f29
fig|2005473.104.peg.111	NODE_1_length_197042_cov_62.2434_141463-750	CDS	hypothetical protein		a4afc6bdb64624fe3add45b0815bcb64
fig|2005473.104.peg.112	NODE_1_length_197042_cov_62.2434_142249-762	CDS	hypothetical protein		fd330fe5b21f0610eae6cd9f6582c2bd
fig|2005473.104.peg.113	NODE_1_length_197042_cov_62.2434_143114-750	CDS	hypothetical protein		79018b0a8a61373fa095b33d916c8a7e
fig|2005473.104.peg.114	NODE_1_length_197042_cov_62.2434_143792-639	CDS	hypothetical protein		2f36c86c9a9baf112cd31a08d4159ba3
fig|2005473.104.peg.115	NODE_1_length_197042_cov_62.2434_144186-387	CDS	hypothetical protein		e566e907fcb3dc6fa7a5412bd72d60ce
fig|2005473.104.peg.116	NODE_1_length_197042_cov_62.2434_145873-1503	CDS	Oxidoreductase, Gfo/Idh/MocA family		9090522f336759df505e49ce8f665537
fig|2005473.104.peg.117	NODE_1_length_197042_cov_62.2434_145921+1119	CDS	MdsC protein		932572ba56f1f090c3d549c21862983a
fig|2005473.104.peg.118	NODE_1_length_197042_cov_62.2434_148017-966	CDS	DNA-cytosine methyltransferase (EC 2.1.1.37)		7b446be244fe30d64f07b9f2eb2b1ba4
fig|2005473.104.peg.119	NODE_1_length_197042_cov_62.2434_149495-1491	CDS	hypothetical protein		29ff5988cdddbee479af1a03af54d8bd
fig|2005473.104.peg.120	NODE_1_length_197042_cov_62.2434_150529-1038	CDS	DNA-cytosine methyltransferase (EC 2.1.1.37)		5f27d1494e662b2dc8d822a0b13d6ae8
fig|2005473.104.peg.121	NODE_1_length_197042_cov_62.2434_150691+555	CDS	Very-short-patch mismatch repair endonuclease (G-T specific)		94b822e86b88287c1e37e46cb525c202
fig|2005473.104.peg.122	NODE_1_length_197042_cov_62.2434_151579-294	CDS	Ribosome hibernation promoting factor Hpf		1b1f75f3f2dc3cfbf2335d303bcfc26b
fig|2005473.104.peg.123	NODE_1_length_197042_cov_62.2434_152483-900	CDS	Site-specific tyrosine recombinase XerC		95f8753f2cb3ca706f085c9c6e1418e9
fig|2005473.104.peg.124	NODE_1_length_197042_cov_62.2434_152788-192	CDS	SSU ribosomal protein S21p		c5358ba74e5b634c291fa16bbc44cee7
fig|2005473.104.peg.125	NODE_1_length_197042_cov_62.2434_152934-150	CDS	hypothetical protein		d10bfdaf698c7188587d56c329457934
fig|2005473.104.peg.126	NODE_1_length_197042_cov_62.2434_153762-819	CDS	D-mannonate oxidoreductase (EC 1.1.1.57)		4560ed74163703b8b8c25c06df90ca95
fig|2005473.104.peg.127	NODE_1_length_197042_cov_62.2434_154938-1164	CDS	Mannonate dehydratase (EC 4.2.1.8)		4e365fb1818d27059c5c2e55ece7d67b
fig|2005473.104.peg.128	NODE_1_length_197042_cov_62.2434_154965+108	CDS	hypothetical protein		10246999f0b4e860f0f3d82bf42de447
fig|2005473.104.peg.129	NODE_1_length_197042_cov_62.2434_155087+1140	CDS	Vitamin B12 ABC transporter, substrate-binding protein BtuF		392d62efa852d7c5566c8bbf5c97d982
fig|2005473.104.peg.130	NODE_1_length_197042_cov_62.2434_156242+408	CDS	Thioesterase family protein		ac3e43794270590f8ff1383dcaf8d9c4
fig|2005473.104.peg.131	NODE_1_length_197042_cov_62.2434_156668+1104	CDS	Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake		fbbf404344471030ca61dc1515f0765b
fig|2005473.104.peg.132	NODE_1_length_197042_cov_62.2434_157797+876	CDS	Purine nucleoside phosphorylase (EC 2.4.2.1)		1bd20ce37a3328912f7f6b367706011b
fig|2005473.104.rna.4	NODE_1_length_197042_cov_62.2434_158801+85	rna	tRNA-Leu-TAA		
fig|2005473.104.peg.133	NODE_1_length_197042_cov_62.2434_158945+1017	CDS	N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234)		83fbf9acac2a652977d93a60663f6792
fig|2005473.104.peg.134	NODE_1_length_197042_cov_62.2434_161330-1365	CDS	DNA repair protein RadA		e2583b84e451aea440b1b97a0804b846
fig|2005473.104.peg.135	NODE_1_length_197042_cov_62.2434_162102-768	CDS	RNA methyltransferase, TrmH family		21ea57e00ccd28ad18a70c3bbfc70aab
fig|2005473.104.peg.136	NODE_1_length_197042_cov_62.2434_163317-1197	CDS	alpha-galactosidase (EC 3.2.1.22)		34735b8de7656dd6cb406ee07ed1ba86
fig|2005473.104.peg.137	NODE_1_length_197042_cov_62.2434_163927-516	CDS	Ribonucleotide reductase of class III (anaerobic), activating protein (EC 1.97.1.4)		1f047eb749837c539a0ec2883a25eda6
fig|2005473.104.peg.138	NODE_1_length_197042_cov_62.2434_166189-2208	CDS	Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)		b6d96ae31717cebe398e86c80df2f1f0
fig|2005473.104.peg.139	NODE_1_length_197042_cov_62.2434_166784-393	CDS	hypothetical protein		8ee677a7ddaf23c9e4e0eeadb63b3472
fig|2005473.104.peg.140	NODE_1_length_197042_cov_62.2434_168247-1467	CDS	hypothetical protein		57dc74bbb4329fe8d6ffc4f8814ed250
fig|2005473.104.peg.141	NODE_1_length_197042_cov_62.2434_169216-870	CDS	hypothetical protein		a8d45c4efad70b22ed6ad1903fb6b3f2
fig|2005473.104.peg.142	NODE_1_length_197042_cov_62.2434_169617+237	CDS	Acyl carrier protein		85963b48d88d35bc02f4471f309fd1a1
fig|2005473.104.peg.143	NODE_1_length_197042_cov_62.2434_169932+1263	CDS	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)		214a2a934c4ead748ebe655e661e2b92
fig|2005473.104.peg.144	NODE_1_length_197042_cov_62.2434_171289+1209	CDS	Uncharacterized MFS-type transporter		5ebc9c03d609b9c84953af99eeb923be
fig|2005473.104.peg.145	NODE_1_length_197042_cov_62.2434_172513+705	CDS	tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase (EC 2.1.1.223)		255dc406615848f65af243d59e4c141f
fig|2005473.104.peg.146	NODE_1_length_197042_cov_62.2434_173305+960	CDS	hypothetical protein		6ab0128a8ef0c21225aa110ca87601ca
fig|2005473.104.peg.147	NODE_1_length_197042_cov_62.2434_174290+507	CDS	hypothetical protein		7c33e377abb3e4fd6eb694c96f918325
fig|2005473.104.peg.148	NODE_1_length_197042_cov_62.2434_174839+1092	CDS	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)		9f297e5acaee32d9ab7586ceb38b16b0
fig|2005473.104.peg.149	NODE_1_length_197042_cov_62.2434_175937+633	CDS	hypothetical protein		d63b7011df26525bf7ff26f0d058beff
fig|2005473.104.peg.150	NODE_1_length_197042_cov_62.2434_176618+1320	CDS	Nucleoside permease NupG		459ce2640fa887d181f13f3abf694878
fig|2005473.104.peg.151	NODE_1_length_197042_cov_62.2434_177948+705	CDS	16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193)		d6e4f2fb8629898731f613213d159c78
fig|2005473.104.peg.152	NODE_1_length_197042_cov_62.2434_178687+813	CDS	2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55)		2167de143eda35a36ccf5d2ce699fc3c
fig|2005473.104.peg.153	NODE_1_length_197042_cov_62.2434_182857-3273	CDS	putative Tricorn-like protease		b91629e346ccf5bdab4816dd95204444
fig|2005473.104.peg.154	NODE_1_length_197042_cov_62.2434_184545-1650	CDS	Membrane-bound lytic murein transglycosylase D		0b4f7eec9d13f0f0e58e89ca157498c1
fig|2005473.104.peg.155	NODE_1_length_197042_cov_62.2434_185493-918	CDS	FIG00649665: hypothetical protein		982950db5151ced8a9b85f3fdfc25dc5
fig|2005473.104.peg.156	NODE_1_length_197042_cov_62.2434_186467-894	CDS	Chromosome (plasmid) partitioning protein ParB		90e91b23bcfa0414b19a64b1e4707b8c
fig|2005473.104.peg.157	NODE_1_length_197042_cov_62.2434_187275-777	CDS	Chromosome (plasmid) partitioning protein ParA		612a864fe1b53dfe4813be052a646a16
fig|2005473.104.peg.158	NODE_1_length_197042_cov_62.2434_190248-2799	CDS	hypothetical protein		8c98fce44f96383b3fc2a25b7b43a0c7
fig|2005473.104.peg.159	NODE_1_length_197042_cov_62.2434_193029-2742	CDS	hypothetical protein		780fc5ab0538e46f475277da0747a52c
fig|2005473.104.peg.160	NODE_1_length_197042_cov_62.2434_193219-150	CDS	hypothetical protein		4c4b4c69fc190848c37fea539fccab3f
fig|2005473.104.peg.161	NODE_1_length_197042_cov_62.2434_195277-1452	CDS	hypothetical protein		0606dc9207fa390abba85815dca39c03
fig|2005473.104.peg.162	NODE_1_length_197042_cov_62.2434_196076-612	CDS	hypothetical protein		9a8c0619d0c28386248b46f5fca9791b
fig|2005473.104.peg.163	NODE_1_length_197042_cov_62.2434_196903-603	CDS	hypothetical protein		a7c93c587a8cc495883bd49025be939c
fig|2005473.104.peg.164	NODE_2_length_172516_cov_59.7082_96-96	CDS	hypothetical protein		0a7bc3d61469b322f7fc5d2b75a532e2
fig|2005473.104.peg.165	NODE_2_length_172516_cov_59.7082_211+456	CDS	hypothetical protein		49e9ece80eb2542667b892b46b0555d3
fig|2005473.104.peg.166	NODE_2_length_172516_cov_59.7082_790+3978	CDS	hypothetical protein		1a6dce19c21a49521cbf3d01c8d33e18
