Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
fig|1796646.660.peg.1399	-	GT2(9-133)	-	-	N	1
fig|1796646.660.peg.1462	-	GT117(24-245)	-	-	N	1
fig|1796646.660.peg.1463	-	CE4(34-146)	-	-	N	1
fig|1796646.660.peg.1477	-	GH109(59-462)	-	-	Y(1-22)	1
fig|1796646.660.peg.1496	-	GT30(47-207)	-	-	N	1
fig|1796646.660.peg.1502	-	GH92(244-749)	-	-	Y(1-24)	1
fig|1796646.660.peg.1602	-	GH73(100-199)	-	-	Y(1-23)	1
fig|1796646.660.peg.1633	-	GT4(211-357)	-	-	N	1
fig|1796646.660.peg.1663	-	GH33(307-644)	-	-	Y(1-19)	1
fig|1796646.660.peg.1666	-	CBM20(131-219)+GH77(245-885)	-	-	N	1
fig|1796646.660.peg.1667	-	GH20(110-390)	-	-	Y(1-20)	1
fig|1796646.660.peg.1670	-	GH133(287-637)	-	-	N	1
fig|1796646.660.peg.1671	-	GT4(238-383)	-	-	N	1
fig|1796646.660.peg.1672	-	GH57(6-327)	-	-	N	1
fig|1796646.660.peg.1696	-	GH23(123-259)	-	-	Y(1-20)	1
fig|1796646.660.peg.1806	-	GH123(23-537)	-	-	Y(1-18)	1
fig|1796646.660.peg.181	-	GT4(194-334)	-	-	N	1
fig|1796646.660.peg.183	-	GT128(178-335)	-	-	N	1
fig|1796646.660.peg.1836	-	GH2(37-524)	-	-	Y(1-22)	1
fig|1796646.660.peg.1837	-	GH3(360-583)	-	-	N	1
fig|1796646.660.peg.1838	-	GH3(58-266)	-	-	Y(1-23)	1
fig|1796646.660.peg.1839	-	GH2(19-586)	-	-	Y(1-21)	1
fig|1796646.660.peg.1841	-	GH84(174-468)	-	-	Y(1-24)	1
fig|1796646.660.peg.1861	-	GH36(27-707)	-	-	Y(1-26)	1
fig|1796646.660.peg.1863	-	GT2(10-160)	-	-	N	1
fig|1796646.660.peg.1880	-	GT2(200-345)	-	-	N	1
fig|1796646.660.peg.1883	-	GH2(429-948)	-	-	N	1
fig|1796646.660.peg.1884	-	GH2(242-984)	-	-	Y(1-27)	1
fig|1796646.660.peg.1885	-	GH92(226-748)	-	-	Y(1-33)	1
fig|1796646.660.peg.191	-	GT4(181-329)	-	-	N	1
fig|1796646.660.peg.2	-	GH16_3(41-267)	-	-	Y(1-30)	1
fig|1796646.660.peg.2017	-	GH110(33-582)	-	-	Y(1-26)	1
fig|1796646.660.peg.2091	-	GT2(5-170)	-	-	N	1
fig|1796646.660.peg.21	-	GH2(20-614)	-	-	Y(1-24)	1
fig|1796646.660.peg.2170	-	GH3(105-327)	-	-	N	1
fig|1796646.660.peg.220	-	GT2(4-152)	-	-	N	1
fig|1796646.660.peg.222	-	GT4(188-332)	-	-	N	1
fig|1796646.660.peg.2254	-	CE20(115-380)	-	-	Y(1-32)	1
fig|1796646.660.peg.228	-	GT4(236-384)	-	-	N	1
fig|1796646.660.peg.238	-	GH43_2(37-321)	-	-	Y(1-25)	1
fig|1796646.660.peg.2541	-	GH36(27-714)	-	-	Y(1-19)	1
fig|1796646.660.peg.2573	-	GH31_16(186-614)	-	-	Y(1-22)	1
fig|1796646.660.peg.259	-	GH23(87-213)	-	-	N	1
fig|1796646.660.peg.2639	-	GH43_24(62-350)+GH16_3(393-642)	-	-	Y(1-33)	1
fig|1796646.660.peg.2643	-	GH31_15(205-650)	-	-	Y(1-26)	1
fig|1796646.660.peg.2674	-	GH32(33-324)	-	-	N	1
fig|1796646.660.peg.2678	-	GH32(144-446)	-	-	Y(1-26)	1
fig|1796646.660.peg.2717	-	GH24(40-155)	-	-	Y(1-24)	1
fig|1796646.660.peg.2755	-	CE9(8-380)	-	-	N	1
fig|1796646.660.peg.2756	-	GT2(4-157)	-	-	N	1
fig|1796646.660.peg.2757	-	GT4(185-296)	-	-	N	1
fig|1796646.660.peg.2809	-	GH89(60-700)	-	-	N	1
fig|1796646.660.peg.2810	-	GH95(34-828)	-	-	Y(1-29)	1
fig|1796646.660.peg.2862	-	GH73(127-223)	-	-	Y(1-21)	1
fig|1796646.660.peg.2894	-	GH24(46-152)	-	-	Y(1-20)	1
fig|1796646.660.peg.2909	-	GT2(6-122)	-	-	N	1
fig|1796646.660.peg.291	-	GT2(4-148)	-	-	N	1
fig|1796646.660.peg.292	-	GT11(2-285)	-	-	N	1
fig|1796646.660.peg.2929	-	GH97(20-699)	-	-	N	1
fig|1796646.660.peg.293	-	GT6(2-224)	-	-	N	1
fig|1796646.660.peg.294	-	GT122(34-349)	-	-	N	1
fig|1796646.660.peg.3002	-	GH53(1-262)	-	-	N	1
fig|1796646.660.peg.3007	-	GH53(46-329)	-	-	Y(1-23)	1
fig|1796646.660.peg.3008	-	GH2(17-668)	-	-	N	1
fig|1796646.660.peg.304	-	GT2(8-172)	-	-	N	1
fig|1796646.660.peg.3072	-	GH3(16-148)	-	-	N	1
fig|1796646.660.peg.3074	-	GH33(41-371)	-	-	Y(1-23)	1
fig|1796646.660.peg.309	-	GT2(4-167)	-	-	N	1
fig|1796646.660.peg.3096	-	GT119(22-206)+GT119(267-482)	-	-	N	1
fig|1796646.660.peg.312	-	GH3(114-341)	-	-	Y(1-24)	1
fig|1796646.660.peg.316	-	GH16_3(45-276)	-	-	Y(1-27)	1
fig|1796646.660.peg.3201	-	GH163(195-448)	-	-	Y(1-22)	1
fig|1796646.660.peg.321	-	CE8(349-648)+PL1_2(795-998)	-	-	Y(1-24)	1
fig|1796646.660.peg.322	-	GH92(241-733)	-	-	Y(1-20)	1
fig|1796646.660.peg.323	-	GH92(223-727)	-	-	N	1
fig|1796646.660.peg.339	-	GH13_28(42-353)	-	-	Y(1-29)	1
fig|1796646.660.peg.388	-	GT51(64-245)	-	-	N	1
fig|1796646.660.peg.411	-	GT5(5-234)	-	-	N	1
fig|1796646.660.peg.412	-	GH29(46-372)	-	-	N	1
fig|1796646.660.peg.429	-	GT3(13-346)	-	-	N	1
fig|1796646.660.peg.430	-	GT35(124-691)	-	-	N	1
fig|1796646.660.peg.451	-	GT2(6-149)	-	-	N	1
fig|1796646.660.peg.473	-	GH20(147-491)	-	-	N	1
fig|1796646.660.peg.486	-	GH31_16(204-635)	-	-	N	1
fig|1796646.660.peg.509	-	PL10_1(61-325)	-	-	Y(1-21)	1
fig|1796646.660.peg.510	-	GH43_10(40-312)+CBM91(346-541)	-	-	Y(1-23)	1
fig|1796646.660.peg.511	-	CE8(28-304)	-	-	N	1
fig|1796646.660.peg.517	-	CE12(415-649)	-	-	Y(1-25)	1
fig|1796646.660.peg.518	-	GH28(68-439)+GH105(488-850)	-	-	Y(1-22)	1
fig|1796646.660.peg.539	-	GH3(212-431)	-	-	Y(1-26)	1
fig|1796646.660.peg.54	-	GT4(194-336)	-	-	N	1
fig|1796646.660.peg.615	-	GH13_38(34-397)	-	-	N	1
fig|1796646.660.peg.624	-	GH16_3(33-261)	-	-	Y(1-19)	1
fig|1796646.660.peg.651	-	GH95(345-1130)	-	-	Y(1-24)	1
fig|1796646.660.peg.680	-	GH85(117-433)	-	-	Y(1-24)	1
fig|1796646.660.peg.70	-	GT119(45-423)	-	-	N	1
fig|1796646.660.peg.706	-	GH25(54-224)	-	-	N	1
fig|1796646.660.peg.71	-	GT28(192-349)	-	-	N	1
fig|1796646.660.peg.725	-	GH43_12(58-354)+CBM91(387-564)	-	-	Y(1-24)	1
fig|1796646.660.peg.726	-	GH3(59-304)	-	-	Y(1-24)	1
fig|1796646.660.peg.727	-	CE8(754-1019)	-	-	Y(1-25)	1
fig|1796646.660.peg.728	-	PL1_2(80-270)	-	-	Y(1-22)	1
fig|1796646.660.peg.729	-	PL1_2(77-264)	-	-	Y(1-17)	1
fig|1796646.660.peg.752	-	GH2(51-905)	-	-	Y(1-23)	1
fig|1796646.660.peg.777	-	GH31(226-666)	-	-	Y(1-24)	1
fig|1796646.660.peg.783	-	GH3(53-297)	-	-	N	1
fig|1796646.660.peg.788	-	CE1(35-271)	-	-	Y(1-21)	1
fig|1796646.660.peg.811	-	CE20(302-583)	-	-	Y(1-23)	1
fig|1796646.660.peg.812	-	CE3(12-210)	-	-	Y(1-21)	1
fig|1796646.660.peg.815	-	GH171(53-398)	-	-	Y(1-32)	1
fig|1796646.660.peg.980	-	CE11(3-297)	-	-	N	1
