feature_id	location	type	function	aliases	protein_md5
fig|1796646.660.peg.13	NODE_1_length_252462_cov_160.054761_17002-909	CDS	Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13)		dea1102e65497d77f166946ea31c3f5a
fig|1796646.660.peg.14	NODE_1_length_252462_cov_160.054761_17797-780	CDS	hypothetical protein		be4626f0a50123c54f5432ab14d85822
fig|1796646.660.peg.15	NODE_1_length_252462_cov_160.054761_19177-1317	CDS	hypothetical protein		043788abc2c360e901a9a68f083d136f
fig|1796646.660.peg.16	NODE_1_length_252462_cov_160.054761_19662-396	CDS	HIT family protein		a9a1578297d81827408f3d8cc48ef12c
fig|1796646.660.peg.17	NODE_1_length_252462_cov_160.054761_20137-456	CDS	Transcription elongation factor GreA		0e777d8be55ccfbdab2acd1141c01f95
fig|1796646.660.peg.18	NODE_1_length_252462_cov_160.054761_21818-1452	CDS	hypothetical protein		0ebd32e6e44cd7c16ab5d459aa75d56d
fig|1796646.660.peg.19	NODE_1_length_252462_cov_160.054761_21844+114	CDS	hypothetical protein		8c418a81afb31430389641fced1c4513
fig|1796646.660.peg.20	NODE_1_length_252462_cov_160.054761_26456-4317	CDS	hypothetical protein		f52364f6b32d7a373df4345814549c2e
fig|1796646.660.peg.21	NODE_1_length_252462_cov_160.054761_29143-2508	CDS	beta-galactosidase (EC 3.2.1.23)		c5393768be5d2391a6e867e753b77d44
fig|1796646.660.peg.22	NODE_1_length_252462_cov_160.054761_31011-1650	CDS	hypothetical protein		68a808ea5213aa6a6f6fca68db02c9ca
fig|1796646.660.peg.23	NODE_1_length_252462_cov_160.054761_32955-1920	CDS	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family		8156e5e0bf292c8ea34f7a3571754174
fig|1796646.660.peg.24	NODE_1_length_252462_cov_160.054761_36196-3222	CDS	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family		fc2b37acbc6a528226f1fe767a0ca024
fig|1796646.660.peg.25	NODE_1_length_252462_cov_160.054761_37974-1758	CDS	hypothetical protein		2f630120ddd4d42bbc5b8397ff20bc9d
fig|1796646.660.peg.26	NODE_1_length_252462_cov_160.054761_38889-897	CDS	hypothetical protein		4cb4d53d75638f8c9b642b840e112849
fig|1796646.660.peg.27	NODE_1_length_252462_cov_160.054761_39193-117	CDS	hypothetical protein		a481a7a9eff961f3000aede18f2935a1
fig|1796646.660.peg.28	NODE_1_length_252462_cov_160.054761_39355+3276	CDS	hypothetical protein		f3ecd8100635d1b3edc6e7caacb4006f
fig|1796646.660.peg.29	NODE_1_length_252462_cov_160.054761_43993-1287	CDS	S-adenosylmethionine synthetase (EC 2.5.1.6)		35253b424197de9e74658df1f61d0e5d
fig|1796646.660.peg.30	NODE_1_length_252462_cov_160.054761_44363+150	CDS	hypothetical protein		61a9cbcbe6db47744a23f0ed783ab807
fig|1796646.660.peg.31	NODE_1_length_252462_cov_160.054761_44774+2880	CDS	Protein translocase subunit SecD / Protein translocase subunit SecF		94841d32853f162b999bbb4ddf8c2bf1
fig|1796646.660.peg.32	NODE_1_length_252462_cov_160.054761_50387-2616	CDS	DNA mismatch repair protein MutS		65f750c83301dcebec0ee6cd0e20db7b
fig|1796646.660.peg.33	NODE_1_length_252462_cov_160.054761_50508+1503	CDS	Arylsulfatase (EC 3.1.6.1)		c2da8edc2a2c13483800a2a1e139c851
fig|1796646.660.rna.1	NODE_1_length_252462_cov_160.054761_52170+77	rna	tRNA-Ala-GGC		
fig|1796646.660.peg.34	NODE_1_length_252462_cov_160.054761_52795+312	CDS	hypothetical protein		8fa32677073e0eba005807f0b72a3d53
fig|1796646.660.peg.35	NODE_1_length_252462_cov_160.054761_53198+1401	CDS	hypothetical protein		755c3e021f6f071046cb3eea16cf085a
fig|1796646.660.peg.36	NODE_1_length_252462_cov_160.054761_54884+372	CDS	hypothetical protein		a14f6d625d267b7086372c7d956ddff7
fig|1796646.660.peg.37	NODE_1_length_252462_cov_160.054761_55252+1758	CDS	hypothetical protein		ad1fd549f5790eefadc1bf97517a6429
fig|1796646.660.peg.38	NODE_1_length_252462_cov_160.054761_57363+570	CDS	hypothetical protein		3b99cbce576c12dd8d9086990c0a599d
fig|1796646.660.peg.39	NODE_1_length_252462_cov_160.054761_57945+435	CDS	hypothetical protein		f1759d219934d8742f79b17de1c63da0
fig|1796646.660.peg.40	NODE_1_length_252462_cov_160.054761_58421+2616	CDS	DNA helicase IV (EC 3.6.4.12)		d24fdf80db3ba177fa0b9c29d57b3656
fig|1796646.660.peg.41	NODE_1_length_252462_cov_160.054761_62590-1539	CDS	hypothetical protein		295239ef8cbb158617b2d026eed95c57
fig|1796646.660.peg.42	NODE_1_length_252462_cov_160.054761_62860+300	CDS	Nucleotidyltransferase domain protein, BT0168 group		7a7938d5b1e977fee7fe8348e2c10181
fig|1796646.660.peg.43	NODE_1_length_252462_cov_160.054761_63152+354	CDS	hypothetical protein		b35ee3f00664f3c9f5647a8d90690740
fig|1796646.660.peg.44	NODE_1_length_252462_cov_160.054761_64332-690	CDS	NAD-dependent protein deacetylase of SIR2 family		8400941879126f596ecdf592e5ebabff
fig|1796646.660.peg.45	NODE_1_length_252462_cov_160.054761_65019-570	CDS	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)		cea5c9f8a357b48d2be8d69195540c52
fig|1796646.660.peg.46	NODE_1_length_252462_cov_160.054761_66455-1368	CDS	Mg/Co/Ni transporter MgtE, CBS domain-containing		713f6302afe8e4f77ca978bbb6a7c9eb
fig|1796646.660.peg.47	NODE_1_length_252462_cov_160.054761_67276-822	CDS	SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)		85b50a53e584a530df1fdd233afe8939
fig|1796646.660.peg.48	NODE_1_length_252462_cov_160.054761_67501+567	CDS	hypothetical protein		5552b0b4745e7be4308faab4293757b2
fig|1796646.660.peg.49	NODE_1_length_252462_cov_160.054761_69465-1323	CDS	hypothetical protein		5bbeba8b9fb0e330c8c433db8c645122
fig|1796646.660.peg.50	NODE_1_length_252462_cov_160.054761_71078-1581	CDS	hypothetical protein		b9169e7b8b823a7840ec04643eca8657
fig|1796646.660.peg.51	NODE_1_length_252462_cov_160.054761_74655-3561	CDS	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family		911b7d94d32292d3798b6758ce6e8823
fig|1796646.660.peg.52	NODE_1_length_252462_cov_160.054761_75761-999	CDS	Putative anti-sigma factor		bdfb68ec2dc7d4753cc9a591fa7db206
fig|1796646.660.peg.53	NODE_1_length_252462_cov_160.054761_76026+1074	CDS	Radical SAM domain heme biosynthesis protein		7b932dd20c2aeafbf6fdb497fcc20da9
fig|1796646.660.peg.54	NODE_1_length_252462_cov_160.054761_77120+1104	CDS	Alpha-D-GlcNAc alpha-1,2-L-rhamnosyltransferase (EC 2.4.1.-)		ff8fd2571e30eba08c0d89813ae4942a
fig|1796646.660.peg.55	NODE_1_length_252462_cov_160.054761_78288+1641	CDS	Putative dipeptidase		b70d4815cab205944e67efc62100f37d
fig|1796646.660.peg.56	NODE_1_length_252462_cov_160.054761_79949+471	CDS	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13)		220e0a50121d446e70310570d6f00e25
fig|1796646.660.peg.57	NODE_1_length_252462_cov_160.054761_80425+3327	CDS	hypothetical protein		9e9e68b8d15449bb20d942b1fbcdc68d
fig|1796646.660.peg.58	NODE_1_length_252462_cov_160.054761_84036+132	CDS	hypothetical protein		58d5cf6cf66f9792fb5d27f4d3c591c3
fig|1796646.660.peg.59	NODE_1_length_252462_cov_160.054761_84368-114	CDS	hypothetical protein		2cec7d28b497a382e3b846030ff17dee
fig|1796646.660.peg.60	NODE_1_length_252462_cov_160.054761_84414+372	CDS	hypothetical protein		dd503cdc0d4ec188a42f627685621ef6
fig|1796646.660.peg.61	NODE_1_length_252462_cov_160.054761_85115-321	CDS	hypothetical protein		63d4f65ea0142ca83b8a4e641f458c55
fig|1796646.660.peg.62	NODE_1_length_252462_cov_160.054761_86322-1095	CDS	hypothetical protein		00fc30d5bbedd48e181140670a081ea7
fig|1796646.660.peg.63	NODE_1_length_252462_cov_160.054761_86434+321	CDS	hypothetical protein		b0ac632c84255a73ea67f67ec1e02ab3
fig|1796646.660.peg.64	NODE_1_length_252462_cov_160.054761_87103+909	CDS	16S rRNA (cytosine(1402)-N(4))-methyltransferase (EC 2.1.1.199)		e6a0bfab9db57c894b940a838c969e7c
fig|1796646.660.peg.65	NODE_1_length_252462_cov_160.054761_88024+345	CDS	hypothetical protein		d1b7c26566476ff7852ac293848c3a6b
fig|1796646.660.peg.66	NODE_1_length_252462_cov_160.054761_88459+2085	CDS	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)		2e881a18e4ca64b1344f02d241d07b4d
fig|1796646.660.peg.67	NODE_1_length_252462_cov_160.054761_90587+1452	CDS	UDP-N-acetylmuramoyl-dipeptide--2,6-diaminopimelate ligase (EC 6.3.2.13)		8945e8aa6284f4a5025238fe3eb07f45
fig|1796646.660.peg.68	NODE_1_length_252462_cov_160.054761_92096+1260	CDS	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)		7cff867d2fcb6a90ff01bc4508a60390
fig|1796646.660.peg.69	NODE_1_length_252462_cov_160.054761_93372+1374	CDS	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9)		9df539eedd759f1d416abef99868328b
fig|1796646.660.peg.70	NODE_1_length_252462_cov_160.054761_94817+1365	CDS	Peptidoglycan glycosyltransferase FtsW (EC 2.4.1.129)		78f19bb2c410fa900370521e3020667a
fig|1796646.660.peg.71	NODE_1_length_252462_cov_160.054761_96197+1101	CDS	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)		e90d3f366bfd091dacbd9ce9c40c8d3c
fig|1796646.660.peg.72	NODE_1_length_252462_cov_160.054761_97294+1377	CDS	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8)		f9266a9886a2145b25f368d8afc323ec
fig|1796646.660.peg.73	NODE_1_length_252462_cov_160.054761_98721+993	CDS	hypothetical protein		22a850a4bfd478c37dd533baa724a693
fig|1796646.660.peg.74	NODE_1_length_252462_cov_160.054761_99757+1326	CDS	hypothetical protein		e910686ab0db60894e804cac724f201b
fig|1796646.660.peg.75	NODE_1_length_252462_cov_160.054761_101137+1389	CDS	Cell division protein FtsZ		fba940e172d51683c9ba7d67b7073ae9
fig|1796646.660.peg.76	NODE_1_length_252462_cov_160.054761_102525+708	CDS	Tetrapyrrole methylase family protein		dabfc02512e7731b00d8912a4cabd76e
fig|1796646.660.peg.77	NODE_1_length_252462_cov_160.054761_103257+1050	CDS	hypothetical protein		d2faaa84600576f2b87defa39d7ce383
fig|1796646.660.peg.78	NODE_1_length_252462_cov_160.054761_104380+1089	CDS	Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13)		8ed242ff1f784428f643533c37da5b0e
fig|1796646.660.peg.79	NODE_1_length_252462_cov_160.054761_105551+891	CDS	GTP-binding protein Era		920ec1b7b95d03c809ba5209b95cccb1
fig|1796646.660.peg.80	NODE_1_length_252462_cov_160.054761_108530-651	CDS	hypothetical protein		429c1c505e8a12807a701cb77bb495c7
fig|1796646.660.peg.81	NODE_1_length_252462_cov_160.054761_111913-3360	CDS	hypothetical protein		7d3a1a98c6c2696b916c44ec55ed4e8a
fig|1796646.660.peg.82	NODE_1_length_252462_cov_160.054761_113869-1869	CDS	hypothetical protein		e336f953e17e54302a251731fe09f188
fig|1796646.660.peg.83	NODE_1_length_252462_cov_160.054761_115127-1227	CDS	hypothetical protein		1280cf0e31f7138bff28cb06572ad597
fig|1796646.660.peg.84	NODE_1_length_252462_cov_160.054761_117303-1953	CDS	hypothetical protein		34cc46f2f0c4bc9f8992d6df810c3ab1
fig|1796646.660.peg.85	NODE_1_length_252462_cov_160.054761_118949-1479	CDS	hypothetical protein		387ecd31d56eeb96e27996c2ff3a5215
fig|1796646.660.peg.86	NODE_1_length_252462_cov_160.054761_119574-603	CDS	hypothetical protein		82c1ad901caf1f66f22ca236ba7a15f1
fig|1796646.660.peg.87	NODE_1_length_252462_cov_160.054761_119877-138	CDS	hypothetical protein		f5b208c46f5c3e42bc5591f78758d7df
fig|1796646.660.peg.88	NODE_1_length_252462_cov_160.054761_120082+3225	CDS	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family		ec16251e317f09507686bc7cc67d85a8
fig|1796646.660.peg.89	NODE_1_length_252462_cov_160.054761_123327+1716	CDS	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family		1571b943b0cf225106052692c45904bf
fig|1796646.660.peg.90	NODE_1_length_252462_cov_160.054761_125184+693	CDS	5'-methylthioadenosine nucleosidase (EC 3.2.2.16) @ S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)		8a72c54868c4dc6d30cd0e02addbdcd5
fig|1796646.660.peg.91	NODE_1_length_252462_cov_160.054761_125878+477	CDS	S-ribosylhomocysteine lyase (EC 4.4.1.21) @ Autoinducer-2 production protein LuxS		e888d499548a4dd4acac513f57cc4dbf
fig|1796646.660.peg.92	NODE_1_length_252462_cov_160.054761_126351+654	CDS	hypothetical protein		aac5760fb7672eb7c693c34fe8d61b9d
fig|1796646.660.peg.93	NODE_1_length_252462_cov_160.054761_127551+1737	CDS	Tyrosine-protein kinase (EC 2.7.10.2)		efcfc8d0068269e655e27ccbebd074f5
fig|1796646.660.peg.94	NODE_1_length_252462_cov_160.054761_129339+738	CDS	hypothetical protein		7f9a2d9b7045bbd11f28fc0690a5092f
fig|1796646.660.peg.95	NODE_1_length_252462_cov_160.054761_131429-1272	CDS	Seryl-tRNA synthetase (EC 6.1.1.11)		2e8799eff9e7c14bae8860ab7ccc8297
fig|1796646.660.peg.96	NODE_1_length_252462_cov_160.054761_131930-450	CDS	Transamidase GatB domain protein		22c95c5a9ba299c05e6bcf770ac805a9
fig|1796646.660.peg.97	NODE_1_length_252462_cov_160.054761_132033+552	CDS	Shikimate kinase I (EC 2.7.1.71)		291806fa6e0241990b67d909c193d1b4
fig|1796646.660.peg.98	NODE_1_length_252462_cov_160.054761_132577+1188	CDS	hypothetical protein		173a2931cb07642d03f2d470469fac99
fig|1796646.660.peg.99	NODE_1_length_252462_cov_160.054761_133823+639	CDS	Ribonuclease HI-related protein 3		07b16130ea8dc38d22b4117585c7b565
fig|1796646.660.peg.100	NODE_1_length_252462_cov_160.054761_134528+1698	CDS	hypothetical protein		71d0a169167c6ff69b11613bae83bade
fig|1796646.660.peg.101	NODE_1_length_252462_cov_160.054761_136476+375	CDS	hypothetical protein		563e36653d910a9a80fac0ab2124ac52
fig|1796646.660.peg.102	NODE_1_length_252462_cov_160.054761_136884+648	CDS	hypothetical protein		ae6d59c6832278d8ab52769fbc7969b2
fig|1796646.660.peg.103	NODE_1_length_252462_cov_160.054761_137628+402	CDS	hypothetical protein		cb6841fb3a6a300e180937518717a353
fig|1796646.660.peg.104	NODE_1_length_252462_cov_160.054761_138096+450	CDS	hypothetical protein		a292e5a924af41fe12ed90a87d0c0072
fig|1796646.660.peg.105	NODE_1_length_252462_cov_160.054761_138756+177	CDS	hypothetical protein		f93abe64752579830412e988a1a00ea5
fig|1796646.660.peg.106	NODE_1_length_252462_cov_160.054761_138957+405	CDS	hypothetical protein		9a51a2f1538d95ba1930099d3e5da783
fig|1796646.660.peg.107	NODE_1_length_252462_cov_160.054761_141098-1281	CDS	Serine hydroxymethyltransferase (EC 2.1.2.1)		524ea2089338460885c74a3b362bc6d6
fig|1796646.660.peg.108	NODE_1_length_252462_cov_160.054761_141786-573	CDS	Flavoredoxin		0f09845041dcd334d9eb1dd336102afe
fig|1796646.660.peg.109	NODE_1_length_252462_cov_160.054761_142253-459	CDS	Aspartate carbamoyltransferase regulatory chain (PyrI)		a3cff3088244b79eb4f7d814689c2221
fig|1796646.660.peg.110	NODE_1_length_252462_cov_160.054761_143203-927	CDS	Aspartate carbamoyltransferase (EC 2.1.3.2)		7537d54dbe1379d8f4b24f5d6e12b500
fig|1796646.660.peg.111	NODE_1_length_252462_cov_160.054761_143330+378	CDS	L-fucose mutarotase (EC 5.1.3.29)		068bbdc89c78150e899559781d89e38c
fig|1796646.660.peg.112	NODE_1_length_252462_cov_160.054761_143876-141	CDS	hypothetical protein		4b18a1a5dce60659657f50c18cab2791
fig|1796646.660.peg.113	NODE_1_length_252462_cov_160.054761_143981+2748	CDS	LPS-assembly protein LptD @ Organic solvent tolerance protein precursor		9dba82d2564fd293b5d7e30dab39ddd0
fig|1796646.660.peg.114	NODE_1_length_252462_cov_160.054761_146828+1047	CDS	Nucleoside-diphosphate-sugar epimerase		a5e550a4490ec98c3e669a89132a2e7d
fig|1796646.660.peg.115	NODE_1_length_252462_cov_160.054761_147871+303	CDS	hypothetical protein		ef3c0c036cf57f08d6fb2d2e6ab6edaa
fig|1796646.660.peg.116	NODE_1_length_252462_cov_160.054761_148205+885	CDS	Deoxyribose-phosphate aldolase (EC 4.1.2.4)		c8d5cc4aecdc4665bb667fe8b8c8e1a8
fig|1796646.660.peg.117	NODE_1_length_252462_cov_160.054761_149089+444	CDS	hypothetical protein		0610d655c7726f426350bb41dce2c2bc
fig|1796646.660.peg.118	NODE_1_length_252462_cov_160.054761_150688-1140	CDS	Mannosyltransferase		8330b497dcc04dd475b7279dcd3ec9b8
fig|1796646.660.peg.119	NODE_1_length_252462_cov_160.054761_151428-531	CDS	tRNA/rRNA methyltransferase		ab42d8a4e09175ff615e97ec6f70dc1f
fig|1796646.660.peg.120	NODE_1_length_252462_cov_160.054761_153119-1596	CDS	AAA+ ATPase superfamily protein YifB/ComM, associated with DNA recombination		9ab2f1b76811fc103bf0e8fb0bc661fe
fig|1796646.660.peg.121	NODE_1_length_252462_cov_160.054761_154245-1101	CDS	hypothetical protein		eaf90170d58c178af961ce862e115c79
fig|1796646.660.peg.122	NODE_1_length_252462_cov_160.054761_154302+162	CDS	hypothetical protein		fb9dedf4c2abf698e9520b6ae84a832c
fig|1796646.660.peg.123	NODE_1_length_252462_cov_160.054761_154439+798	CDS	Phospholipase A1 (EC 3.1.1.32) (EC 3.1.1.4) @ Outer membrane phospholipase A		8506345ee58d48c58d5f4db99a75ff1b
fig|1796646.660.peg.124	NODE_1_length_252462_cov_160.054761_155418+201	CDS	hypothetical protein		5cb554ac64f8e99d23cddc31e2ea2075
fig|1796646.660.peg.125	NODE_1_length_252462_cov_160.054761_156322+1083	CDS	hypothetical protein		0b47c251cb16d42b5176ca3380c6315d
fig|1796646.660.peg.126	NODE_1_length_252462_cov_160.054761_157452+714	CDS	hypothetical protein		dd4ba54c4531c4f6a4f001713e165d4b
fig|1796646.660.peg.127	NODE_1_length_252462_cov_160.054761_158262+906	CDS	hypothetical protein		c2e901842a04fa40b29b1134bb51e41e
fig|1796646.660.peg.128	NODE_1_length_252462_cov_160.054761_159339+1077	CDS	hypothetical protein		6c10649f7e7fd05c36437d89a5bed456
fig|1796646.660.peg.129	NODE_1_length_252462_cov_160.054761_160580-135	CDS	hypothetical protein		caeb52a86dc422f4b62c62a0b20f26d0
fig|1796646.660.peg.130	NODE_1_length_252462_cov_160.054761_161156-153	CDS	hypothetical protein		d0a03c32b904a6b752c90d2877027041
fig|1796646.660.peg.131	NODE_1_length_252462_cov_160.054761_161156+213	CDS	hypothetical protein		75a23a15f842e17f3975b0cae6bdc307
fig|1796646.660.peg.132	NODE_1_length_252462_cov_160.054761_163417-1971	CDS	Phosphoglycerol transferase-like protein		0ae2b73416156ba2937f9db2be42c82b
fig|1796646.660.peg.133	NODE_1_length_252462_cov_160.054761_164646-1191	CDS	hypothetical protein		b2a32e4b6a32b1bd1a06e1fd80946fb8
fig|1796646.660.peg.134	NODE_1_length_252462_cov_160.054761_165848-1062	CDS	hypothetical protein		48193e84ce106e8a3c143a86806a98ff
fig|1796646.660.peg.135	NODE_1_length_252462_cov_160.054761_166079+1821	CDS	Sodium-dependent phosphate transporter		c833a031606c98fd33c230593d4c5de4
fig|1796646.660.peg.136	NODE_1_length_252462_cov_160.054761_168320+729	CDS	hypothetical protein		1eefb00bebd968dea0360973ab7d7039
fig|1796646.660.peg.137	NODE_1_length_252462_cov_160.054761_169032+639	CDS	Ribonuclease HII (EC 3.1.26.4)		3c2eac9dda0996a540366920c0b329b8
fig|1796646.660.peg.138	NODE_1_length_252462_cov_160.054761_170781-1029	CDS	FAD:protein FMN transferase (EC 2.7.1.180) @ FAD:protein FMN transferase (EC 2.7.1.180), NqrBC-associated		d96ddf25a0644261cfa1acf1cdebae75
fig|1796646.660.peg.139	NODE_1_length_252462_cov_160.054761_172129-1227	CDS	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17)		8b96be2ba3a3453a6e80768b4a1f62ad
fig|1796646.660.peg.140	NODE_1_length_252462_cov_160.054761_172640-477	CDS	hypothetical protein		d03dbb50a63569ca0ac8845c17aea4c6
fig|1796646.660.peg.141	NODE_1_length_252462_cov_160.054761_172739+2697	CDS	DNA topoisomerase IV subunit A (EC 5.99.1.3)		12699636513d5b3924f0eb95925a069a
fig|1796646.660.peg.142	NODE_1_length_252462_cov_160.054761_175438+843	CDS	hypothetical protein		e32265466172719a502db934ecfc8efd
fig|1796646.660.peg.143	NODE_1_length_252462_cov_160.054761_176293+1056	CDS	Carboxyl-terminal protease-related protein		ec602ef01426732a533bdc90c5d7c836
fig|1796646.660.peg.144	NODE_1_length_252462_cov_160.054761_177405+864	CDS	Putative hemolysin		e228c7c913f05886860cfd8a912c87d7
fig|1796646.660.peg.145	NODE_1_length_252462_cov_160.054761_178265+1263	CDS	Transcriptional regulator		e4e6d536a8e0732d7ab62bbda4e6ba3c
fig|1796646.660.peg.146	NODE_1_length_252462_cov_160.054761_179562+546	CDS	hypothetical protein		c4d287c665a3032949191e9eac2513bc
fig|1796646.660.peg.147	NODE_1_length_252462_cov_160.054761_180124+804	CDS	hypothetical protein		64acdbc7344ae0891b85d6b345fa8d48
fig|1796646.660.peg.148	NODE_1_length_252462_cov_160.054761_180937+369	CDS	hypothetical protein		e9b8ae92e73f8652906cee4903e3d645
fig|1796646.660.peg.149	NODE_1_length_252462_cov_160.054761_181425-117	CDS	hypothetical protein		9a00ed90a99117272ef754f4a57bf5a7
fig|1796646.660.peg.150	NODE_1_length_252462_cov_160.054761_181546+465	CDS	Transcriptional regulator, AsnC family		d46e4cc42c69ef4b22663adaf3adfe96
fig|1796646.660.peg.151	NODE_1_length_252462_cov_160.054761_183507-1410	CDS	RecD-like DNA helicase Atu2026		32dd8061f1723b40284930a99024d350
fig|1796646.660.peg.152	NODE_1_length_252462_cov_160.054761_185024-1485	CDS	Cysteinyl-tRNA synthetase (EC 6.1.1.16)		436c4043ef3363f62a1aa5ecc0a6cac8
fig|1796646.660.peg.153	NODE_1_length_252462_cov_160.054761_185366-330	CDS	hypothetical protein		d9e91c29ea8c314aaa9253b20f0dce58
fig|1796646.660.peg.154	NODE_1_length_252462_cov_160.054761_186085-684	CDS	hypothetical protein		0ffd7acb289345952edc277056dbd896
fig|1796646.660.peg.155	NODE_1_length_252462_cov_160.054761_186765-684	CDS	Lipoprotein-releasing system ATP-binding protein LolD		4ed85f09fa4c18a202f47e3f84db5dbf
fig|1796646.660.peg.156	NODE_1_length_252462_cov_160.054761_187528-729	CDS	HesA/MoeB/ThiF family protein		39bfdba83e67475a4c11d6a5ad79f620
fig|1796646.660.peg.157	NODE_1_length_252462_cov_160.054761_188793-1236	CDS	Aminopeptidase C (EC 3.4.22.40)		8ca19dee79d59c135fc73e5ba839117b
fig|1796646.660.peg.158	NODE_1_length_252462_cov_160.054761_189611-702	CDS	hypothetical protein		c4d7c24d2da39b6d3e8d63de1ddebad9
fig|1796646.660.peg.159	NODE_1_length_252462_cov_160.054761_190194-528	CDS	hypothetical protein		4d1e74b3765f2ebd21aa6f4862248d88
fig|1796646.660.peg.160	NODE_1_length_252462_cov_160.054761_194044-3648	CDS	hypothetical protein		49edf061d4e02d5778ef14fc679554e0
fig|1796646.660.peg.161	NODE_1_length_252462_cov_160.054761_196494-2379	CDS	hypothetical protein		9a607927d266bf77dc910f5338ff8852
fig|1796646.660.peg.162	NODE_1_length_252462_cov_160.054761_198603-1911	CDS	hypothetical protein		b7e96371b33170c59351f6ffd8013b59
fig|1796646.660.peg.163	NODE_1_length_252462_cov_160.054761_201083-2052	CDS	Membrane protein containing HD superfamily hydrolase domain, YQFF ortholog		2a608380c857c70cb38f38243d2e91d4
fig|1796646.660.peg.164	NODE_1_length_252462_cov_160.054761_203409-2268	CDS	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2) / GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II		1190894249253986201b58aaf713995d
fig|1796646.660.peg.165	NODE_1_length_252462_cov_160.054761_203566+1188	CDS	Cystathionine beta-lyase (EC 4.4.1.8)		6615adf06653a8ea70531afd43394e67
fig|1796646.660.peg.166	NODE_1_length_252462_cov_160.054761_206463-1293	CDS	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)		37d67693b5ab91a8b04ef44a270a9a31
fig|1796646.660.peg.167	NODE_1_length_252462_cov_160.054761_206615+477	CDS	Transcriptional regulator, AsnC family		d0c352b983898fc1be23e16e4ff38557
