HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH92.hmm	491	fig|1796646.660.peg.1885	764	9.3e-161	2	491	226	748	0.995926680244
GT4.hmm	160	fig|1796646.660.peg.191	359	2.9e-32	8	157	181	329	0.93125
GH16_3.hmm	230	fig|1796646.660.peg.2	270	4e-49	1	230	41	267	0.995652173913
GH110.hmm	548	fig|1796646.660.peg.2017	605	7.8e-180	2	548	33	582	0.996350364964
GT2.hmm	170	fig|1796646.660.peg.2091	332	6.9e-29	1	169	5	170	0.988235294118
GH2.hmm	752	fig|1796646.660.peg.21	835	2.2e-122	23	484	20	614	0.613031914894
GH3.hmm	216	fig|1796646.660.peg.2170	992	7e-53	5	214	105	327	0.967592592593
GT2.hmm	170	fig|1796646.660.peg.220	254	1.5e-27	1	155	4	152	0.905882352941
GT4.hmm	160	fig|1796646.660.peg.222	367	5e-21	7	149	188	332	0.8875
CE20.hmm	249	fig|1796646.660.peg.2254	493	1.3e-82	3	248	115	380	0.983935742972
GT4.hmm	160	fig|1796646.660.peg.228	413	8.2e-22	12	157	236	384	0.90625
GH43_2.hmm	277	fig|1796646.660.peg.238	348	6.1e-120	1	277	37	321	0.996389891697
GH36.hmm	688	fig|1796646.660.peg.2541	731	8.8e-212	2	687	27	714	0.995639534884
GH31_16.hmm	431	fig|1796646.660.peg.2573	749	1e-231	1	431	186	614	0.997679814385
GH23.hmm	135	fig|1796646.660.peg.259	309	1.3e-21	9	122	87	213	0.837037037037
GH43_24.hmm	246	fig|1796646.660.peg.2639	644	5.9e-88	2	246	62	350	0.991869918699
GH16_3.hmm	230	fig|1796646.660.peg.2639	644	3.4e-60	1	229	393	642	0.991304347826
GH31_15.hmm	426	fig|1796646.660.peg.2643	888	8.8e-165	1	426	205	650	0.99765258216
GH32.hmm	293	fig|1796646.660.peg.2674	483	1.1e-65	1	293	33	324	0.996587030717
GH32.hmm	293	fig|1796646.660.peg.2678	616	2.3e-87	1	290	144	446	0.986348122867
GH24.hmm	137	fig|1796646.660.peg.2717	162	9.8e-19	9	137	40	155	0.934306569343
CE9.hmm	373	fig|1796646.660.peg.2755	390	2.9e-99	4	373	8	380	0.98927613941
GT2.hmm	170	fig|1796646.660.peg.2756	261	1.8e-23	1	157	4	157	0.917647058824
GT4.hmm	160	fig|1796646.660.peg.2757	356	7.7e-20	11	128	185	296	0.73125
GH89.hmm	663	fig|1796646.660.peg.2809	744	2.9e-218	2	642	60	700	0.965309200603
GH95.hmm	722	fig|1796646.660.peg.2810	862	6.1e-248	4	715	34	828	0.984764542936
GH73.hmm	128	fig|1796646.660.peg.2862	224	1.2e-17	8	125	127	223	0.9140625
GH24.hmm	137	fig|1796646.660.peg.2894	162	4e-16	21	134	46	152	0.824817518248
GT2.hmm	170	fig|1796646.660.peg.2909	307	5.2e-25	1	116	6	122	0.676470588235
GT2.hmm	170	fig|1796646.660.peg.291	269	5.2e-21	1	148	4	148	0.864705882353
GT11.hmm	276	fig|1796646.660.peg.292	290	2.9e-68	2	274	2	285	0.985507246377
GH97.hmm	631	fig|1796646.660.peg.2929	703	2.2e-233	11	630	20	699	0.980982567353
GT6.hmm	280	fig|1796646.660.peg.293	264	1e-57	44	267	2	224	0.796428571429
GT122.hmm	327	fig|1796646.660.peg.294	364	6.7e-30	3	324	34	349	0.981651376147
GH53.hmm	342	fig|1796646.660.peg.3002	375	1.8e-60	79	337	1	262	0.754385964912
GH53.hmm	342	fig|1796646.660.peg.3007	353	2.9e-91	2	310	46	329	0.900584795322
GH2.hmm	752	fig|1796646.660.peg.3008	809	1.3e-112	22	520	17	668	0.662234042553
GT2.hmm	170	fig|1796646.660.peg.304	245	2.2e-30	2	167	8	172	0.970588235294
GH3.hmm	216	fig|1796646.660.peg.3072	148	2.1e-34	25	136	16	148	0.513888888889
GH33.hmm	342	fig|1796646.660.peg.3074	382	8e-87	12	341	41	371	0.961988304094
GT2.hmm	170	fig|1796646.660.peg.309	318	1.3e-33	1	168	4	167	0.982352941176
GT119.hmm	360	fig|1796646.660.peg.3096	489	8.4e-28	1	190	22	206	0.525
GT119.hmm	360	fig|1796646.660.peg.3096	489	2.6e-50	137	359	267	482	0.616666666667
GH3.hmm	216	fig|1796646.660.peg.312	773	3.8e-63	5	215	114	341	0.972222222222
GH16_3.hmm	230	fig|1796646.660.peg.316	278	2.4e-57	3	229	45	276	0.982608695652
GH163.hmm	251	fig|1796646.660.peg.3201	732	6.7e-105	1	250	195	448	0.99203187251
CE8.hmm	288	fig|1796646.660.peg.321	1294	2.7e-67	3	286	349	648	0.982638888889
PL1_2.hmm	183	fig|1796646.660.peg.321	1294	9.4e-61	1	183	795	998	0.994535519126
GH92.hmm	491	fig|1796646.660.peg.322	740	3.3e-186	5	491	241	733	0.989816700611
GH92.hmm	491	fig|1796646.660.peg.323	753	2e-177	2	491	223	727	0.995926680244
GH13_28.hmm	287	fig|1796646.660.peg.339	478	3.2e-108	1	286	42	353	0.993031358885
GT51.hmm	177	fig|1796646.660.peg.388	787	5.1e-60	3	177	64	245	0.983050847458
GT5.hmm	472	fig|1796646.660.peg.411	272	2.1e-35	1	217	5	234	0.457627118644
GH29.hmm	346	fig|1796646.660.peg.412	600	1.1e-78	33	340	46	372	0.887283236994
GT3.hmm	637	fig|1796646.660.peg.429	551	1e-112	1	346	13	346	0.541601255887
GT35.hmm	674	fig|1796646.660.peg.430	853	9.5e-128	20	612	124	691	0.878338278932
GT2.hmm	170	fig|1796646.660.peg.451	255	1.4e-22	1	151	6	149	0.882352941176
GH20.hmm	337	fig|1796646.660.peg.473	684	6.4e-117	9	337	147	491	0.973293768546
GH31_16.hmm	431	fig|1796646.660.peg.486	770	4.7e-218	1	431	204	635	0.997679814385
PL10_1.hmm	288	fig|1796646.660.peg.509	454	7.3e-85	1	251	61	325	0.868055555556
GH43_10.hmm	271	fig|1796646.660.peg.510	544	3.4e-108	1	271	40	312	0.9963099631
CBM91.hmm	200	fig|1796646.660.peg.510	544	1.3e-21	4	195	346	541	0.955
CE8.hmm	288	fig|1796646.660.peg.511	320	3.4e-94	2	282	28	304	0.972222222222
CE12.hmm	210	fig|1796646.660.peg.517	664	1e-72	1	210	415	649	0.995238095238
GH28.hmm	325	fig|1796646.660.peg.518	873	2.9e-81	6	309	68	439	0.932307692308
GH105.hmm	332	fig|1796646.660.peg.518	873	2.6e-111	5	331	488	850	0.981927710843
GH3.hmm	216	fig|1796646.660.peg.539	966	2e-68	4	212	212	431	0.962962962963
GT4.hmm	160	fig|1796646.660.peg.54	367	8.6e-28	8	152	194	336	0.9
GH13_38.hmm	371	fig|1796646.660.peg.615	570	1.3e-166	1	370	34	397	0.99460916442
GH16_3.hmm	230	fig|1796646.660.peg.624	265	7.6e-56	1	230	33	261	0.995652173913
GH95.hmm	722	fig|1796646.660.peg.651	1242	1.5e-270	6	714	345	1130	0.980609418283
GH85.hmm	315	fig|1796646.660.peg.680	1008	8.4e-36	14	315	117	433	0.955555555556
GT119.hmm	360	fig|1796646.660.peg.70	454	2.3e-48	1	358	45	423	0.991666666667
GH25.hmm	177	fig|1796646.660.peg.706	252	8.3e-39	2	174	54	224	0.971751412429
GT28.hmm	157	fig|1796646.660.peg.71	366	5.9e-45	2	156	192	349	0.980891719745
GH43_12.hmm	281	fig|1796646.660.peg.725	565	1.9e-104	2	281	58	354	0.992882562278
CBM91.hmm	200	fig|1796646.660.peg.725	565	3.4e-44	5	181	387	564	0.88
GH3.hmm	216	fig|1796646.660.peg.726	854	1.8e-65	3	215	59	304	0.981481481481
CE8.hmm	288	fig|1796646.660.peg.727	1159	3.8e-46	17	285	754	1019	0.930555555556
PL1_2.hmm	183	fig|1796646.660.peg.728	700	1.8e-71	1	183	80	270	0.994535519126
PL1_2.hmm	183	fig|1796646.660.peg.729	691	8.2e-71	1	183	77	264	0.994535519126
GH2.hmm	752	fig|1796646.660.peg.752	1034	1.1e-214	18	749	51	905	0.972074468085
GH31.hmm	427	fig|1796646.660.peg.777	801	6.8e-125	1	427	226	666	0.997658079625
GH3.hmm	216	fig|1796646.660.peg.783	705	7.5e-68	3	215	53	297	0.981481481481
CE1.hmm	227	fig|1796646.660.peg.788	286	2.4e-21	8	215	35	271	0.911894273128
CE20.hmm	249	fig|1796646.660.peg.811	693	5.3e-80	3	248	302	583	0.983935742972
CE3.hmm	194	fig|1796646.660.peg.812	222	5.2e-17	4	185	12	210	0.932989690722
GH171.hmm	355	fig|1796646.660.peg.815	401	3.4e-106	1	355	53	398	0.997183098592
CE11.hmm	271	fig|1796646.660.peg.980	460	3.9e-86	1	270	3	297	0.992619926199
GH3.hmm	216	fig|1796646.660.peg.998	779	7.2e-65	3	215	125	350	0.981481481481
