feature_id	location	type	function	aliases	protein_md5
fig|2005473.105.peg.14	NODE_1_length_574855_cov_1148.649749_17794+1641	CDS	hypothetical protein		4e43561c2314e676fb37f8e56e9113fd
fig|2005473.105.peg.15	NODE_1_length_574855_cov_1148.649749_19561+360	CDS	hypothetical protein		30acfd9eac57e3381dab5550a0d4e679
fig|2005473.105.peg.16	NODE_1_length_574855_cov_1148.649749_20110+147	CDS	hypothetical protein		720614a0fd8c56618534a991323d9e81
fig|2005473.105.peg.17	NODE_1_length_574855_cov_1148.649749_20361+1248	CDS	hypothetical protein		6cc6285631996692abd9e519b272f918
fig|2005473.105.peg.18	NODE_1_length_574855_cov_1148.649749_21673+2316	CDS	hypothetical protein		eee0dc16c7738204c20c88e2ec598a8e
fig|2005473.105.peg.19	NODE_1_length_574855_cov_1148.649749_24084+2166	CDS	Bacteriocin/lantibiotic efflux ABC transporter, permease/ATP-binding protein		0b85e459f5a4e78f9884858f1909c77d
fig|2005473.105.peg.20	NODE_1_length_574855_cov_1148.649749_26251+216	CDS	hypothetical protein		6df89b759d429048c5af5667e528cdb2
fig|2005473.105.peg.21	NODE_1_length_574855_cov_1148.649749_27147-501	CDS	O-acetyl-ADP-ribose deacetylase		90803974bb3c1e03cd588a534b064a9f
fig|2005473.105.peg.22	NODE_1_length_574855_cov_1148.649749_29257-1911	CDS	Chaperone protein DnaK		704dd93146931d145f7ffe1c1482dd4d
fig|2005473.105.peg.23	NODE_1_length_574855_cov_1148.649749_29276+114	CDS	hypothetical protein		bb094d9d952e85e80197169fd4f34e14
fig|2005473.105.peg.24	NODE_1_length_574855_cov_1148.649749_29527-114	CDS	hypothetical protein		7e406368590560c71f9e6560a8601bec
fig|2005473.105.peg.25	NODE_1_length_574855_cov_1148.649749_29637+420	CDS	Methylmalonyl-CoA epimerase (EC 5.1.99.1)		e0b2a54b5409c115534d5114c7eff770
fig|2005473.105.peg.26	NODE_1_length_574855_cov_1148.649749_30115+1554	CDS	Methylmalonyl-CoA decarboxylase, alpha chain (EC 4.1.1.41)		c4167a9a8496ba84c9b5df9f5474ea9d
fig|2005473.105.peg.27	NODE_1_length_574855_cov_1148.649749_31679+921	CDS	hypothetical protein		5bac1081fc91954759aeba58211611ec
fig|2005473.105.peg.28	NODE_1_length_574855_cov_1148.649749_32655+435	CDS	Biotin carboxyl carrier protein => methylmalonyl-CoA decarboxylase		65422eb13818be9e7be736e13b8ed723
fig|2005473.105.peg.29	NODE_1_length_574855_cov_1148.649749_33147+1158	CDS	Oxaloacetate decarboxylase Na(+) pump, beta chain (EC 4.1.1.3)		96fa4f20f8d77098469c10eb161e89b0
fig|2005473.105.peg.30	NODE_1_length_574855_cov_1148.649749_34522+351	CDS	hypothetical protein		394c0d04d8c0470663e3143ed9f29721
fig|2005473.105.rna.1	NODE_1_length_574855_cov_1148.649749_35017+84	rna	tRNA-Leu-CAG		
fig|2005473.105.peg.31	NODE_1_length_574855_cov_1148.649749_36911-915	CDS	hypothetical protein		f34b740e68639b5e1358ded60e58ce96
fig|2005473.105.peg.32	NODE_1_length_574855_cov_1148.649749_38236-1242	CDS	hypothetical protein		9bf600c6e740d36a5422046c2dd87c8e
fig|2005473.105.peg.33	NODE_1_length_574855_cov_1148.649749_38523-288	CDS	hypothetical protein		fd4ecad788405067c405865b1456d29e
fig|2005473.105.peg.34	NODE_1_length_574855_cov_1148.649749_38902+249	CDS	Transcriptional regulator, Xre family		6c6901b74ae62abd544b8dff8125f654
fig|2005473.105.peg.35	NODE_1_length_574855_cov_1148.649749_39147+3228	CDS	Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)		6f91df342832fd8e6e2fbff9bc43cbfa
fig|2005473.105.peg.36	NODE_1_length_574855_cov_1148.649749_42378+1641	CDS	Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)		344d5357bc2808d60e603db835aaf0ff
fig|2005473.105.peg.37	NODE_1_length_574855_cov_1148.649749_44052+1080	CDS	GTP pyrophosphokinase (EC 2.7.6.5)		ec017f127a847c8519fa6c7c33a2de93
fig|2005473.105.peg.38	NODE_1_length_574855_cov_1148.649749_45272+138	CDS	hypothetical protein		136145012962726d18779996eccf4dfa
fig|2005473.105.peg.39	NODE_1_length_574855_cov_1148.649749_46426-168	CDS	hypothetical protein		0fc772bffbbc76e61d37b0c1107b21fd
fig|2005473.105.peg.40	NODE_1_length_574855_cov_1148.649749_48245-1596	CDS	hypothetical protein		7dff9777a85385274912bfdf257bc5cc
fig|2005473.105.peg.41	NODE_1_length_574855_cov_1148.649749_49387-975	CDS	Putative DNA-binding protein in cluster with Type I restriction-modification system		9d1ce0449543d5011f245d5afcb5daab
fig|2005473.105.peg.42	NODE_1_length_574855_cov_1148.649749_50659-1236	CDS	Integrase		e4b29513309ddd3f248cd0e02f30f7e2
fig|2005473.105.peg.43	NODE_1_length_574855_cov_1148.649749_52472-1395	CDS	hypothetical protein		e9168abc742918bba9713b627bb658c7
fig|2005473.105.peg.44	NODE_1_length_574855_cov_1148.649749_52727-228	CDS	hypothetical protein		0f7daa8ed7725ad76f5221ea0ce9c305
fig|2005473.105.peg.45	NODE_1_length_574855_cov_1148.649749_52839+363	CDS	hypothetical protein		6bdaf9465628da6260fb1a928fcce7ad
fig|2005473.105.peg.46	NODE_1_length_574855_cov_1148.649749_53293+903	CDS	hypothetical protein		ddb2fd83a35cb1ef525a2e83f1d6095b
fig|2005473.105.peg.47	NODE_1_length_574855_cov_1148.649749_54561+132	CDS	hypothetical protein		6b635b56432086d113fd7c1c763a54b8
fig|2005473.105.peg.48	NODE_1_length_574855_cov_1148.649749_54676+726	CDS	hypothetical protein		fae47782fd6679413b985f9478b6952a
fig|2005473.105.peg.49	NODE_1_length_574855_cov_1148.649749_55398+228	CDS	hypothetical protein		dcd67994190585e33073bbbcd4a3a4e7
fig|2005473.105.peg.50	NODE_1_length_574855_cov_1148.649749_55703+126	CDS	hypothetical protein		97a45069442b4ee2e394d5874ee98119
fig|2005473.105.peg.51	NODE_1_length_574855_cov_1148.649749_56062-156	CDS	hypothetical protein		65a75d8c4e3e374e7804c83f417c363f
fig|2005473.105.peg.52	NODE_1_length_574855_cov_1148.649749_58487-2409	CDS	hypothetical protein		f1460fab61103fb11dfd32ec0b2b7912
fig|2005473.105.peg.53	NODE_1_length_574855_cov_1148.649749_60592-2094	CDS	hypothetical protein		9074a4d87ed0b88f9d9a42e624e1bec2
fig|2005473.105.peg.54	NODE_1_length_574855_cov_1148.649749_60864-207	CDS	hypothetical protein		450c50d08c38beacf620181a21ba2902
fig|2005473.105.peg.55	NODE_1_length_574855_cov_1148.649749_60911+150	CDS	hypothetical protein		d5def3464c59f774c408d0ca04e488bf
fig|2005473.105.peg.56	NODE_1_length_574855_cov_1148.649749_61625-516	CDS	hypothetical protein		a16abb3b27f0a7c032329d61906abe62
fig|2005473.105.peg.57	NODE_1_length_574855_cov_1148.649749_61823-105	CDS	hypothetical protein		1c6c3b07f59b13238fd2c9db65e70c5c
fig|2005473.105.peg.58	NODE_1_length_574855_cov_1148.649749_62443-624	CDS	hypothetical protein		c19c852fd24962cec291681d596f9d55
fig|2005473.105.peg.59	NODE_1_length_574855_cov_1148.649749_63519-1080	CDS	Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)		654a0c0c5226429608b7d82e949e76cf
fig|2005473.105.peg.60	NODE_1_length_574855_cov_1148.649749_64794-915	CDS	Transcriptional regulator, YafY family		b7e92ef9fceb9d4a273e7e4d47b2be99
fig|2005473.105.peg.61	NODE_1_length_574855_cov_1148.649749_65486+1317	CDS	ATP-dependent RNA helicase BT1154		4c6fc97cbe2f1cfa1326303cecb17009
fig|2005473.105.peg.62	NODE_1_length_574855_cov_1148.649749_67256+315	CDS	hypothetical protein		0cd7ad49bea503dd0a4aa298afebed02
fig|2005473.105.peg.63	NODE_1_length_574855_cov_1148.649749_67608+585	CDS	hypothetical protein		dd1c7e80e2665a2fc34db5daec714054
fig|2005473.105.peg.64	NODE_1_length_574855_cov_1148.649749_68844+1968	CDS	DNA helicase IV (EC 3.6.4.12)		0ddffe2ff2d5ce1d7ebeedb03b8f7637
fig|2005473.105.peg.65	NODE_1_length_574855_cov_1148.649749_72157-1317	CDS	hypothetical protein		e173fc68de32893d9b45e44fc025b21d
fig|2005473.105.peg.66	NODE_1_length_574855_cov_1148.649749_73525-1242	CDS	AmpG permease		d7b7d1c7a7289754d0ae9fee1425375f
fig|2005473.105.peg.67	NODE_1_length_574855_cov_1148.649749_75557-2010	CDS	Amidase enhancer		7d63a9c2b5279c2f1d92e0ab0bdabc06
fig|2005473.105.peg.68	NODE_1_length_574855_cov_1148.649749_76863-1317	CDS	putative glycosyltransferase - possibly involved in cell wall localization and side chain formation of rhamnose-glucose polysaccharide		40b28339d1df2215816ba52e66509cd7
fig|2005473.105.peg.69	NODE_1_length_574855_cov_1148.649749_77402-507	CDS	Acetyltransferase, GNAT family		2f2b2d37db2293d60167a7273b664e0f
fig|2005473.105.peg.70	NODE_1_length_574855_cov_1148.649749_78954-1479	CDS	NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)		1231495a73c2bc1e1ea4e5ab0b38ed4e
fig|2005473.105.peg.71	NODE_1_length_574855_cov_1148.649749_80474-1506	CDS	NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)		0af352feaa4899d5caed1b4f1d4a7e51
fig|2005473.105.peg.72	NODE_1_length_574855_cov_1148.649749_82532-2028	CDS	NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)		21051dfcfff64877173104da21044247
fig|2005473.105.peg.73	NODE_1_length_574855_cov_1148.649749_82852-315	CDS	NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)		6fe2594eb9fb0178c7e2dc86d6be1c0f
fig|2005473.105.peg.74	NODE_1_length_574855_cov_1148.649749_83383-516	CDS	NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)		243ab043c6bf84f9ab690798a004b7b0
fig|2005473.105.peg.75	NODE_1_length_574855_cov_1148.649749_83934-531	CDS	hypothetical protein		173263d4a1a67468a89ce8fa00f4fa32
fig|2005473.105.peg.76	NODE_1_length_574855_cov_1148.649749_84044-123	CDS	hypothetical protein		9fa0d041053a649fa7b308f0d67fbc7d
fig|2005473.105.peg.77	NODE_1_length_574855_cov_1148.649749_84948-882	CDS	ATP synthase gamma chain (EC 3.6.3.14)		aa54000a4050511cc7aa553066d70a44
fig|2005473.105.peg.78	NODE_1_length_574855_cov_1148.649749_86537-1575	CDS	ATP synthase alpha chain (EC 3.6.3.14)		358c6945c30fee59a449a936a3a2a459
fig|2005473.105.peg.79	NODE_1_length_574855_cov_1148.649749_87092-546	CDS	hypothetical protein		53cf9129d62801208b6b2197ae800003
fig|2005473.105.peg.80	NODE_1_length_574855_cov_1148.649749_87596-498	CDS	hypothetical protein		31d83af1978ac4d383ce600ead621377
fig|2005473.105.peg.81	NODE_1_length_574855_cov_1148.649749_87857-246	CDS	ATP synthase F0 sector subunit c (EC 3.6.3.14)		d06940b358191ad539edde49d222c054
fig|2005473.105.peg.82	NODE_1_length_574855_cov_1148.649749_89002-1119	CDS	ATP synthase F0 sector subunit a (EC 3.6.3.14)		16df076b664df28f2354d9e0b4c815e9
fig|2005473.105.peg.83	NODE_1_length_574855_cov_1148.649749_89237-234	CDS	hypothetical protein		142c78cda229d03f4d78433cbbe33187
fig|2005473.105.peg.84	NODE_1_length_574855_cov_1148.649749_90759-1503	CDS	ATP synthase beta chain (EC 3.6.3.14)		ecb1dd7dcd3c9da4d2f9ca66fae4941d
fig|2005473.105.peg.85	NODE_1_length_574855_cov_1148.649749_91888-1077	CDS	NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)		9fc8d0e3aff25c05f351a8b7370e8e72
fig|2005473.105.peg.86	NODE_1_length_574855_cov_1148.649749_93550-1629	CDS	NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3) / NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)		a2e53d630276cb74531b991382230301
fig|2005473.105.peg.87	NODE_1_length_574855_cov_1148.649749_94186-585	CDS	NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)		25b18c188a82a9cef15517b7c1aa4db8
fig|2005473.105.peg.88	NODE_1_length_574855_cov_1148.649749_94572-375	CDS	NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)		8c125c25f49b537fdc66e47ba746c5d3
fig|2005473.105.peg.89	NODE_1_length_574855_cov_1148.649749_95835-840	CDS	hypothetical protein		6aeb13a56d246a8c4aa2d1ead0e2432c
fig|2005473.105.peg.90	NODE_1_length_574855_cov_1148.649749_98085-2220	CDS	TonB-dependent receptor		61d68480345d09de5ab7e6e9561ec3fe
fig|2005473.105.peg.91	NODE_1_length_574855_cov_1148.649749_98263+1521	CDS	hypothetical protein		bcdaf857aea9ccfb06d6f3c7f6b3515f
fig|2005473.105.peg.92	NODE_1_length_574855_cov_1148.649749_100566-798	CDS	Metal transporter, ZIP family		4c898f40c7717e55b8b6a27c8c535e6a
fig|2005473.105.peg.93	NODE_1_length_574855_cov_1148.649749_100665+561	CDS	RNA polymerase ECF-type sigma factor		8305ac7f31daf268babd86e443c9d829
fig|2005473.105.peg.94	NODE_1_length_574855_cov_1148.649749_101279+399	CDS	hypothetical protein		0792894e6ad89c9a67f35115707a4975
fig|2005473.105.peg.95	NODE_1_length_574855_cov_1148.649749_101696+486	CDS	hypothetical protein		6ac4a257e265da65bef86b37ed4d0bc4
fig|2005473.105.peg.96	NODE_1_length_574855_cov_1148.649749_102282+5730	CDS	hypothetical protein		321ae55dbcf80ba276098b5588bce060
fig|2005473.105.peg.97	NODE_1_length_574855_cov_1148.649749_108270+1239	CDS	FIG007959: peptidase, M16 family		19e655577069fe66e3e6387f41add423
fig|2005473.105.peg.98	NODE_1_length_574855_cov_1148.649749_109616+1029	CDS	tRNA-dihydrouridine synthase DusB		35fc162bea8fd7230b152ea7fafd0b79
fig|2005473.105.peg.99	NODE_1_length_574855_cov_1148.649749_110651+885	CDS	hypothetical protein		6d5318b6133894659ba53820e65bfdb0
fig|2005473.105.peg.100	NODE_1_length_574855_cov_1148.649749_111567+708	CDS	hypothetical protein		6ffb05be4cce8bdc4c955c89400c40eb
fig|2005473.105.peg.101	NODE_1_length_574855_cov_1148.649749_112290+1503	CDS	hypothetical protein		32dd21d15d7ba6eb059dbc38ab8a7378
fig|2005473.105.peg.102	NODE_1_length_574855_cov_1148.649749_113779+99	CDS	hypothetical protein		9b30b57424c957cc87555a9941dc8274
fig|2005473.105.peg.103	NODE_1_length_574855_cov_1148.649749_115884-1362	CDS	hypothetical protein		0bd26d13b4e7c8a9b64637e053dd2c2c
fig|2005473.105.peg.104	NODE_1_length_574855_cov_1148.649749_116822-918	CDS	hypothetical protein		3bdec45db45a72e730dd1a6baf0a567a
fig|2005473.105.peg.105	NODE_1_length_574855_cov_1148.649749_118618-1773	CDS	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family		6013a88c701c9f9e43d7a6cd75eea065
fig|2005473.105.peg.106	NODE_1_length_574855_cov_1148.649749_121784-3141	CDS	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family		7806b221e5da999fe6f5b5166ebf29d7
fig|2005473.105.peg.107	NODE_1_length_574855_cov_1148.649749_122114+762	CDS	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)		e590215552912ea1bd6bb24962363351
fig|2005473.105.peg.108	NODE_1_length_574855_cov_1148.649749_122950+1041	CDS	UPF0324 inner membrane protein YeiH		9da4ca300c2e614842436e33d6dd924f
fig|2005473.105.peg.109	NODE_1_length_574855_cov_1148.649749_124044+2016	CDS	DNA internalization-related competence protein ComEC/Rec2		435b0a952a89585c9c91d20174aaaea4
fig|2005473.105.peg.110	NODE_1_length_574855_cov_1148.649749_126073+1062	CDS	N-succinyl-L-citrulline deacetylase		c28d211ef6d5047edf0aa2a3fc28ca12
fig|2005473.105.peg.111	NODE_1_length_574855_cov_1148.649749_127210+1104	CDS	GTP-binding and nucleic acid-binding protein YchF		d7b8bb4ca9ef305648ee5ef6918e6526
fig|2005473.105.peg.112	NODE_1_length_574855_cov_1148.649749_129435-1107	CDS	DNA polymerase IV (EC 2.7.7.7)		3235542980ec8ab860ad6dc001b413c1
fig|2005473.105.peg.113	NODE_1_length_574855_cov_1148.649749_129514+1224	CDS	Fosmidomycin resistance protein		0fa824960f5dd48fd6af011029a551b3
fig|2005473.105.peg.114	NODE_1_length_574855_cov_1148.649749_130869+4020	CDS	Periplasmic ligand-binding sensor domain COG3292 / BaeS-type histidine kinase / OmpR-type DNA-binding response regulator		096857a4e556cd66909fd8a2e94100ff
fig|2005473.105.peg.115	NODE_1_length_574855_cov_1148.649749_138179-3240	CDS	Putative large secreted protein SCO0341		a89e8bce798ef1eaf10ec59f5b847222
fig|2005473.105.peg.116	NODE_1_length_574855_cov_1148.649749_139242-1047	CDS	Hypothetical glycoside hydrolase, family 43, similar to arabinosidase		c660646c1a1f3e3d86fa446f3640d936
fig|2005473.105.peg.117	NODE_1_length_574855_cov_1148.649749_140566-1296	CDS	Hypothetical glycoside hydrolase, family 43, similar to arabinosidase		a6b980f605cb33f9237c259e2c2d47ab
fig|2005473.105.peg.118	NODE_1_length_574855_cov_1148.649749_142572-1956	CDS	Xylan 1,4-beta-xylosidase (EC 3.2.1.37)		f4020a26300298795abddd539e3a0e46
fig|2005473.105.peg.119	NODE_1_length_574855_cov_1148.649749_142660+99	CDS	hypothetical protein		4fb939734ee8aa44cb90618131f9845e
fig|2005473.105.peg.120	NODE_1_length_574855_cov_1148.649749_142739+1437	CDS	hypothetical protein		f4ff289e16a723b0aa516fec63a98df5
fig|2005473.105.peg.121	NODE_1_length_574855_cov_1148.649749_145682-1506	CDS	tolB protein precursor, periplasmic protein involved in the tonb-independent uptake of group A colicins		88b7bdace81350ae5ea615ea19303140
fig|2005473.105.peg.122	NODE_1_length_574855_cov_1148.649749_148273-2544	CDS	Endo-1,4-beta-xylanase (EC 3.2.1.8)		29a301b213cac8ebe25187ce8bef9f07
fig|2005473.105.peg.123	NODE_1_length_574855_cov_1148.649749_149413-1119	CDS	Endo-1,4-beta-xylanase (EC 3.2.1.8)		683b7107e68103346866bbf9f760cc36
fig|2005473.105.peg.124	NODE_1_length_574855_cov_1148.649749_150537-1128	CDS	Endo-1,4-beta-xylanase (EC 3.2.1.8)		7c3c86086ed200f4a956c6170a1bde70
fig|2005473.105.peg.125	NODE_1_length_574855_cov_1148.649749_153152-2562	CDS	beta-glucosidase (EC 3.2.1.21)		017447693241105a5bf544e1ba47231f
fig|2005473.105.peg.126	NODE_1_length_574855_cov_1148.649749_155543-2301	CDS	Endo-1,4-beta-xylanase (EC 3.2.1.8)		621d944a2d8a499aa721c0c014dfe854
fig|2005473.105.peg.127	NODE_1_length_574855_cov_1148.649749_156597-1044	CDS	hypothetical protein		a74d468fc06500b2739b7a45097901ab
fig|2005473.105.peg.128	NODE_1_length_574855_cov_1148.649749_158409-1785	CDS	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family		aa53099b94b09ef342471af7569b3eed
fig|2005473.105.peg.129	NODE_1_length_574855_cov_1148.649749_161272-2859	CDS	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family		c45fa2efe9e6393aac171c5c2943a611
fig|2005473.105.peg.130	NODE_1_length_574855_cov_1148.649749_163243-1935	CDS	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family		1cdbabd86fb89310727b6b7720047eed
fig|2005473.105.peg.131	NODE_1_length_574855_cov_1148.649749_166394-3135	CDS	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family		581c5239722e3652d61e69434f7bf6c0
fig|2005473.105.peg.132	NODE_1_length_574855_cov_1148.649749_168264-1722	CDS	Xylan 1,4-beta-xylosidase (EC 3.2.1.37)		20c81c110905fc5f37c7d45de28d3a6b
fig|2005473.105.peg.133	NODE_1_length_574855_cov_1148.649749_170185-1629	CDS	Endo-1,4-beta-xylanase (EC 3.2.1.8)		339efd8bb798fcd5d00735e9c701f22c
fig|2005473.105.peg.134	NODE_1_length_574855_cov_1148.649749_170566+1380	CDS	Hypothetical glycoside hydrolase, family 43, similar to arabinosidase		4caa40b30438229dad46df0ff7341b35
fig|2005473.105.peg.135	NODE_1_length_574855_cov_1148.649749_172835-813	CDS	D-mannonate oxidoreductase (EC 1.1.1.57)		d2d05f214de5a39efee0a4d658df2441
fig|2005473.105.peg.136	NODE_1_length_574855_cov_1148.649749_174033-1182	CDS	Mannonate dehydratase (EC 4.2.1.8)		a57b8669c49a61680e08ebae6298af38
fig|2005473.105.peg.137	NODE_1_length_574855_cov_1148.649749_175452-1413	CDS	Uronate isomerase (EC 5.3.1.12)		b5f7fd6aea48d1d0b57427ebd1802634
fig|2005473.105.peg.138	NODE_1_length_574855_cov_1148.649749_176959-1485	CDS	Hexuronate transporter		05ac6730b29440e84f6df453b75fb3cd
fig|2005473.105.peg.139	NODE_1_length_574855_cov_1148.649749_179527-2550	CDS	hypothetical protein		a17d88ed2352045e062da14113c14571
fig|2005473.105.peg.140	NODE_1_length_574855_cov_1148.649749_180392-783	CDS	hypothetical protein		54347a260105f9d5a1ea5ea2b96a85a9
fig|2005473.105.peg.141	NODE_1_length_574855_cov_1148.649749_182858-2451	CDS	ApeH acylamino-acid-releasing enzyme (EC 3.4.19.1)		014b08321bc69988a0ded6fc7e4d2876
fig|2005473.105.peg.142	NODE_1_length_574855_cov_1148.649749_183089+3258	CDS	putative Tricorn-like protease		f578676615dfcc6e1e8a86a1f11780db
fig|2005473.105.peg.143	NODE_1_length_574855_cov_1148.649749_186492+609	CDS	YciO protein, TsaC/YrdC paralog		e4bcaadc390946056f82f60f0696358a
fig|2005473.105.peg.144	NODE_1_length_574855_cov_1148.649749_187236+936	CDS	Malate dehydrogenase (EC 1.1.1.37)		3fca5ba52d7616307781b7e7546a52de
fig|2005473.105.peg.145	NODE_1_length_574855_cov_1148.649749_188292+483	CDS	hypothetical protein		befbb7134341cd2574cf37d96f2b2334
fig|2005473.105.peg.146	NODE_1_length_574855_cov_1148.649749_193145-4290	CDS	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)		61ae0a9df6a92e720cc3740e2a305a94
fig|2005473.105.peg.147	NODE_1_length_574855_cov_1148.649749_196990-3813	CDS	DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)		0230e31cc839a0c64d660483f7bdff78
fig|2005473.105.peg.148	NODE_1_length_574855_cov_1148.649749_197471-375	CDS	LSU ribosomal protein L7p/L12p (P1/P2)		da3e9ec5458ecb494258e1604e629ad8
fig|2005473.105.peg.149	NODE_1_length_574855_cov_1148.649749_198083-534	CDS	LSU ribosomal protein L10p (P0)		9d82257214d2b845e8646018975967d2
fig|2005473.105.peg.150	NODE_1_length_574855_cov_1148.649749_198798-696	CDS	LSU ribosomal protein L1p (L10Ae)		430276ab76a5428176f0b7a71827f3c1
fig|2005473.105.peg.151	NODE_1_length_574855_cov_1148.649749_199257-444	CDS	LSU ribosomal protein L11p (L12e)		67d0fb4cf4ccbbb8dc8d05befa19b998
fig|2005473.105.peg.152	NODE_1_length_574855_cov_1148.649749_199878-561	CDS	Transcription antitermination protein NusG		e8ea1d5d7bb0bd5593ed53be470da68f
fig|2005473.105.peg.153	NODE_1_length_574855_cov_1148.649749_200095-195	CDS	hypothetical protein		0345dedfbd1e22428cddb71c2d140710
fig|2005473.105.rna.2	NODE_1_length_574855_cov_1148.649749_200182-76	rna	tRNA-Trp-CCA		
fig|2005473.105.peg.154	NODE_1_length_574855_cov_1148.649749_201416-1185	CDS	Translation elongation factor Tu		cf733c59e909dab1a980ec181e40fe38
fig|2005473.105.rna.3	NODE_1_length_574855_cov_1148.649749_201579-75	rna	tRNA-Thr-GGT		
fig|2005473.105.rna.4	NODE_1_length_574855_cov_1148.649749_201665-76	rna	tRNA-Gly-TCC		
fig|2005473.105.rna.5	NODE_1_length_574855_cov_1148.649749_201754-83	rna	tRNA-Tyr-GTA		
fig|2005473.105.rna.6	NODE_1_length_574855_cov_1148.649749_201876-77	rna	tRNA-Thr-TGT		
fig|2005473.105.peg.155	NODE_1_length_574855_cov_1148.649749_202145+1800	CDS	Xaa-Pro aminopeptidase (EC 3.4.11.9)		b5d57df303a5f7cf2aea743eeb63c6a8
fig|2005473.105.peg.156	NODE_1_length_574855_cov_1148.649749_203967+567	CDS	Carbonic anhydrase, gamma class (EC 4.2.1.1)		013f9d5a72305679349bcc4703eeddcd
fig|2005473.105.peg.157	NODE_1_length_574855_cov_1148.649749_205702-1086	CDS	Tryptophanyl-tRNA synthetase (EC 6.1.1.2)		b3a5bb04622419defdf74556e86c4ee2
fig|2005473.105.peg.158	NODE_1_length_574855_cov_1148.649749_206557-783	CDS	Inositol-1-monophosphatase (EC 3.1.3.25)		f1478a2c2c2914ab0bcca55e16f22979
fig|2005473.105.peg.159	NODE_1_length_574855_cov_1148.649749_207077-471	CDS	Transcriptional regulator, AsnC family		ac508bac39955283f4e246fee0353ed5
fig|2005473.105.peg.160	NODE_1_length_574855_cov_1148.649749_207213+531	CDS	hypothetical protein		b5f1782ee8293da503329e344cbe5120
fig|2005473.105.peg.161	NODE_1_length_574855_cov_1148.649749_207913-129	CDS	hypothetical protein		300205eddf0a7d80a5e6875b927f022b
fig|2005473.105.peg.162	NODE_1_length_574855_cov_1148.649749_207930+747	CDS	Zinc ABC transporter, substrate-binding protein ZnuA		4c294fa3ff21ccffd6060c3b453ce987
