Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
fig|2005473.105.peg.123	3.1.1.73|3.2.1.55|3.2.1.8|-	CE1(153-368)	CBM48_e68+CE1_e22	CBM48+CE0	Y(1-23)	3
fig|2005473.105.peg.1233	3.2.1.1	GH13_37(45-348)	GH13_e203	GH13_37	N	3
fig|2005473.105.peg.1234	2.4.1.161	GH31(209-648)	GH31_e76	GH31	N	3
fig|2005473.105.peg.124	3.1.1.72|3.1.1.73|-	CE1(143-367)	CBM48_e9+CE1_e22	CBM48+CE0	N	3
fig|2005473.105.peg.125	3.2.1.37|3.2.1.55|3.2.1.21|3.2.1.6|3.2.1.73	GH3(57-301)	GH3_e0	GH3	Y(1-21)	3
fig|2005473.105.peg.1257	3.2.1.8|3.1.1.73|-	GH10(32-362)+CE1(501-712)	GH10_e109+CBM48_e44+CE1_e22	CBM48+CE0+GH10	Y(1-21)	3
fig|2005473.105.peg.1258	3.2.1.3|3.2.1.20	GH97(10-697)	GH97_e22	GH97	Y(1-20)	3
fig|2005473.105.peg.126	3.2.1.8	GH10(505-761)	CBM4_e6+CBM4_e6+GH10_e5	CBM4+GH10	Y(1-22)	3
fig|2005473.105.peg.1266	-	GH2(50-895)	GH2_e30	GH2	Y(1-20)	3
fig|2005473.105.peg.1270	3.2.1.131	GH115(47-817)	GH115_e0	GH115	Y(1-28)	3
fig|2005473.105.peg.1294	N	GT119(34-408)	N	GT119	N	2
fig|2005473.105.peg.1295	-	GT28(196-353)	GT28_e43	GT28	N	3
fig|2005473.105.peg.1313	-	GT4(241-388)	GT4_e1535	GT4	N	3
fig|2005473.105.peg.1317	-	GT9(66-318)	GT9_e65	GT9	N	3
fig|2005473.105.peg.132	3.2.1.55|3.2.1.8|-	GH43_12(64-359)+CBM91(391-572)	GH43_e124+CBM91_e46	CBM91+GH43_12	Y(1-22)	3
fig|2005473.105.peg.133	3.2.1.55|-	GH43_10(32-296)+CBM91(323-529)	GH43_e82+CBM91_e4	CBM91+GH43_10	Y(1-22)	3
fig|2005473.105.peg.1332	3.2.1.-	GH154(52-403)	GH154_e20	GH154	Y(1-22)	3
fig|2005473.105.peg.134	3.2.1.37|3.2.1.8|3.2.1.55|-	GH43_29(23-313)+CBM6(340-457)	GH43_e45+CBM6_e0	CBM6+GH43_29	Y(1-22)	3
fig|2005473.105.peg.1340	-	GH133(268-620)	GH133_e3	GH133	N	3
fig|2005473.105.peg.1346	-	GH43_35(31-348)	GH43_e65	GH43_35	Y(1-22)	3
fig|2005473.105.peg.1373	-	GH108(9-99)	GH108_e40	N	N	2
fig|2005473.105.peg.139	3.2.1.131	GH115(36-825)	GH115_e0	GH115	Y(1-22)	3
fig|2005473.105.peg.1455	3.2.1.-|3.2.1.1	GH13_19(71-443)	GH13_e62	GH13_19	Y(1-24)	3
fig|2005473.105.peg.1496	-	CE1(29-252)	CE1_e22	N	Y(1-20)	2
fig|2005473.105.peg.1516	-	GT2(6-163)	GT2	GT2	N	3
fig|2005473.105.peg.1527	-	GT4(233-387)	GT4_e448	GT4	N	3
fig|2005473.105.peg.1528	-	GT2(8-129)	GT2	GT2	N	3
fig|2005473.105.peg.1529	-	GT2(8-140)	GT2	GT2	N	3
fig|2005473.105.peg.1568	3.2.1.-|-	GH105(48-373)+GH154(382-744)	GH105_e39+GH154_e2	GH105+GH154	Y(1-25)	3
fig|2005473.105.peg.1579	-	GH28(186-446)	GH28_e57	GH28	Y(1-22)	3
fig|2005473.105.peg.1580	3.2.1.55|3.2.1.37|-	GH43_10(38-307)+CBM91(341-536)	GH43_e0+CBM91_e10	CBM91+GH43_10	Y(1-20)	3
fig|2005473.105.peg.1581	-	GH88(11-317)	GH88_e24	GH88	N	3
fig|2005473.105.peg.1595	-	GT2(7-127)	GT2	GT2	N	3
fig|2005473.105.peg.1641	-	GH133(286-637)	GH133_e1	GH133	N	3
fig|2005473.105.peg.1642	-	GT4(240-388)	GT4_e602	GT4	N	3
fig|2005473.105.peg.1643	-	GH57(6-323)	GH57_e10	GH57	N	3
fig|2005473.105.peg.1665	-	GH127(40-572)	GH127_e2	GH127	Y(1-28)	3
fig|2005473.105.peg.1666	3.2.1.22	GH97(4-646)	GH97_e1	GH97	N	3
fig|2005473.105.peg.1667	-	GH43_34(31-305)+CBM32(334-452)	GH43_e270+CBM32_e8	CBM32+GH43_34	Y(1-21)	3
fig|2005473.105.peg.1668	3.2.1.185	GH127(39-570)	GH127_e4	GH127	Y(1-20)	3
fig|2005473.105.peg.1682	3.2.1.41|3.2.1.1|3.2.1.-|3.2.1.68	GH13_14(204-528)	CBM48_e14+GH13_e95	GH13_14	Y(1-28)	3
fig|2005473.105.peg.184	-	GT51(85-266)	GT51_e160	GT51	N	3
fig|2005473.105.peg.1886	-	GH146(40-550)	GH146_e13	GH146	Y(1-27)	3
fig|2005473.105.peg.1904	-	CE1(140-363)	CBM48_e85+CE1_e22	N	Y(1-20)	2
fig|2005473.105.peg.1906	3.2.1.23	GH2(29-567)	GH2_e16	GH2	Y(1-21)	3
fig|2005473.105.peg.1932	2.4.1.25	CBM20(2-80)+GH77(244-883)	CBM20_e2+CBM20_e2+GH77_e22	CBM20+GH77	N	3
fig|2005473.105.peg.2018	-	GH2(19-583)	GH2_e31	GH2	Y(1-21)	3
fig|2005473.105.peg.2023	2.4.1.18	GH13_8(192-512)	CBM48_e32+GH13_e20	CBM48+GH13_8	N	3
fig|2005473.105.peg.2035	-	GT19(4-357)	GT19_e2	GT19	N	3
fig|2005473.105.peg.2045	-	GT2(58-227)	GT2	N	N	2
fig|2005473.105.peg.2049	-	GT92(42-148)	GT92_e13	GT0	N	3
fig|2005473.105.peg.2050	-	GT4(246-380)	GT4_e2634	GT4	N	3
fig|2005473.105.peg.2051	N	GT122(30-341)	N	N	N	1
fig|2005473.105.peg.2060	3.2.1.37|3.2.1.55|3.2.1.8	GH43_29(21-308)+CBM6(332-455)	GH43_e59+CBM6_e0	CBM6+GH43_29	Y(1-20)	3
fig|2005473.105.peg.2064	3.2.1.63|3.2.1.51	GH29(32-358)	GH29_e63	GH29	Y(1-29)	3
fig|2005473.105.peg.2066	3.2.1.111|3.2.1.51|-	GH29(54-360)	GH29_e30+CBM32_e126	GH29	N	3
fig|2005473.105.peg.2067	-	GH29(29-439)	GH29_e82	GH29	Y(1-29)	3
fig|2005473.105.peg.2069	-	GH25(46-213)	GH25_e77	GH25	N	3
fig|2005473.105.peg.2084	3.2.1.37	GH3(96-308)	GH3_e151	GH3	N	3
fig|2005473.105.peg.2090	3.2.1.55	GH43_34(27-325)	GH43_e159	GH43_34	Y(1-19)	3
fig|2005473.105.peg.2091	-	GH30_2(54-500)	GH30_e11	GH30_2	Y(1-24)	3
fig|2005473.105.peg.2104	-	GT2(4-167)	GT2	GT2	N	3
fig|2005473.105.peg.2135	3.2.1.55	GH43_19(80-306)	GH43_e159	GH43_19	Y(1-27)	3
fig|2005473.105.peg.2146	-	GH146(35-535)	GH146_e13	GH146	Y(1-23)	3
fig|2005473.105.peg.2151	3.2.1.55	GH51_1(29-513)	GH51_e19	GH51_1	Y(1-23)	3
fig|2005473.105.peg.2152	3.2.1.-|3.2.1.55	GH43_29(34-312)	GH43_e22	GH43_29	Y(1-22)	3
fig|2005473.105.peg.2153	3.2.1.55	GH51_2(198-658)	GH51_e47	GH51_2	Y(1-22)	3
fig|2005473.105.peg.2154	3.2.1.-|3.2.1.99	GH43_4(54-365)	GH43_e326	GH43_4	Y(1-23)	3
fig|2005473.105.peg.2161	3.2.1.99	GH43_4(167-527)	GH43_e183	GH43_4	Y(1-64)	3
fig|2005473.105.peg.2166	3.2.1.55	GH51_2(213-667)	GH51_e47	GH51_2	Y(1-22)	3
fig|2005473.105.peg.2186	3.2.1.55	GH51_2(372-820)	GH51_e47	GH51_2	Y(1-23)	3
fig|2005473.105.peg.2187	-	GH43_24(39-329)+GH16_3(370-622)	GH43_e236+GH16_e36	GH16_3+GH43_24	Y(1-22)	3
fig|2005473.105.peg.2210	3.1.1.73|3.2.1.55|3.2.1.8|-	CE1(148-379)	CBM48_e68+CE1_e22	CBM48+CE0	Y(1-28)	3
fig|2005473.105.peg.2212	-	GH43_7(32-302)	GH43_e167+CBM13_e223	CBM13+GH43_7	Y(1-27)	3
fig|2005473.105.peg.2263	-	CE11(3-227)	CE11_e18	CE11	N	3
fig|2005473.105.peg.2277	3.2.1.23|-	GH43_24(52-308)+GH35(354-665)	GH43_e269+GH35_e43+CBM32_e42	GH35+GH43_24	Y(1-24)	3
fig|2005473.105.peg.229	3.2.1.22|3.2.1.88	GH97(14-653)	GH97_e18	GH97	Y(1-22)	3
fig|2005473.105.peg.2295	-	GH23(300-458)	GH23_e762	GH23	Y(1-33)	3
fig|2005473.105.peg.2298	3.2.1.8|3.1.1.73|-	CE1(154-364)	CBM48_e44+CE1_e22	CBM48+CE0+GH10	Y(1-23)	3
fig|2005473.105.peg.2407	N	GT122(46-368)	N	GT122	N	2
fig|2005473.105.peg.2408	-	GT4(198-347)	GT4_e408	GT4	N	3
fig|2005473.105.peg.2409	-	GT4(183-320)	GT4_e2903	GT4	N	3
fig|2005473.105.peg.2410	-	GT4(192-343)	GT4_e3657	GT4	N	3
fig|2005473.105.peg.2451	3.1.1.72|3.2.1.55|3.1.1.73	CE6(95-205)+GH51_2(518-943)	CE6_e2+GH51_e47	CE6+GH51_2	Y(1-26)	3
fig|2005473.105.peg.2452	4.2.2.-|3.2.1.-	PL42(37-329)	PL42_e0	PL42	Y(1-29)	3
fig|2005473.105.peg.255	-	GH43_19(76-318)	GH43_e186	GH43_19	Y(1-22)	3
fig|2005473.105.peg.2556	-	GT30(38-207)	GT30_e38	GT30	N	3
fig|2005473.105.peg.2568	-	GH23(122-256)	GH23_e209+CBM50_e207+CBM50_e207	CBM50+GH23	Y(1-20)	3
fig|2005473.105.peg.2597	-	GT83(9-519)	GT83_e8	GT0	N	3
fig|2005473.105.peg.2668	-	GT5(5-240)	GT5_e28	GT5	N	3
fig|2005473.105.peg.267	3.2.1.37|3.2.1.55|3.2.1.21|3.2.1.6|3.2.1.73	GH3(169-419)	GH3_e0	GH3	Y(1-21)	3
fig|2005473.105.peg.2711	-	GH43_35(40-381)	GH43_e68	GH43_35	Y(1-20)	3
fig|2005473.105.peg.275	-	GT4(190-324)	GT4_e689	GT4	N	3
fig|2005473.105.peg.276	-	GT4(232-362)	GT4_e1632	GT4	N	3
fig|2005473.105.peg.287	-	GH171(50-394)	GH171_e3	GH171	Y(1-29)	3
fig|2005473.105.peg.290	-	GH31_4(327-755)	GH31_e92	GH31_4	Y(1-21)	3
fig|2005473.105.peg.291	3.2.1.22	GH97(12-608)	GH97_e16	GH97	Y(1-24)	3
fig|2005473.105.peg.300	3.2.1.177	GH31_4(376-843)	GH31_e66	GH31_4	Y(1-28)	3
fig|2005473.105.peg.301	3.2.1.21|3.2.1.-	GH3(61-282)	GH3_e10	GH3	N	3
fig|2005473.105.peg.307	N	GT122(31-335)	N	N	N	1
fig|2005473.105.peg.308	-	GT2(8-153)	GT2	GT2	N	3
fig|2005473.105.peg.313	-	GT4(182-322)	GT4_e785	GT4	N	3
fig|2005473.105.peg.314	-	GT4(194-335)	GT4_e2413	GT4	N	3
fig|2005473.105.peg.315	-	GT4(188-331)	GT4_e1414	GT4	N	3
fig|2005473.105.peg.316	-	GT2(9-136)	GT2	GT2	N	3
fig|2005473.105.peg.332	3.2.1.21|3.2.1.-	GH3(110-332)	GH3_e1	GH3	Y(1-30)	3
fig|2005473.105.peg.333	-	GH115(37-835)	GH115_e6	GH115	Y(1-21)	3
fig|2005473.105.peg.334	3.2.1.177	GH31_4(219-716)	GH31_e94	GH31_4	Y(1-25)	3
fig|2005473.105.peg.401	3.1.1.-	CE15(52-375)	CE15_e21	CE15+GH8	Y(1-61)	3
fig|2005473.105.peg.412	-	GH30_2(51-494)	GH30_e11	GH30_2	Y(1-18)	3
fig|2005473.105.peg.459	-	GT2(12-178)	GT2	GT2	N	3
fig|2005473.105.peg.465	3.2.1.177	GH31_4(216-710)	GH31_e94	GH31_4	Y(1-21)	3
fig|2005473.105.peg.480	3.2.1.-	GH3(105-327)	GH3_e57	GH3	Y(1-25)	3
fig|2005473.105.peg.6	3.2.1.-|3.2.1.63	GH95(24-791)	GH95_e1	GH95	Y(1-22)	3
fig|2005473.105.peg.638	-	GH13_28(43-353)	GH13_e17	GH13_28	Y(1-28)	3
fig|2005473.105.peg.65	-	CE7(134-429)	CE7_e10	N	Y(1-25)	2
fig|2005473.105.peg.667	-	GH23(95-217)	GH23_e461	GH23	Y(1-24)	3
fig|2005473.105.peg.68	-	GT2(194-325)	GT2	GT2	N	3
fig|2005473.105.peg.699	3.2.1.-	GH43_5(40-349)	GH43_e235	GH43_5	Y(1-24)	3
fig|2005473.105.peg.721	N	GT119(3-182)+GT119(243-454)	N	GT119	N	2
fig|2005473.105.peg.738	-	CBM98(33-130)+GH13_47(411-722)	CBM48_e31+GH13_e156	CBM48+CBM98+GH13_47	Y(1-22)	3
fig|2005473.105.peg.765	3.2.1.23	GH2(23-678)	GH2_e137	GH2	N	3
fig|2005473.105.peg.796	-	GT2(5-169)	GT2	GT2	N	3
fig|2005473.105.peg.829	-	GT3(13-353)	GT3_e2	GT3	N	3
fig|2005473.105.peg.830	2.4.1.1	GT35(124-755)	GT35_e7	GT35	N	3
fig|2005473.105.peg.846	-	GH35(34-210)	GH35_e44	GH35	Y(1-21)	3
fig|2005473.105.peg.847	-	CE20(110-260)+CE20(438-563)	CE20_e6	CE20	Y(1-25)	3
fig|2005473.105.peg.849	3.2.1.8|3.2.1.55	GH10(33-370)	GH10_e83	GH10	Y(1-28)	3
fig|2005473.105.peg.850	3.2.1.37|3.2.1.55	GH43_1(7-316)	GH43_e53	GH43_1	N	3
fig|2005473.105.peg.851	3.2.1.139|3.2.1.131|3.2.1.-	GH67(69-639)	GH67_e0	GH67	Y(1-23)	3
fig|2005473.105.peg.864	-	GT2(11-142)	GT2	GT2	N	3
fig|2005473.105.peg.865	N	GT131(4-381)	N	GT131	N	2
fig|2005473.105.peg.903	-	GH43_10(40-255)+CBM91(366-552)	GH43_e163+CBM91_e37	CBM91+GH43_10	Y(1-26)	3
fig|2005473.105.peg.938	-	GT2(8-138)	GT2	GT2	N	3
fig|2005473.105.peg.953	-	GT2(8-173)	GT2	GT2	N	3
fig|2005473.105.peg.955	N	CE1(435-669)	N	N	N	1
fig|2005473.105.peg.964	3.2.1.20	GH13_38(24-387)	GH13_e113	GH13_38	N	3
fig|2005473.105.peg.966	-	GH43_17(38-302)	GH43_e238	GH43_17	Y(1-21)	3
fig|2005473.105.peg.1365	-	N	CBM50_e27	CBM50	Y(1-25)	2
fig|2005473.105.peg.164	-	N	CBM35_e43	CBM35	N	2
fig|2005473.105.peg.2411	-	N	GT4_e116	GT4	N	2
fig|2005473.105.peg.2440	-	N	GT4_e321	GT4	N	2
fig|2005473.105.peg.2694	-	N	CBM91_e19	N	Y(1-23)	1
fig|2005473.105.peg.875	-	N	GT4_e887	GT4	N	2
fig|2005473.105.peg.931	-	N	CBM50_e871+CBM50_e871	CBM50	Y(1-27)	2
fig|2005473.105.peg.937	-	N	GT2	GT2	N	2
fig|2005473.105.peg.22	N	N	N	GT1	N	1
fig|2005473.105.peg.26	N	N	N	GH101	N	1
fig|2005473.105.peg.67	N	N	N	GT2	N	1
fig|2005473.105.peg.84	N	N	N	CBM48+GH13_8	N	1
fig|2005473.105.peg.146	N	N	N	GH1	N	1
fig|2005473.105.peg.183	N	N	N	GH43_29	Y(1-23)	1
fig|2005473.105.peg.306	N	N	N	GT2+GT4	N	1
fig|2005473.105.peg.429	N	N	N	CBM57+CBM6	Y(1-22)	1
fig|2005473.105.peg.589	N	N	N	GT1	N	1
fig|2005473.105.peg.626	N	N	N	GT1	N	1
fig|2005473.105.peg.650	N	N	N	CE8	N	1
fig|2005473.105.peg.679	N	N	N	GT1	N	1
fig|2005473.105.peg.720	N	N	N	GT119	N	1
fig|2005473.105.peg.734	N	N	N	GT4	N	1
fig|2005473.105.peg.745	N	N	N	GH76	N	1
fig|2005473.105.peg.779	N	N	N	GH71	N	1
fig|2005473.105.peg.800	N	N	N	CBM91+GH43_10	Y(1-20)	1
fig|2005473.105.peg.814	N	N	N	GH38	N	1
fig|2005473.105.peg.844	N	N	N	GH5_11	N	1
fig|2005473.105.peg.872	N	N	N	GT4	N	1
fig|2005473.105.peg.874	N	N	N	GT0	N	1
fig|2005473.105.peg.954	N	N	N	GT2	N	1
fig|2005473.105.peg.958	N	N	N	GH28	N	1
fig|2005473.105.peg.976	N	N	N	GT2	N	1
fig|2005473.105.peg.1096	N	N	N	GH35	Y(1-23)	1
fig|2005473.105.peg.1106	N	N	N	GH13_26	N	1
fig|2005473.105.peg.1296	N	N	N	GT28	N	1
fig|2005473.105.peg.1322	N	N	N	GH13_30	N	1
fig|2005473.105.peg.1338	N	N	N	CBM50	N	1
fig|2005473.105.peg.1344	N	N	N	CBM2+CBM57	Y(1-24)	1
fig|2005473.105.peg.1487	N	N	N	GT2	N	1
fig|2005473.105.peg.1505	N	N	N	GT106	N	1
fig|2005473.105.peg.1539	N	N	N	GH13_48	N	1
fig|2005473.105.peg.1549	N	N	N	GH39	N	1
fig|2005473.105.peg.1600	N	N	N	GH28	N	1
fig|2005473.105.peg.1692	N	N	N	GH13	N	1
fig|2005473.105.peg.1981	N	N	N	GT9	N	1
fig|2005473.105.peg.2062	N	N	N	CBM9	Y(1-25)	1
fig|2005473.105.peg.2118	N	N	N	GH43_3	Y(1-22)	1
fig|2005473.105.peg.2148	N	N	N	GT119	N	1
fig|2005473.105.peg.2192	N	N	N	GT2	N	1
fig|2005473.105.peg.2239	N	N	N	GT2	N	1
fig|2005473.105.peg.2292	N	N	N	GT2	N	1
fig|2005473.105.peg.2432	N	N	N	GH1	N	1
fig|2005473.105.peg.2499	N	N	N	GT2	N	1
fig|2005473.105.peg.2546	N	N	N	GH131	N	1
fig|2005473.105.peg.2624	N	N	N	CE4	N	1
fig|2005473.105.peg.2655	N	N	N	GH13_31	N	1
fig|2005473.105.peg.2744	N	N	N	GH13_11	N	1
