dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	xylan, arabinan, beta-glucan, beta-glucan	251	fig|2005473.105.peg.125	853	1.2e-111	4	247	57	305	0.96812749004
GH10_e109	GH10:54|CBM48:3|CE0:3|CBM85:1	3.2.1.8:2	xylan	324	fig|2005473.105.peg.1257	717	2.2e-177	1	324	35	363	0.996913580247
CBM48_e44	CBM48:75|CE0:72|GH10:18	3.2.1.8:5|3.1.1.73:2	glycogen	68	fig|2005473.105.peg.1257	717	1.8e-39	1	68	397	464	0.985294117647
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	fig|2005473.105.peg.1257	717	1e-47	2	205	510	710	0.985436893204
GH97_e22	GH97:651	3.2.1.3:2|3.2.1.20:2	alpha-glucan, alpha-glucan	689	fig|2005473.105.peg.1258	700	0	5	689	16	698	0.992743105951
CBM4_e6	CBM4:22|GH10:22|CBM0:7	3.2.1.8:5	xylan, beta-glucan	122	fig|2005473.105.peg.126	766	4e-28	24	121	162	264	0.795081967213
CBM4_e6	CBM4:22|GH10:22|CBM0:7	3.2.1.8:5	xylan, beta-glucan	122	fig|2005473.105.peg.126	766	2.2e-30	1	121	288	432	0.983606557377
GH10_e5	GH10:38|CBM4:15|CBM0:9	3.2.1.8:4	xylan	262	fig|2005473.105.peg.126	766	2.3e-131	1	261	504	761	0.992366412214
GH2_e30	GH2:674|CBM51:7|CBM67:1	-	-	866	fig|2005473.105.peg.1266	1025	0	3	865	52	898	0.995381062356
GH115_e0	GH115:692|GH3:1|CE15:1|CBM6:1|CE4:1	3.2.1.131:6	xylan	646	fig|2005473.105.peg.1270	836	3.5e-230	9	643	47	823	0.981424148607
GT28_e43	GT28:568	-	-	161	fig|2005473.105.peg.1295	370	3.6e-60	1	160	196	354	0.987577639752
GT4_e1535	GT4:69	-	-	146	fig|2005473.105.peg.1313	416	2.4e-44	2	144	240	383	0.972602739726
GT9_e65	GT9:196	-	-	249	fig|2005473.105.peg.1317	347	1.9e-101	1	249	68	319	0.995983935743
GH43_e124	GH43_12:138|GH10:7|GH43:1	3.2.1.55:7|3.2.1.8:1	xylan, xylan	295	fig|2005473.105.peg.132	573	3.8e-148	1	295	65	360	0.996610169492
CBM91_e46	CBM91:172|GH43_12:169|GH10:14|GH43_8:1	-	xylan	179	fig|2005473.105.peg.132	573	3.9e-55	1	177	392	572	0.983240223464
GH43_e82	GH43_10:63|CBM6:1	3.2.1.55:1	xylan	267	fig|2005473.105.peg.133	542	3e-150	1	267	32	297	0.996254681648
CBM91_e4	CBM91:98|GH43_10:98|CE6:5|CBM6:3|GH43_29:1	-	xylan	204	fig|2005473.105.peg.133	542	3.2e-102	1	203	325	527	0.990196078431
GH154_e20	GH154:44|GH105:4|PL42:1	3.2.1.-:1	arabinogalactan protein	354	fig|2005473.105.peg.1332	675	5.7e-192	1	354	53	404	0.997175141243
GH43_e45	CBM6:12|GH43:8|GH43_29:6|CBM32:1|GH43_28:1	-	-	277	fig|2005473.105.peg.134	459	1.6e-123	1	275	32	314	0.98916967509
CBM6_e0	CBM6:335|GH43_29:310|CBM13:12|CBM22:12|CBM2:12|GH43_16:11|GH43:10|CBM48:6|CE0:6|GH27:2|CBM32:1|CBM36:1|CBM1:1|GH43_10:1|CBM64:1	3.2.1.8:1|3.2.1.37:1|3.2.1.55:1	beta-glucan, xylan, cellulose	125	fig|2005473.105.peg.134	459	1.4e-30	3	123	340	457	0.96
GH133_e3	GH133:24	-	-	355	fig|2005473.105.peg.1340	781	1.6e-179	1	355	268	622	0.997183098592
GH43_e65	GH43_35:15	-	-	316	fig|2005473.105.peg.1346	543	3.1e-191	1	316	32	347	0.996835443038
CBM50_e27	CBM50:203|GH23:1	-	chitin, peptidoglycan	43	fig|2005473.105.peg.1365	318	3.4e-19	1	42	276	317	0.953488372093
GH108_e40	GH108:71	-	-	87	fig|2005473.105.peg.1373	192	1.3e-40	1	87	10	100	0.988505747126
GH115_e0	GH115:692|GH3:1|CE15:1|CBM6:1|CE4:1	3.2.1.131:6	xylan	646	fig|2005473.105.peg.139	849	1.1e-274	2	644	37	832	0.993808049536
GH13_e62	GH13_19:166|CBM26:16|CBM25:10|CBM74:4|GH13:2|CBM48:1	3.2.1.-:1|3.2.1.1:1	sucrose, starch, starch	378	fig|2005473.105.peg.1455	566	5.1e-112	1	377	72	442	0.994708994709
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	fig|2005473.105.peg.1496	267	4.1e-25	11	200	44	250	0.917475728155
GT2	GT2:27|GT4:1	-	-	130	fig|2005473.105.peg.1516	257	3.7e-46	1	129	7	135	0.984615384615
GT4_e448	GT4:12	-	-	147	fig|2005473.105.peg.1527	421	2.4e-35	2	146	240	386	0.979591836735
GT2	GT2:13	-	-	124	fig|2005473.105.peg.1528	337	6.5e-52	1	120	9	128	0.959677419355
GT2	GT2:6	-	-	136	fig|2005473.105.peg.1529	326	7.6e-35	1	135	9	177	0.985294117647
GH105_e39	GH105:124|GH154:20|GH16_3:1|GH43_24:1	3.2.1.-:1	pectin	327	fig|2005473.105.peg.1568	772	3e-178	2	327	50	374	0.993883792049
GH154_e2	GH154:70|GH105:20|GH16_3:1	-	-	361	fig|2005473.105.peg.1568	772	3.5e-203	1	360	383	743	0.994459833795
GH28_e57	GH28:64|CBM16:1	-	-	259	fig|2005473.105.peg.1579	463	1.5e-124	1	258	187	445	0.992277992278
GH43_e0	GH43_10:1191|GH43_12:66|GH28:13|GH43:5	3.2.1.55:2|3.2.1.37:1	xylan, xylan	269	fig|2005473.105.peg.1580	550	4.8e-132	1	269	38	308	0.996282527881
CBM91_e10	CBM91:1294|GH43_10:1290|GH43:2|CBM6:1	-	xylan	195	fig|2005473.105.peg.1580	550	2.3e-66	1	194	342	547	0.989743589744
GH88_e24	GH88:141|GH92:7|GH28:1	-	-	324	fig|2005473.105.peg.1581	333	8e-149	16	324	13	319	0.950617283951
GT2	GT2:444	-	-	314	fig|2005473.105.peg.1595	331	3e-125	2	295	6	301	0.933121019108
CBM35_e43	CBM35:52|GH74:1|PL11:1	-	xylan, beta-mannan, beta-galactan	103	fig|2005473.105.peg.164	896	1.5e-36	8	103	780	875	0.922330097087
GH133_e1	GH133:236	-	-	351	fig|2005473.105.peg.1641	647	2.5e-146	4	351	291	638	0.988603988604
GT4_e602	GT4:97	-	-	147	fig|2005473.105.peg.1642	420	7.1e-74	1	146	242	387	0.986394557823
GH57_e10	GH57:204	-	-	319	fig|2005473.105.peg.1643	483	2.5e-166	1	319	7	325	0.996865203762
GH127_e2	GH127:26	-	-	532	fig|2005473.105.peg.1665	819	0	1	532	41	573	0.998120300752
GH97_e1	GH97:229	3.2.1.22:1	alpha-glucan	639	fig|2005473.105.peg.1666	896	1.4e-263	4	638	8	646	0.992175273865
GH43_e270	GH43_34:55|CBM32:21|CBM0:3	-	-	275	fig|2005473.105.peg.1667	801	3.6e-143	1	274	32	304	0.992727272727
CBM32_e8	CBM32:21|GH43_34:21	-	host glycan	109	fig|2005473.105.peg.1667	801	3.6e-51	1	109	337	444	0.990825688073
GH127_e4	GH127:210	3.2.1.185:1	arabinogalactan protein	540	fig|2005473.105.peg.1668	802	1.6e-262	1	540	40	571	0.998148148148
CBM48_e14	CBM48:1142|GH13_14:1124|CBM41:557|GH13_32:70|CBM25:49|GH13_41:25|GH13:12|CBM20:10|CBM68:8|GH13_42:1|CBM0:1	3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2	glycogen	92	fig|2005473.105.peg.1682	673	7.4e-17	10	90	45	129	0.869565217391
GH13_e95	GH13_14:318|CBM48:209|CBM41:64|CBM68:5|GH13:2|GH133:1	3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	sucrose, starch, starch, starch	310	fig|2005473.105.peg.1682	673	8.6e-141	1	310	205	529	0.996774193548
GT51_e160	GT51:316	-	-	185	fig|2005473.105.peg.184	807	8.1e-84	3	185	87	267	0.983783783784
GH146_e13	GH146:34	-	-	510	fig|2005473.105.peg.1886	804	5e-264	1	510	40	551	0.998039215686
CBM48_e85	CBM48:31|CE0:30|CE1:1	-	glycogen	66	fig|2005473.105.peg.1904	367	1.1e-23	4	66	38	100	0.939393939394
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	fig|2005473.105.peg.1904	367	9.7e-37	3	199	150	354	0.95145631068
GH2_e16	GH2:215|CBM32:1	3.2.1.23:3	beta-galactan	748	fig|2005473.105.peg.1906	796	5.9e-280	8	747	28	731	0.987967914439
CBM20_e2	CBM20:404|GH77:401	2.4.1.25:4	starch	93	fig|2005473.105.peg.1932	892	4.4e-21	3	85	2	82	0.881720430108
CBM20_e2	CBM20:404|GH77:401	2.4.1.25:4	starch	93	fig|2005473.105.peg.1932	892	1.7e-19	4	91	131	219	0.935483870968
GH77_e22	GH77:485|CBM20:400	2.4.1.25:5	starch	646	fig|2005473.105.peg.1932	892	2.6e-288	1	644	245	886	0.995356037152
GH2_e31	GH2:132|GH43_24:3	-	-	562	fig|2005473.105.peg.2018	796	7.6e-237	3	562	24	577	0.994661921708
CBM48_e32	CBM48:1020|GH13_8:992|GH13:3|GT4:2|GH28:2	2.4.1.18:166	glycogen	89	fig|2005473.105.peg.2023	671	9.4e-26	1	89	52	134	0.988764044944
GH13_e20	GH13_8:470|CBM48:339|GH13:16|GT4:1|GH28:1	2.4.1.18:50	sucrose, alpha-glucan	293	fig|2005473.105.peg.2023	671	3.7e-144	1	293	219	510	0.996587030717
GT19_e2	GT19:889	-	-	349	fig|2005473.105.peg.2035	384	2.8e-130	2	349	6	358	0.994269340974
GT2	GT2:29	-	-	277	fig|2005473.105.peg.2045	409	1.8e-55	1	273	59	335	0.981949458484
GT92_e13	GT92:9	-	-	204	fig|2005473.105.peg.2049	314	7.4e-55	1	203	43	252	0.990196078431
GT4_e2634	GT4:16	-	-	151	fig|2005473.105.peg.2050	415	3e-47	13	150	246	380	0.907284768212
GH43_e59	GH43_29:334|CBM6:308|CBM2:13|CBM13:12|CBM22:12|CBM42:12|GH43_10:9|GH43:9|CBM48:6|CE0:6|GH43_17:4|GH27:3|GH43_30:2|CE6:2|CBM64:1|CBM51:1|GH43_26:1|CBM1:1	3.2.1.37:2|3.2.1.55:2|3.2.1.8:1	xylan, xylan, xylan	281	fig|2005473.105.peg.2060	455	2.4e-130	1	280	22	309	0.992882562278
CBM6_e0	CBM6:335|GH43_29:310|CBM13:12|CBM22:12|CBM2:12|GH43_16:11|GH43:10|CBM48:6|CE0:6|GH27:2|CBM32:1|CBM36:1|CBM1:1|GH43_10:1|CBM64:1	3.2.1.8:1|3.2.1.37:1|3.2.1.55:1	beta-glucan, xylan, cellulose	125	fig|2005473.105.peg.2060	455	1.2e-48	2	124	332	455	0.976
GH29_e63	GH29:296|CBM13:1	3.2.1.63:1|3.2.1.51:1	host glycan, host glycan	336	fig|2005473.105.peg.2064	442	4.9e-164	4	336	29	359	0.988095238095
GH29_e30	GH29:1257|CBM32:104|CBM0:3|GH33:3|CBM6:1|CBM9:1|CE3:1|GH136:1|GH0:1|CBM47:1|GT1:1	3.2.1.111:8|3.2.1.51:3	host glycan, host glycan	301	fig|2005473.105.peg.2066	636	4.2e-135	2	300	57	368	0.990033222591
CBM32_e126	CBM32:138|GH29:132|CBM6:1|CBM9:1|CE3:1|GH136:1	-	host glycan	109	fig|2005473.105.peg.2066	636	3.8e-21	2	108	390	497	0.97247706422
GH29_e82	GH29:196	-	-	399	fig|2005473.105.peg.2067	555	4.7e-190	2	399	42	441	0.994987468672
GH25_e77	GH25:7	-	-	175	fig|2005473.105.peg.2069	244	1.7e-52	1	173	47	218	0.982857142857
GH3_e151	GH3:27	3.2.1.37:1	xylan	216	fig|2005473.105.peg.2084	770	3.4e-108	1	216	97	309	0.99537037037
GH43_e159	GH43_19:262|GH43_34:245|GH43:3|GH43_29:2|GH146:2	3.2.1.55:3	xylan	275	fig|2005473.105.peg.2090	333	2.3e-98	1	274	32	326	0.992727272727
GH30_e11	GH30_2:24	-	-	435	fig|2005473.105.peg.2091	502	5.4e-250	2	434	57	500	0.993103448276
GT2	GT2:387	-	-	162	fig|2005473.105.peg.2104	324	5.1e-80	1	161	5	166	0.987654320988
GH43_e159	GH43_19:262|GH43_34:245|GH43:3|GH43_29:2|GH146:2	3.2.1.55:3	xylan	275	fig|2005473.105.peg.2135	335	3.8e-79	1	275	81	312	0.996363636364
GH146_e13	GH146:34	-	-	510	fig|2005473.105.peg.2146	790	2.3e-272	1	510	36	536	0.998039215686
GH51_e19	GH51:1621	3.2.1.55:27	arabinan	489	fig|2005473.105.peg.2151	515	2.1e-228	2	488	29	514	0.993865030675
GH43_e22	GH43_29:182|GH43_19:31|GH43_34:4|GH51:3|GH43_31:1|GH43:1|GH43_33:1	3.2.1.-:2|3.2.1.55:1	xylan, xylan	276	fig|2005473.105.peg.2152	326	3.6e-139	1	276	35	313	0.996376811594
GH51_e47	GH51:642|GH43_34:9|CE6:3|GH43_18:3|GH43_22:3|GH43_4:3|GH43:2|GH43_29:2|CBM5:1|CBM66:1|GH0:1|CBM84:1|CBM0:1	3.2.1.55:5	arabinan	468	fig|2005473.105.peg.2153	661	5.4e-197	3	467	186	660	0.991452991453
GH43_e326	GH43_4:43	3.2.1.-:1|3.2.1.99:1	xylan, arabinan	313	fig|2005473.105.peg.2154	495	1.9e-186	1	313	55	366	0.996805111821
GH43_e183	GH43_4:57	3.2.1.99:2	arabinan	363	fig|2005473.105.peg.2161	636	3.2e-186	1	363	168	528	0.997245179063
GH51_e47	GH51:642|GH43_34:9|CE6:3|GH43_18:3|GH43_22:3|GH43_4:3|GH43:2|GH43_29:2|CBM5:1|CBM66:1|GH0:1|CBM84:1|CBM0:1	3.2.1.55:5	arabinan	468	fig|2005473.105.peg.2166	669	6.5e-161	3	466	202	668	0.989316239316
GH51_e47	GH51:642|GH43_34:9|CE6:3|GH43_18:3|GH43_22:3|GH43_4:3|GH43:2|GH43_29:2|CBM5:1|CBM66:1|GH0:1|CBM84:1|CBM0:1	3.2.1.55:5	arabinan	468	fig|2005473.105.peg.2186	823	1.8e-183	3	467	360	821	0.991452991453
GH43_e236	GH43_24:328|GH16_3:32|CBM13:6|GH30_5:6|GH43_19:6|CBM66:1|GH105:1|GH16:1|GH35:1	-	-	288	fig|2005473.105.peg.2187	628	1e-129	2	288	42	330	0.993055555556
GH16_e36	GH16_3:51|GH43_24:33|GH16:7|GH154:1|GH105:1	-	-	249	fig|2005473.105.peg.2187	628	1.7e-117	1	249	371	623	0.995983935743
CBM48_e68	CBM48:192|CE0:190|CE6:12|GH10:3|CE1:2|GH62:1	3.1.1.73:1|3.2.1.55:1|3.2.1.8:1	glycogen	61	fig|2005473.105.peg.2210	383	9.6e-22	1	60	50	107	0.967213114754
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	fig|2005473.105.peg.2210	383	6.6e-60	3	206	158	378	0.985436893204
GH43_e167	CBM13:44|GH43_7:43|GH43:2	-	-	239	fig|2005473.105.peg.2212	485	3.6e-115	1	239	33	303	0.995815899582
CBM13_e223	CBM13:44|GH43_7:43|GH43:1	-	xylan	114	fig|2005473.105.peg.2212	485	6.1e-61	1	113	370	482	0.982456140351
CE11_e18	CE11:339	-	-	269	fig|2005473.105.peg.2263	460	2.5e-116	1	268	4	296	0.992565055762
GH43_e269	GH43_24:109|GH35:10|CBM32:9|GH2:3	-	-	254	fig|2005473.105.peg.2277	1105	9e-128	1	253	55	308	0.992125984252
GH35_e43	GH35:828|CBM32:242|GH43_24:11	3.2.1.23:3	pectin	314	fig|2005473.105.peg.2277	1105	3.2e-142	1	313	355	666	0.993630573248
CBM32_e42	CBM32:247|GH35:243|GH43_24:9	-	host glycan	74	fig|2005473.105.peg.2277	1105	2.6e-27	2	72	1030	1100	0.945945945946
GH97_e18	GH97:183|GH146:3|GH43_19:3|CE6:2	3.2.1.22:1|3.2.1.88:1	alpha-glucan	633	fig|2005473.105.peg.229	656	0	7	632	20	653	0.987361769352
GH23_e762	GH23:8	-	-	158	fig|2005473.105.peg.2295	462	9.1e-78	1	158	301	458	0.993670886076
CBM48_e44	CBM48:75|CE0:72|GH10:18	3.2.1.8:5|3.1.1.73:2	glycogen	68	fig|2005473.105.peg.2298	368	9.9e-39	1	68	50	117	0.985294117647
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	fig|2005473.105.peg.2298	368	1.6e-48	2	206	163	363	0.990291262136
GT4_e408	GT4:35	-	-	151	fig|2005473.105.peg.2408	376	2e-60	1	150	198	347	0.986754966887
GT4_e2903	GT4:31	-	-	153	fig|2005473.105.peg.2409	365	4.5e-43	5	152	182	326	0.960784313725
GT4_e3657	GT4:7	-	-	156	fig|2005473.105.peg.2410	380	6.8e-57	4	154	193	343	0.961538461538
GT4_e116	GT4:111	-	-	115	fig|2005473.105.peg.2411	359	6.1e-54	1	115	196	310	0.991304347826
GT4_e321	GT4:13|GT0:1|GT2:1	-	-	156	fig|2005473.105.peg.2440	402	7.9e-27	3	155	219	364	0.974358974359
CE6_e2	CE6:151|CE0:39|CBM48:38|GH95:11|GH51:3|GH97:2|GH43_10:2|GH43_17:1|CBM5:1|CBM4:1|GH10:1|GH43_28:1|CBM88:1|CBM9:1	3.1.1.72:6|3.1.1.73:2	xylan	111	fig|2005473.105.peg.2451	1019	7.8e-51	1	111	97	207	0.990990990991
GH51_e47	GH51:642|GH43_34:9|CE6:3|GH43_18:3|GH43_22:3|GH43_4:3|GH43:2|GH43_29:2|CBM5:1|CBM66:1|GH0:1|CBM84:1|CBM0:1	3.2.1.55:5	arabinan	468	fig|2005473.105.peg.2451	1019	2.1e-143	3	434	506	944	0.92094017094
PL42_e0	PL42:75	4.2.2.-:2|3.2.1.-:2	arabinogalactan protein, arabinogalactan protein	292	fig|2005473.105.peg.2452	430	9.2e-152	1	292	38	330	0.996575342466
GH43_e186	GH43_19:87|GH43_9:78|GH43_34:6|GH97:3|GH43:3|GH43_18:1	-	-	231	fig|2005473.105.peg.255	352	5.5e-90	1	231	77	334	0.995670995671
GT30_e38	GT30:395	-	-	163	fig|2005473.105.peg.2556	410	9.6e-77	4	163	49	208	0.975460122699
GH23_e209	CBM50:31|GH23:31	-	-	140	fig|2005473.105.peg.2568	572	1.3e-64	1	140	122	262	0.992857142857
CBM50_e207	CBM50:163|GH23:159	-	chitin, peptidoglycan	42	fig|2005473.105.peg.2568	572	9.3e-18	1	41	380	420	0.952380952381
CBM50_e207	CBM50:163|GH23:159	-	chitin, peptidoglycan	42	fig|2005473.105.peg.2568	572	1.8e-18	1	42	528	570	0.97619047619
GT83_e8	GT83:112	-	-	559	fig|2005473.105.peg.2597	571	7.1e-54	3	505	13	519	0.898032200358
GT5_e28	GT5:878	-	-	225	fig|2005473.105.peg.2668	269	2.2e-97	1	223	6	231	0.986666666667
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	xylan, arabinan, beta-glucan, beta-glucan	251	fig|2005473.105.peg.267	977	2.8e-102	3	248	168	424	0.97609561753
CBM91_e19	CBM91:6	-	xylan	90	fig|2005473.105.peg.2694	250	1.3e-16	1	86	102	189	0.944444444444
GH43_e68	GH43_35:30	-	-	338	fig|2005473.105.peg.2711	690	1.7e-208	1	338	41	378	0.997041420118
GT4_e689	GT4:71	-	-	140	fig|2005473.105.peg.275	360	3.9e-53	2	137	193	327	0.964285714286
GT4_e1632	GT4:16	-	-	135	fig|2005473.105.peg.276	398	1.9e-50	1	131	232	363	0.962962962963
GH171_e3	GH171:806|GH3:1	-	-	343	fig|2005473.105.peg.287	397	7.1e-141	1	343	51	395	0.997084548105
GH31_e92	GH31:51	-	-	428	fig|2005473.105.peg.290	856	2.1e-211	2	428	327	756	0.995327102804
GH97_e16	GH97:39	3.2.1.22:1	alpha-glucan	621	fig|2005473.105.peg.291	609	2.6e-261	7	620	18	607	0.987117552335
GH31_e66	GH31:125	3.2.1.177:1	xyloglucan	461	fig|2005473.105.peg.300	954	1.1e-244	1	461	377	844	0.997830802603
GH3_e10	GH3:448|GH43_34:2	3.2.1.21:12|3.2.1.-:6	beta-glucan, beta-glucan	208	fig|2005473.105.peg.301	735	2.5e-103	1	208	64	283	0.995192307692
GT2	GT2:26	-	-	136	fig|2005473.105.peg.308	314	4.7e-60	1	126	9	134	0.919117647059
GT4_e785	GT4:7	-	-	148	fig|2005473.105.peg.313	354	1.3e-61	4	146	182	326	0.959459459459
GT4_e2413	GT4:14	-	-	141	fig|2005473.105.peg.314	366	2.4e-41	2	138	195	331	0.964539007092
GT4_e1414	GT4:10	-	-	149	fig|2005473.105.peg.315	358	2e-55	2	148	188	331	0.979865771812
GT2	GT2:12	-	-	131	fig|2005473.105.peg.316	253	1.7e-51	1	129	10	138	0.977099236641
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan, beta-glucan	222	fig|2005473.105.peg.332	766	1.4e-105	2	222	112	332	0.990990990991
GH115_e6	GH115:205|GH159:1	-	-	764	fig|2005473.105.peg.333	853	2.9e-276	9	763	37	835	0.986910994764
GH31_e94	GH31:154	3.2.1.177:4	xyloglucan	461	fig|2005473.105.peg.334	821	8e-230	1	461	220	717	0.997830802603
CE15_e21	CE15:21|GH8:4|GH10:3|CBM9:1|CBM4:1	3.1.1.-:1	-	322	fig|2005473.105.peg.401	404	4.3e-164	1	322	54	376	0.996894409938
GH30_e11	GH30_2:24	-	-	435	fig|2005473.105.peg.412	496	1.4e-223	5	434	57	493	0.986206896552
GT2	GT2:377	-	-	167	fig|2005473.105.peg.459	253	3.3e-84	1	167	13	179	0.994011976048
GH31_e94	GH31:154	3.2.1.177:4	xyloglucan	461	fig|2005473.105.peg.465	822	7.5e-203	1	461	217	711	0.997830802603
GH3_e57	GH3:182	3.2.1.-:1	beta-glucan	226	fig|2005473.105.peg.480	990	6.2e-108	2	225	107	327	0.986725663717
GH95_e1	GH95:1763|CBM13:26|CBM2:14|CE6:11|CBM6:7|CBM32:5|CE8:2|GH29:1|CE12:1|CBM5:1|GH1:1	3.2.1.-:3|3.2.1.63:2	pectin, xylan, xyloglucan, host glycan	743	fig|2005473.105.peg.6	807	2.7e-279	3	737	24	795	0.987886944818
