HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH2.hmm	752	WP_012419872.1	1264	8e-223	23	748	71	980	0.964095744681
CBM32.hmm	124	WP_012419872.1	1264	1e-26	6	122	1131	1257	0.935483870968
GH29.hmm	346	WP_012419894.1	704	5.9e-74	42	334	41	355	0.843930635838
CBM32.hmm	124	WP_012419894.1	704	3.1e-21	17	121	580	698	0.838709677419
GH36.hmm	688	WP_012419903.1	716	4.1e-195	2	686	6	691	0.994186046512
GH20.hmm	337	WP_012419916.1	549	3.5e-121	8	337	145	503	0.976261127596
GH16_3.hmm	230	WP_012419923.1	313	8.2e-64	1	230	51	296	0.995652173913
GT26.hmm	171	WP_012419927.1	265	4.2e-59	2	171	72	249	0.988304093567
GH109.hmm	399	WP_012419967.1	473	1.7e-157	3	398	65	465	0.989974937343
GT8.hmm	257	WP_012419986.1	371	4.9e-50	31	254	22	285	0.867704280156
GT2.hmm	170	WP_012419988.1	376	7.1e-35	1	115	9	121	0.670588235294
GT11.hmm	276	WP_012419989.1	290	9e-77	5	276	2	290	0.981884057971
GT2.hmm	170	WP_012419990.1	351	6.4e-34	1	127	12	136	0.741176470588
GT2.hmm	170	WP_012419992.1	358	3.2e-36	1	168	6	175	0.982352941176
CE9.hmm	373	WP_012419995.1	382	2.6e-116	1	373	5	376	0.997319034853
GT28.hmm	157	WP_012420020.1	375	2.2e-18	21	150	220	351	0.821656050955
GH31_18.hmm	242	WP_012420049.1	1311	2.2e-115	2	242	435	674	0.99173553719
GH20.hmm	337	WP_012420073.1	518	5.9e-97	9	335	104	453	0.967359050445
GT2.hmm	170	WP_012420111.1	337	1.8e-24	1	167	3	174	0.976470588235
GT4.hmm	160	WP_012420118.1	402	3.1e-32	11	159	217	363	0.925
GH95.hmm	722	WP_012420161.1	796	9.7e-249	10	719	55	778	0.981994459834
GT31.hmm	192	WP_012420183.1	562	2.7e-18	1	188	290	436	0.973958333333
GH27.hmm	229	WP_012420227.1	533	1.1e-74	10	228	275	508	0.951965065502
GH177.hmm	347	WP_012420256.1	425	2.7e-116	2	347	40	388	0.994236311239
GT51.hmm	177	WP_012420281.1	597	7.2e-60	2	176	66	240	0.983050847458
GT4.hmm	160	WP_012420443.1	655	1.6e-26	9	158	198	343	0.93125
GH97.hmm	631	WP_012420458.1	649	2.9e-148	11	630	23	639	0.980982567353
GH110.hmm	548	WP_012420500.1	596	1.3e-173	27	527	92	588	0.912408759124
AA4.hmm	522	WP_012420503.1	458	1.9e-24	21	247	7	223	0.432950191571
CE4.hmm	130	WP_012420537.1	320	3.5e-34	5	119	85	201	0.876923076923
GH181.hmm	328	WP_012420583.1	595	3.4e-168	1	328	27	382	0.996951219512
GT2.hmm	170	WP_012420616.1	273	3.2e-24	1	131	8	132	0.764705882353
GT2.hmm	170	WP_012420617.1	314	1.7e-30	1	166	5	168	0.970588235294
CE4.hmm	130	WP_012420651.1	488	5.3e-25	4	126	182	321	0.938461538462
GH13_38.hmm	371	WP_012420672.1	574	9.5e-113	1	369	16	393	0.991913746631
GH2.hmm	752	WP_012420699.1	1289	1.5e-211	25	750	47	938	0.964095744681
CBM32.hmm	124	WP_012420699.1	1289	1.2e-21	9	122	1154	1284	0.911290322581
GH2.hmm	752	WP_012420700.1	858	2.4e-111	33	504	40	593	0.626329787234
GH20.hmm	337	WP_012420702.1	547	4.1e-105	9	336	164	516	0.970326409496
GH35.hmm	307	WP_012420719.1	780	9.2e-116	1	306	41	353	0.99348534202
GH109.hmm	399	WP_012420779.1	451	3.4e-18	6	166	131	280	0.401002506266
GH13_8.hmm	320	WP_012420783.1	678	2.8e-165	2	320	198	517	0.99375
GT2.hmm	230	WP_012420798.1	505	2.6e-27	4	228	54	280	0.973913043478
CE19.hmm	332	WP_012420833.1	359	4e-17	43	192	52	192	0.448795180723
GH13_5.hmm	342	WP_012420844.1	492	1.1e-154	1	342	30	370	0.997076023392
GH57.hmm	383	WP_012420896.1	395	3.6e-45	2	310	6	318	0.804177545692
GT4.hmm	160	WP_012420897.1	432	2.7e-29	6	157	253	401	0.94375
CE11.hmm	271	WP_012420945.1	438	8e-95	1	270	6	275	0.992619926199
GH20.hmm	337	WP_012420951.1	664	1.1e-49	8	335	119	403	0.970326409496
GH20.hmm	337	WP_012421042.1	493	5.7e-104	8	336	106	449	0.973293768546
GT2.hmm	170	WP_012421104.1	258	8.5e-31	1	127	4	130	0.741176470588
GT4.hmm	160	WP_012421105.1	384	1.4e-25	8	150	213	353	0.8875
GT4.hmm	160	WP_012421107.1	390	3.1e-34	9	150	216	355	0.88125
GT11.hmm	276	WP_012421110.1	276	7.9e-16	110	257	110	250	0.532608695652
GT4.hmm	160	WP_012421111.1	347	5e-32	12	155	188	322	0.89375
GT4.hmm	160	WP_012421112.1	379	8.5e-27	12	153	194	332	0.88125
GT4.hmm	160	WP_012421113.1	391	2.7e-23	8	135	211	336	0.79375
GT2.hmm	170	WP_012421116.1	282	6.8e-20	1	122	5	120	0.711764705882
GT2.hmm	170	WP_012421117.1	334	1.8e-31	1	168	6	177	0.982352941176
GH3.hmm	216	WP_012421132.1	353	1.4e-43	12	214	58	274	0.935185185185
GH20.hmm	337	WP_012421159.1	756	2.3e-60	9	313	228	541	0.902077151335
GH18.hmm	296	WP_012421185.1	1233	3e-31	59	290	766	988	0.780405405405
GH188.hmm	259	WP_012421187.1	440	1.4e-21	4	199	10	214	0.752895752896
CBM50.hmm	40	WP_022198170.1	159	1.8e-16	1	40	114	156	0.975
GH29.hmm	346	WP_042447486.1	700	2.2e-96	37	346	276	599	0.893063583815
GH33.hmm	342	WP_042447674.1	403	3.6e-79	8	338	36	377	0.964912280702
GT4.hmm	160	WP_042447747.1	400	1.8e-17	40	157	254	363	0.73125
CBM51.hmm	134	WP_042448087.1	636	1.1e-18	40	131	543	631	0.679104477612
GT19.hmm	354	WP_042448415.1	372	4.3e-104	2	352	4	353	0.988700564972
GH2.hmm	752	WP_052294479.1	575	3.9e-73	131	492	3	479	0.480053191489
GH141.hmm	527	WP_052294485.1	603	2.2e-34	198	522	16	349	0.614800759013
GH33.hmm	342	WP_081429207.1	682	2.7e-94	12	330	332	664	0.929824561404
GT4.hmm	160	WP_081429237.1	398	4.1e-36	6	153	224	369	0.91875
GT51.hmm	177	WP_094137922.1	841	1.5e-58	2	176	88	270	0.983050847458
GH43_24.hmm	246	WP_102740272.1	377	1.3e-104	2	246	50	344	0.991869918699
CBM51.hmm	134	WP_157738230.1	748	6.8e-31	12	131	34	156	0.888059701493
GH110.hmm	548	WP_157738230.1	748	2.2e-199	1	548	172	721	0.998175182482
GH16_3.hmm	230	WP_157738240.1	232	2.4e-56	40	230	2	210	0.826086956522
PL38.hmm	279	WP_157738242.1	321	1.4e-88	4	279	18	293	0.985663082437
GT11.hmm	276	WP_157738252.1	252	9e-35	9	275	15	251	0.963768115942
GH175.hmm	194	WP_157738258.1	458	7.6e-27	10	191	187	351	0.932989690722
GH77.hmm	494	WP_157738269.1	619	2.1e-134	1	471	11	554	0.951417004049
CE3.hmm	194	WP_157738292.1	999	4.8e-22	3	190	32	283	0.963917525773
GH16_3.hmm	230	WP_157738293.1	298	9e-53	2	230	17	266	0.991304347826
GH20.hmm	337	WP_157738296.1	561	2.8e-105	9	336	174	527	0.970326409496
GH31_1.hmm	447	WP_162610408.1	763	3.3e-156	1	447	192	634	0.997762863535
GH20.hmm	337	WP_162610410.1	725	1.6e-47	10	335	173	452	0.964391691395
CBM32.hmm	124	WP_162610419.1	710	2.3e-25	8	122	52	174	0.91935483871
GH123.hmm	538	WP_162610419.1	710	3.1e-195	4	538	184	704	0.992565055762
GT51.hmm	177	WP_162610422.1	863	1.7e-58	3	174	170	341	0.966101694915
GH29.hmm	346	WP_165476995.1	692	2.1e-79	41	335	36	341	0.849710982659
CBM32.hmm	124	WP_165476995.1	692	7.9e-23	13	122	564	683	0.879032258065
GH105.hmm	332	WP_167525139.1	723	2.6e-81	7	331	35	348	0.975903614458
AA1.hmm	358	WP_204223460.1	624	7.6e-65	7	357	43	529	0.977653631285
GH89.hmm	663	WP_233420541.1	745	7e-200	44	662	1	618	0.932126696833
GH20.hmm	337	WP_233420549.1	494	2.6e-101	8	336	108	455	0.973293768546
