Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
fig|2005473.91.peg.1623	-	GH13_48(62-356)	-	-	Y(1-24)	1
fig|2005473.91.peg.1628	-	GH51_2(216-665)	-	-	Y(1-28)	1
fig|2005473.91.peg.1629	-	GH43_10(27-302)+CBM91(373-573)	-	-	Y(1-23)	1
fig|2005473.91.peg.1651	-	GT2(80-205)	-	-	N	1
fig|2005473.91.peg.1677	-	GT2(18-140)	-	-	N	1
fig|2005473.91.peg.1679	-	GH16_3(48-275)	-	-	N	1
fig|2005473.91.peg.1681	-	GT4(169-321)	-	-	N	1
fig|2005473.91.peg.1682	-	GT2(6-172)	-	-	N	1
fig|2005473.91.peg.1684	-	GT2(9-172)	-	-	N	1
fig|2005473.91.peg.1698	-	CE4(27-136)	-	-	N	1
fig|2005473.91.peg.1699	-	GT117(17-237)	-	-	N	1
fig|2005473.91.peg.1703	-	GH13_14(206-530)	-	-	Y(1-28)	1
fig|2005473.91.peg.1804	-	GH3(119-346)	-	-	Y(1-24)	1
fig|2005473.91.peg.1844	-	GH127(43-575)	-	-	Y(1-28)	1
fig|2005473.91.peg.1845	-	GH97(47-690)	-	-	N	1
fig|2005473.91.peg.1846	-	GH43_34(16-289)+CBM32(319-430)	-	-	N	1
fig|2005473.91.peg.1847	-	GH127(40-572)	-	-	Y(1-20)	1
fig|2005473.91.peg.1866	-	GH97(12-644)	-	-	Y(1-21)	1
fig|2005473.91.peg.1915	-	GH115(39-838)	-	-	Y(1-21)	1
fig|2005473.91.peg.2048	-	GH25(52-221)	-	-	N	1
fig|2005473.91.peg.2059	-	GH3(54-310)	-	-	Y(1-20)	1
fig|2005473.91.peg.2080	-	GH16_3(200-460)	-	-	Y(1-22)	1
fig|2005473.91.peg.2289	-	GH29(49-461)	-	-	Y(1-20)	1
fig|2005473.91.peg.2297	-	GH115(43-820)	-	-	Y(1-25)	1
fig|2005473.91.peg.2323	-	GH43_35(24-342)	-	-	N	1
fig|2005473.91.peg.2328	-	CE19(34-176)	-	-	N	1
fig|2005473.91.peg.2340	-	CE1(86-269)	-	-	Y(1-28)	1
fig|2005473.91.peg.2380	-	CE1(1-220)	-	-	N	1
fig|2005473.91.peg.2385	-	GT2(21-138)	-	-	N	1
fig|2005473.91.peg.2429	-	CE1(39-222)	-	-	Y(1-25)	1
fig|2005473.91.peg.2494	-	GT2(11-139)	-	-	N	1
fig|2005473.91.peg.2495	-	GT4(219-346)	-	-	N	1
fig|2005473.91.peg.2497	-	GT122(10-313)	-	-	N	1
fig|2005473.91.peg.2499	-	GT4(193-345)	-	-	N	1
fig|2005473.91.peg.250	-	GH31_4(194-674)	-	-	N	1
fig|2005473.91.peg.251	-	GH43_12(58-353)+CBM91(382-553)	-	-	Y(1-36)	1
fig|2005473.91.peg.2511	-	GT2(6-130)	-	-	N	1
fig|2005473.91.peg.253	-	GH97(65-582)	-	-	Y(1-24)	1
fig|2005473.91.peg.2539	-	GH32(264-568)	-	-	Y(1-21)	1
fig|2005473.91.peg.254	-	GH95(23-751)	-	-	N	1
fig|2005473.91.peg.255	-	GH43_10(34-300)+CBM91(327-533)	-	-	Y(1-21)	1
fig|2005473.91.peg.2566	-	GH89(47-730)	-	-	N	1
fig|2005473.91.peg.2603	-	GH67(78-657)	-	-	Y(1-27)	1
fig|2005473.91.peg.261	-	GH10(328-554)	-	-	N	1
fig|2005473.91.peg.2616	-	GH35(33-208)	-	-	N	1
fig|2005473.91.peg.262	-	GH30_8(135-516)	-	-	Y(1-25)	1
fig|2005473.91.peg.263	-	GH97(22-655)	-	-	Y(1-21)	1
fig|2005473.91.peg.2642	-	GH36(27-714)	-	-	Y(1-25)	1
fig|2005473.91.peg.265	-	GH43_12(70-366)+CBM91(397-580)	-	-	N	1
fig|2005473.91.peg.267	-	GH31_4(472-928)	-	-	N	1
fig|2005473.91.peg.269	-	GH10(27-362)	-	-	Y(1-25)	1
fig|2005473.91.peg.2694	-	GH88(14-253)	-	-	N	1
fig|2005473.91.peg.2697	-	GH3(91-310)	-	-	N	1
fig|2005473.91.peg.2699	-	GH30_3(73-496)	-	-	Y(1-38)	1
fig|2005473.91.peg.270	-	GH43_1(14-319)	-	-	N	1
fig|2005473.91.peg.2709	-	GH32(147-448)	-	-	Y(1-27)	1
fig|2005473.91.peg.2711	-	GH32(62-351)	-	-	Y(1-25)	1
fig|2005473.91.peg.2717	-	GH78(293-839)	-	-	Y(1-22)	1
fig|2005473.91.peg.2718	-	GH92(244-753)	-	-	Y(1-22)	1
fig|2005473.91.peg.2720	-	GH76(78-447)	-	-	Y(1-28)	1
fig|2005473.91.peg.2724	-	GH92(237-722)	-	-	Y(1-24)	1
fig|2005473.91.peg.2725	-	GH76(44-402)	-	-	Y(1-34)	1
fig|2005473.91.peg.2742	-	GH18(52-355)	-	-	N	1
fig|2005473.91.peg.2743	-	GT4(156-283)	-	-	N	1
fig|2005473.91.peg.2746	-	GT26(51-219)	-	-	N	1
fig|2005473.91.peg.2780	-	GH13_37(58-366)	-	-	Y(1-24)	1
fig|2005473.91.peg.2796	-	GH92(242-744)	-	-	N	1
fig|2005473.91.peg.2849	-	CBM98(34-132)+GH13_47(410-709)	-	-	Y(1-22)	1
fig|2005473.91.peg.2885	-	GH23(127-259)	-	-	Y(1-21)	1
fig|2005473.91.peg.2920	-	GH3(55-274)	-	-	N	1
fig|2005473.91.peg.2921	-	GH2(26-646)	-	-	Y(1-27)	1
fig|2005473.91.peg.2922	-	GH31_4(381-849)	-	-	Y(1-27)	1
fig|2005473.91.peg.2927	-	GH5_4(274-576)	-	-	N	1
fig|2005473.91.peg.2929	-	GH95(20-787)	-	-	Y(1-21)	1
fig|2005473.91.peg.2973	-	GH29(21-348)	-	-	Y(1-19)	1
fig|2005473.91.peg.2983	-	GH43_4(166-525)	-	-	Y(1-23)	1
fig|2005473.91.peg.2991	-	GH43_4(51-363)	-	-	Y(1-20)	1
fig|2005473.91.peg.3	-	GT2(8-144)	-	-	N	1
fig|2005473.91.peg.3008	-	GT4(203-319)	-	-	N	1
fig|2005473.91.peg.3012	-	GT2(8-117)	-	-	N	1
fig|2005473.91.peg.3030	-	GH16_3(225-460)	-	-	Y(1-22)	1
fig|2005473.91.peg.3033	-	CBM103(132-293)	-	-	Y(1-25)	1
fig|2005473.91.peg.3034	-	GH5_46(94-350)	-	-	Y(1-31)	1
fig|2005473.91.peg.3039	-	CE1(510-720)	-	-	Y(1-24)	1
fig|2005473.91.peg.304	-	GH24(35-150)	-	-	Y(1-19)	1
fig|2005473.91.peg.3043	-	CE7(123-394)	-	-	N	1
fig|2005473.91.peg.3044	-	GH5_2(43-276)	-	-	Y(1-24)	1
fig|2005473.91.peg.3070	-	GH43_19(77-301)+GH43_34(332-628)	-	-	Y(1-26)	1
fig|2005473.91.peg.3071	-	GH97(14-618)	-	-	Y(1-19)	1
fig|2005473.91.peg.3072	-	GH146(50-553)	-	-	Y(1-24)	1
fig|2005473.91.peg.3074	-	GH88(89-407)	-	-	Y(1-37)	1
fig|2005473.91.peg.3075	-	GH43_10(48-321)+CBM91(347-550)	-	-	Y(1-42)	1
fig|2005473.91.peg.3094	-	GH31_4(214-708)	-	-	Y(1-21)	1
fig|2005473.91.peg.3113	-	GT2(16-193)	-	-	N	1
fig|2005473.91.peg.3126	-	GH18(1-210)	-	-	N	1
fig|2005473.91.peg.3135	-	GH43_7(27-297)	-	-	Y(1-22)	1
fig|2005473.91.peg.3136	-	GH43_2(25-303)+GH8(507-832)	-	-	Y(1-25)	1
fig|2005473.91.peg.3137	-	GH43_29(47-335)	-	-	Y(1-21)	1
fig|2005473.91.peg.3148	-	GH66(53-604)	-	-	Y(1-23)	1
fig|2005473.91.peg.3149	-	GH97(18-705)	-	-	Y(1-28)	1
fig|2005473.91.peg.3154	-	CE20(111-373)	-	-	Y(1-20)	1
fig|2005473.91.peg.3169	-	GH130_1(49-359)	-	-	N	1
fig|2005473.91.peg.3170	-	GH26(50-301)	-	-	Y(1-23)	1
fig|2005473.91.peg.3171	-	GH26(146-463)	-	-	Y(1-21)	1
fig|2005473.91.peg.3176	-	GH5_7(64-369)	-	-	N	1
fig|2005473.91.peg.3177	-	CE20(105-366)	-	-	Y(1-21)	1
fig|2005473.91.peg.3179	-	GH36(24-710)	-	-	Y(1-23)	1
fig|2005473.91.peg.3182	-	GH27(129-361)	-	-	Y(1-17)	1
fig|2005473.91.peg.3255	-	GH13_37(47-351)	-	-	N	1
fig|2005473.91.peg.3266	-	CE1(440-665)	-	-	N	1
fig|2005473.91.peg.3275	-	GT119(5-193)+GT119(247-458)	-	-	N	1
fig|2005473.91.peg.3280	-	GH13_28(41-352)	-	-	Y(1-20)	1
fig|2005473.91.peg.3313	-	GH35(50-361)	-	-	Y(1-34)	1
fig|2005473.91.peg.3316	-	GT2(201-331)	-	-	N	1
fig|2005473.91.peg.333	-	GT2(25-162)	-	-	N	1
fig|2005473.91.peg.3336	-	GT2(7-122)	-	-	N	1
fig|2005473.91.peg.3338	-	GT2(6-139)	-	-	N	1
fig|2005473.91.peg.3344	-	GT11(2-287)	-	-	N	1
fig|2005473.91.peg.3345	-	GT2(9-146)	-	-	N	1
fig|2005473.91.peg.337	-	GT4(186-330)	-	-	N	1
fig|2005473.91.peg.3403	-	GT4(215-364)	-	-	N	1
fig|2005473.91.peg.3521	-	GH43_3(29-314)	-	-	Y(1-24)	1
fig|2005473.91.peg.3561	-	GT117(26-277)	-	-	N	1
fig|2005473.91.peg.3564	-	GT4(185-337)	-	-	N	1
fig|2005473.91.peg.357	-	GH28(47-395)	-	-	Y(1-21)	1
fig|2005473.91.peg.3584	-	GH2(37-599)	-	-	N	1
fig|2005473.91.peg.3592	-	GH2(29-693)	-	-	N	1
fig|2005473.91.peg.3597	-	GH31_15(235-661)	-	-	N	1
fig|2005473.91.peg.3598	-	GH97(14-645)	-	-	Y(1-23)	1
fig|2005473.91.peg.362	-	CBM13(406-546)	-	-	Y(1-21)	1
fig|2005473.91.peg.363	-	GH92(266-754)	-	-	N	1
fig|2005473.91.peg.3632	-	GT51(94-266)	-	-	N	1
fig|2005473.91.peg.3656	-	GH84(175-469)	-	-	N	1
fig|2005473.91.peg.3765	-	GH133(285-637)	-	-	N	1
fig|2005473.91.peg.3766	-	GT4(241-388)	-	-	N	1
fig|2005473.91.peg.3767	-	GH57(6-322)	-	-	N	1
fig|2005473.91.peg.3797	-	GT30(52-214)	-	-	N	1
fig|2005473.91.peg.3800	-	GT9(82-322)	-	-	N	1
fig|2005473.91.peg.3803	-	GT4(218-362)	-	-	N	1
fig|2005473.91.peg.3805	-	GT4(184-332)	-	-	N	1
fig|2005473.91.peg.3806	-	GT113(18-342)	-	-	N	1
fig|2005473.91.peg.3808	-	GH51_2(211-647)	-	-	Y(1-27)	1
fig|2005473.91.peg.3809	-	GH43_9(26-292)+CBM91(312-487)+GH43_19(540-779)	-	-	Y(1-20)	1
fig|2005473.91.peg.3828	-	GH43_26(30-333)	-	-	N	1
fig|2005473.91.peg.3831	-	GH2(878-1362)	-	-	Y(1-23)	1
fig|2005473.91.peg.3852	-	GH130_5(4-335)	-	-	N	1
fig|2005473.91.peg.3856	-	GH173(82-344)	-	-	Y(1-24)	1
fig|2005473.91.peg.3857	-	GH173(79-347)	-	-	Y(1-25)	1
fig|2005473.91.peg.3858	-	GH26(45-373)	-	-	Y(1-21)	1
fig|2005473.91.peg.3878	-	GH53(45-329)	-	-	Y(1-37)	1
fig|2005473.91.peg.3879	-	GH2(27-606)	-	-	Y(1-23)	1
fig|2005473.91.peg.3892	-	GT2(11-175)	-	-	N	1
fig|2005473.91.peg.3911	-	GT119(49-416)	-	-	N	1
fig|2005473.91.peg.3912	-	GT28(203-360)	-	-	N	1
fig|2005473.91.peg.3941	-	GH23(304-457)	-	-	Y(1-27)	1
fig|2005473.91.peg.397	-	GH31_15(192-615)	-	-	Y(1-24)	1
fig|2005473.91.peg.3985	-	GH25(194-383)	-	-	N	1
fig|2005473.91.peg.399	-	GH43_31(36-298)	-	-	Y(1-32)	1
fig|2005473.91.peg.4046	-	GH51_2(371-825)	-	-	Y(1-20)	1
fig|2005473.91.peg.406	-	GH2(36-586)	-	-	Y(1-30)	1
fig|2005473.91.peg.407	-	GH30_4(62-548)	-	-	Y(1-21)	1
fig|2005473.91.peg.4096	-	GH2(21-609)	-	-	Y(1-24)	1
fig|2005473.91.peg.4113	-	GH13_8(194-514)	-	-	N	1
fig|2005473.91.peg.4125	-	GT2(10-136)	-	-	N	1
fig|2005473.91.peg.4127	-	GH3(119-335)	-	-	Y(1-31)	1
fig|2005473.91.peg.4216	-	GH2(29-542)	-	-	N	1
fig|2005473.91.peg.4253	-	GH2(52-904)	-	-	Y(1-20)	1
fig|2005473.91.peg.4292	-	GH2(80-1011)	-	-	N	1
fig|2005473.91.peg.4363	-	CBM20(133-213)+GH77(245-884)	-	-	N	1
fig|2005473.91.peg.4375	-	CE1(158-395)	-	-	Y(1-21)	1
fig|2005473.91.peg.439	-	GH125(73-472)	-	-	Y(1-23)	1
fig|2005473.91.peg.4397	-	GH31_4(320-749)	-	-	Y(1-24)	1
fig|2005473.91.peg.445	-	GH2(36-600)	-	-	Y(1-26)	1
fig|2005473.91.peg.446	-	GH175(215-392)	-	-	Y(1-24)	1
fig|2005473.91.peg.464	-	GH13_38(36-400)	-	-	N	1
fig|2005473.91.peg.473	-	CE11(3-296)	-	-	N	1
fig|2005473.91.peg.565	-	GH24(51-165)	-	-	N	1
fig|2005473.91.peg.603	-	GH73(14-145)	-	-	N	1
fig|2005473.91.peg.659	-	GH109(51-455)	-	-	Y(1-31)	1
fig|2005473.91.peg.695	-	GH28(158-454)	-	-	Y(1-21)	1
fig|2005473.91.peg.696	-	GH30_2(54-493)	-	-	Y(1-19)	1
fig|2005473.91.peg.702	-	GT2(6-171)	-	-	N	1
fig|2005473.91.peg.73	-	GH3(62-282)	-	-	Y(1-21)	1
fig|2005473.91.peg.74	-	GH2(32-534)	-	-	Y(1-24)	1
fig|2005473.91.peg.765	-	GH43_1(13-319)	-	-	N	1
fig|2005473.91.peg.766	-	GH10(29-367)	-	-	Y(1-21)	1
fig|2005473.91.peg.768	-	GH97(17-648)	-	-	Y(1-23)	1
fig|2005473.91.peg.769	-	CE6(90-200)	-	-	Y(1-23)	1
fig|2005473.91.peg.770	-	GH5_21(39-329)	-	-	Y(1-22)	1
fig|2005473.91.peg.771	-	GH43_29(22-309)+CBM6(324-456)	-	-	Y(1-21)	1
fig|2005473.91.peg.772	-	CE1(148-375)	-	-	Y(1-20)	1
fig|2005473.91.peg.774	-	GH10(442-696)	-	-	Y(1-22)	1
fig|2005473.91.peg.780	-	GH43_12(62-357)+CBM91(387-568)	-	-	Y(1-36)	1
fig|2005473.91.peg.781	-	CE20(99-236)+CE20(407-533)	-	-	N	1
fig|2005473.91.peg.783	-	GH146(33-534)	-	-	Y(1-21)	1
